gene_id	gene_name	g4e	p_unified	epi25_min_p	meta_sig
ENSG00000012171	SEMA3B	False	0.48487167724293556	0.15685	False
ENSG00000012223	LTF	False	0.050484557232224864	0.038169	False
ENSG00000012232	EXTL3	False	0.8668731280380455	0.35149	False
ENSG00000012504	NR1H4	False	0.3215863196855787	0.49762	False
ENSG00000012660	ELOVL5	False	0.05563542398405693	0.166	False
ENSG00000012779	ALOX5	False	0.22041690816894657	0.36555	False
ENSG00000012822	CALCOCO1	False	0.014154064984334356	0.051219	False
ENSG00000012963	UBR7	True	0.5263263859069887	0.36933	False
ENSG00000013016	EHD3	False	0.08446822193640915	0.44623	False
ENSG00000013275	PSMC4	False	0.015577171845867072	0.055598	False
ENSG00000013288	MAN2B2	False	0.4787442895776123	0.075318	False
ENSG00000013293	SLC7A14	False	0.6246695507918407	0.31798	False
ENSG00000013306	SLC25A39	False	0.2622764521199975	0.22332	False
ENSG00000013364	MVP	False	0.7255563380565251	0.33557	False
ENSG00000013374	NUB1	False	0.41695764828826265	0.14525	False
ENSG00000013375	PGM3	False	0.03964061840627087	0.021313	False
ENSG00000013392	RWDD2A	False	0.03585007253729689	0.49725	False
ENSG00000013441	CLK1	False	0.029433342531551675	0.32792	False
ENSG00000013503	POLR3B	True	0.0013328925077256528	0.039191	False
ENSG00000013523	ANGEL1	False	0.08533946842992372	0.22995	False
ENSG00000013561	RNF14	False	0.22080329894028683	0.6203	False
ENSG00000013573	DDX11	False	0.01780049599382678	0.0065566	False
ENSG00000013583	HEBP1	False	0.03756657043061595	0.27629	False
ENSG00000013588	GPRC5A	False	0.014958146658940005	0.14667	False
ENSG00000013725	CD6	False	0.2622536234346554	0.14836	False
ENSG00000013810	TACC3	False	0.07582788965973683	0.56083	False
ENSG00000014123	UFL1	False	0.694789481859851	0.33372	False
ENSG00000014138	POLA2	False	0.5255423527904717		False
ENSG00000014164	ZC3H3	False	0.15319440886077748	0.17425	False
ENSG00000014216	CAPN1	False	0.1358761047362319	0.31317	False
ENSG00000014641	MDH1	True	0.376211037283405	0.46534	False
ENSG00000014824	SLC30A9	False	0.296785053937217	0.28025	False
ENSG00000014914	MTMR11	False	0.5156897856643858	0.039714	False
ENSG00000014919	COX15	True	0.6817634584260183	0.36081	False
ENSG00000015133	CCDC88C	True	0.25000983998873083	0.36381	False
ENSG00000015153	YAF2	False	0.024776576771168343	0.1485	False
ENSG00000015171	ZMYND11	True	0.018431254951923243	0.031212	False
ENSG00000015413	DPEP1	False	0.08332551635680648	0.29656	False
ENSG00000015475	BID	False	0.018834944474076756	0.31388	False
ENSG00000015520	NPC1L1	False	0.08706274921748766	0.40367	False
ENSG00000015532	XYLT2	False	0.4995446238037312	0.24464	False
ENSG00000015592	STMN4	False	0.34489096538812153	0.35091	False
ENSG00000015676	NUDCD3	False	0.09736321583276858	0.049538	False
