gene_id	gene_name	group	n_variants	p_constraint	p_gerp	p_pathogenicity	p_pLoF	p_missense	p_unified
ENSG00000001561	ENPP4	GGE	101	0.1484131037311741	0.9250194257573161	0.1434198459156858	0.7437370630543116	3.566197184608119e-05	0.16093108151012295
ENSG00000001561	ENPP4	NAFE	109	0.7921775229697098	0.45739227907732716	0.35315084993419044	0.0013900774450864848	0.7722978444470356	0.09391042525330497
ENSG00000001617	SEMA3F	DEE	180	0.5047478665030705	0.20500141102474964	0.054747943282842076	9.218926075877024e-05	0.007595303657875239	0.10228753460880963
ENSG00000001617	SEMA3F	EPI	238	0.7938000370767805	0.5642160771796798	0.5495351036365071	0.6733160344796048	0.3447767662399116	0.8705090738442969
ENSG00000001617	SEMA3F	GGE	192	0.41386648431010364	0.3578463769142429	0.3820870744175675	0.5705903594915533	0.024235198751792045	0.6080537713307496
ENSG00000001617	SEMA3F	NAFE	198	0.5030086938228344	0.3483359578551041	0.447777050141689	0.7021507760643416	0.07448622422571843	0.5820933351451298
ENSG00000001626	CFTR	DEE	362	0.4050684367130938	0.7556280571057977	0.7692561633861053	7.472726799554609e-10	4.815746203753118e-23	0.9287739103963523
ENSG00000001626	CFTR	EPI	456	0.1831000723713878	0.8824139319664243	0.859740406129996	0.18531970958406227	0.9109053653855411	0.6565313161522354
ENSG00000001626	CFTR	GGE	376	0.9509375782264569	0.9754896004055373	0.9611285884811086	0.007244826918347667	7.868394859150302e-06	0.9999880471728044
ENSG00000001626	CFTR	NAFE	393	0.8899794123702232	0.8971726178889017	0.8042108511310375	0.0006817990416482384	0.1589285641006689	0.617696318556439
ENSG00000001629	ANKIB1	DEE	155	0.23100055391794683	0.7416043650158797	0.243988880762219	0.005174103816879833	0.0002463369100707187	0.2943596054037976
ENSG00000001629	ANKIB1	EPI	202	0.6757417209782877	0.14431840846334834	0.5027969219288233	0.7964233048484979	0.3740269110187243	0.511671979278959
ENSG00000001629	ANKIB1	GGE	165	0.13240947717109638	0.09494359996548767	0.10915737337197907	0.33373126267621545	0.049301080829417775	0.13676486325439044
ENSG00000001629	ANKIB1	NAFE	171	0.4835311574822232	0.9623198724207882	0.10963675120785193	0.9201132002978365	0.09513989421791993	0.4753702670874079
ENSG00000001630	CYP51A1	DEE	68	0.7473934178869466	0.4177452043647123	1.460723487206791e-18	3.720152520855641e-09	1.036301380262276e-17	0.7194555402656515
ENSG00000001630	CYP51A1	EPI	103	0.5583122901159643	0.9110531826573676	0.051540411672453344	0.20787711243072532	0.0718371373214751	0.9108753753716953
ENSG00000001630	CYP51A1	GGE	77	0.2279423597783588	0.7294749817198053	2.7724350777310157e-05	0.05276430506812162	2.378920549501183e-08	0.6112917690189887
ENSG00000001630	CYP51A1	NAFE	81	0.6148542949658287	0.8192420640196476	0.000527864711965059	0.04615678105443693	0.00014145381016404852	0.8933215327621686
ENSG00000001631	KRIT1	DEE	20	0.7972415346521352	0.8338732318771005	0.6561213735621596		0.0005364784149019935	0.9355163574393309
ENSG00000001631	KRIT1	EPI	28	0.3443580608226805	0.2285071728631268	0.5488364008049871		0.9991366187184272	0.5245877010901296
ENSG00000001631	KRIT1	GGE	20	0.6294696877894057	0.1620962935207126	0.2780842748053659		0.24064276283306588	0.4129119391323906
ENSG00000001631	KRIT1	NAFE	22	0.5511447099091271	0.23296409696746628	0.5216314822795393		0.533202342198233	0.5765255532136679
ENSG00000002016	RAD52	DEE	100	0.22937290267170835	0.19671194857251392	0.9986547390255609	0.00022171040420505876	2.7079286945688058e-11	0.4625316808300908
ENSG00000002016	RAD52	EPI	142	0.921775603455595	0.5871217934868211	0.9415042155120483	0.6060336964236172	0.05712331759207982	0.8536900679442055
ENSG00000002016	RAD52	GGE	112	0.1264368729749828	0.9606718259751492	0.7012837407560906	0.00760868070565018	0.037686187455840174	0.45605779311365857
ENSG00000002016	RAD52	NAFE	114	0.4908504981372849	0.6948720707479075	0.5618824007896888	0.8089720615216827	0.024652611890495935	0.7628235567103897
ENSG00000002330	BAD	DEE	32	0.9722858871526948	0.7842805419077131	0.07306158085529894	0.10172357731155475	0.004623977410119915	0.45788212067170864
ENSG00000002330	BAD	EPI	37	0.3376805620787935	0.34057276552624316	0.0645568066451214	0.29016578250112535	0.4426064178592435	0.2652756954599162
ENSG00000002330	BAD	GGE	31	0.3725483036577629	0.13713013300002563	0.06811227189247324	0.050907486137531675	0.4994580009126336	0.15871416919745832
ENSG00000002330	BAD	NAFE	33	0.45453677385175584	0.6901108511741959	0.0865872916467115	0.8789804686962612	0.3413793120343175	0.5074792520862232
ENSG00000002549	LAP3	DEE	120	0.44134275277877133	0.12534888616193893	0.14424812893427497	0.0018421837959339835	5.57206807321781e-07	0.3597855046179842
ENSG00000002549	LAP3	EPI	160	0.891612789013988	0.33076683938678997	0.637629401872521	0.4039940790604052	0.23261067252954531	0.7031656154826832
ENSG00000002549	LAP3	GGE	129	0.7449836972243478	0.9512377532061573	0.17065123828933312	0.24322127711898608	0.033823280141434306	0.7185581970332633
ENSG00000002549	LAP3	NAFE	128	0.4521317874236467	0.12494287276372623	0.8099271210903408	0.6818057875683897	0.21073001805407224	0.5287613909757926
ENSG00000002587	HS3ST1	DEE	79	0.9322474149202193	0.6007169595582673	0.5173655412494951	0.04566820393077957	0.0029828904480034093	0.9580316354176791
ENSG00000002587	HS3ST1	EPI	92	0.3439610209596248	0.21190061037818264	0.3686586709767866	0.1862250388811252	0.1474499575118872	0.37530068924326726
ENSG00000002587	HS3ST1	GGE	81	0.029149962408587065	0.3785327351560769	0.6398834262300472	0.878983719158591	0.05312984678681618	0.18835165268635698
ENSG00000002587	HS3ST1	NAFE	83	0.8584018203602779	0.5988085272726453	0.4438744407937303	0.9303755467408176	0.17863150719460294	0.8962634965146375
ENSG00000002726	AOC1	DEE	224	0.7768996967409688	0.8370832175130316	0.06963956682196885	0.0001640947860922922	9.852391829156061e-15	0.4539088255198327
ENSG00000002726	AOC1	EPI	285	0.31189084804458184	0.7348103407004538	0.0151354278541295	0.7973863996372821	0.3657553861256141	0.17974928894048714
ENSG00000002726	AOC1	GGE	233	0.34043800888161513	0.5221489394433927	0.03630165045284242	0.004433629985557402	0.004430143535731246	0.17315128880192418
ENSG00000002726	AOC1	NAFE	248	0.894827368964493	0.4502707341786878	0.04418596553040982	0.16860247326016775	0.052186036987488506	0.3292579939517262
ENSG00000002745	WNT16	DEE	82	0.06184677289749364	0.7963471252038876	0.21512678296970575	0.02255428403129534	3.7690379193433984e-06	0.23325548886318626
ENSG00000002745	WNT16	EPI	118	0.46197648350481857	0.9357275653290076	0.41793869491621416	0.24676656503371908	0.7950363606118304	0.7829483454679577
ENSG00000002745	WNT16	GGE	92	0.19304339778433702	0.10431335440772078	0.675969398672488	0.0962221625749818	0.09493388600998368	0.2870338403551444
ENSG00000002745	WNT16	NAFE	96	0.7286032066553847	0.3276839955922325	0.8910879260599414	0.3590597012812887	0.30059561037857774	0.8727369141491003
ENSG00000002746	HECW1	DEE	312	0.10974378676009891	0.14193071909795565	0.4194431895853481	0.08988667475060962	0.00011037267811128402	0.19990173893143942
ENSG00000002746	HECW1	EPI	415	0.022466540874831412	0.46514910882989613	0.8213488952501189	0.634662892772683	0.303891568666167	0.16850478842375077
ENSG00000002746	HECW1	GGE	319	0.4811412712750215	0.9722745192757022	0.6706613293701937	0.5932654311129091	0.0499842269718929	0.9338624850153008
ENSG00000002746	HECW1	NAFE	348	0.0006618406065917615	0.22966966965185687	0.6770711362304174	0.6884838017423363	0.08077514539900842	0.006045040170954807
ENSG00000002822	MAD1L1	DEE	226	0.6465638717654766	0.7366225159462614	0.2897338381599304	0.0005668427177926869	1.7521601185721815e-15	0.6974886252225772
ENSG00000002822	MAD1L1	EPI	312	0.6334307122133451	0.7772147202997683	0.2769121158315884	0.2955609679326729	0.6527137697106008	0.7859191741297945
ENSG00000002822	MAD1L1	GGE	241	0.10786801337892869	0.7514149097685068	0.5012778122836407	0.0647440570987916	0.00014092651882264323	0.5377073939078261
ENSG00000002822	MAD1L1	NAFE	272	0.8339583400829323	0.8259620538906758	0.12459874904250119	0.007631491839980529	0.13930953223853124	0.4257767387344369
ENSG00000002834	LASP1	DEE	60	0.7690516619352911	0.005476629704850369	0.7091789911717449	0.0016715415096266828	1.8871013752944794e-07	0.05602643498522049
ENSG00000002834	LASP1	EPI	70	0.47205675530543545	0.13221668277726817	0.8108153188106046	0.1395773535102603	0.1039749560573557	0.26110776152485815
ENSG00000002834	LASP1	GGE	59	0.9062900511050667	0.9806998186032443	0.6932835656361716	0.6002411293200605	0.0034123108692562564	0.9320172365205796
ENSG00000002834	LASP1	NAFE	65	0.27155400451264505	0.8058353577533647	0.6815618435829414	0.6202143237718973	0.021656630753506854	0.5941897761289128
ENSG00000002919	SNX11	DEE	52	0.7994324999066162	0.27646529124205044	0.8993379050561802	0.16248940132145	0.0017980279339558512	0.8655947572405356
ENSG00000002919	SNX11	EPI	74	0.8797003740958522	0.2583641917775534	0.7350614767458132	0.14334744735844687	0.5094862682520755	0.6197965699330672
ENSG00000002919	SNX11	GGE	55	0.3735701160821834	0.9718008690673043	0.39132462674120816	0.0028643171053940038	0.8188239443029337	0.2697851727919613
ENSG00000002919	SNX11	NAFE	63	0.8668704953977333	0.8149075935585018	0.2607481440027671	0.0718533128974413	0.615009072403395	0.5747926430924566
ENSG00000002933	TMEM176A	DEE	51	0.9295741867957164	0.1385353385101654	0.6977333392850182	0.005577470991987503	2.907191579977029e-06	0.6690212067292697
ENSG00000002933	TMEM176A	EPI	66	0.8627879957405715	0.2181044295157084	0.7652931373171932	0.40061750616547454	0.9851560188161552	0.6934060124917398
ENSG00000002933	TMEM176A	GGE	54	0.8980920776401943	0.5317994593222108	0.95082999301314	0.06679699729412986	0.15365995098240529	0.9348501808824383
ENSG00000002933	TMEM176A	NAFE	59	0.767267931430381	0.3855739390869568	0.29156482520178634	0.026020982481107173	0.9120023324914737	0.32822273259284984
ENSG00000003056	M6PR	DEE	52	0.557449014303494	4.469607597487704e-05	0.36327645021125254	0.002732133962362739	1.566737561364357e-08	0.001185734673108738
ENSG00000003056	M6PR	EPI	71	0.3194207578941666	0.07363752866178795	0.09134556383942197	0.10480674282356356	0.03895249082184319	0.03446724706646588
ENSG00000003056	M6PR	GGE	55	0.7480806503987145	0.7123088632875337	0.21268446364089819	0.9241514474673718	0.007169733936775648	0.5289515098600908
ENSG00000003056	M6PR	NAFE	62	0.4021933206119225	0.15035450992927224	0.029739939964091636	0.497828140212239	0.022335728978787776	0.05625421817840274
ENSG00000003137	CYP26B1	DEE	120	0.718236495890938	0.35937088422307506	0.2808803060814261	0.9955872618283269	0.9199157111547323	0.8147488852446751
ENSG00000003137	CYP26B1	EPI	143	0.5017309441696971	0.3397704366885196	0.8509582915844438	0.6061663890585749	0.46578919128381013	0.8456712900006884
ENSG00000003137	CYP26B1	GGE	123	0.13104436443329545	0.19018878786841173	0.5679559987118381	0.7149125233401443	0.8477372661568587	0.48795161307555845
ENSG00000003137	CYP26B1	NAFE	131	0.5664263030064469	0.3811396469922591	0.5504029723890471	0.7455110999438761	0.6862783452869479	0.9051838277534622
ENSG00000003147	ICA1	DEE	80	0.03305067337808469	0.06232172535209673	0.21040449523209057	0.2456750389780182	0.03850478342598133	0.07205540783980191
ENSG00000003147	ICA1	EPI	104	0.45091920850546696	0.7169375972110036	0.8676202644001416	0.5638492044580952	0.41763204532567955	0.8787031374044185
ENSG00000003147	ICA1	GGE	88	0.15195111152094054	0.7594108452664913	0.6893145021303944	0.828034714717167	0.24796636505958414	0.6733138189361482
ENSG00000003147	ICA1	NAFE	92	0.6352610795229334	0.9468040226338704	0.34105562873618445	0.895869638470566	0.29567850858109884	0.8667737693746723
ENSG00000003249	DBNDD1	DEE	46	0.7998987613460842	0.7180406258428405	0.7362930263203957	0.004229075918973129	0.00010971656162840979	0.9908210175956779
ENSG00000003249	DBNDD1	EPI	58	0.32729469332408534	0.592721320870374	0.5111205433129307	0.8375974694711659	0.49143367049355546	0.7317899943362749
ENSG00000003249	DBNDD1	GGE	46	0.931059918285355	0.40733222717327844	0.22550880271257842	0.21199074458623204	0.03709520354644506	0.7565945588005767
ENSG00000003249	DBNDD1	NAFE	56	0.16957549367018634	0.7134734579632249	0.25951078973595554	0.6492599565080417	0.17972851290944752	0.44279773352397533
ENSG00000003393	ALS2	DEE	335	0.005341164833726472	0.8452781625559469	0.9994849457450347	1.2558193511021807e-06	3.987738180413531e-20	0.09490846172817874
ENSG00000003393	ALS2	EPI	432	0.2822189998671138	0.9011163958441891	0.9756015627159605	0.8183669578048964	0.34449563448614595	0.8719593264887042
ENSG00000003393	ALS2	GGE	349	0.9724595467294213	0.4223229229648403	0.6881151922200164	0.01766465809043281	3.9949789928386584e-05	0.919323668007014
ENSG00000003393	ALS2	NAFE	363	0.5706928637042952	0.5444600665563206	0.3930986615599109	0.040460125415809296	0.10945857142975805	0.778172795810412
ENSG00000003400	CASP10	DEE	128	0.010804894786724082	0.632152751860673	0.08148393061213263	1.7377832885141876e-07	3.621599551960399e-14	0.025552548747611877
ENSG00000003400	CASP10	EPI	161	0.11277792549349552	0.9866202179084294	0.7221873095083506	0.1634420160459725	0.02205664285250372	0.263269492658141
ENSG00000003400	CASP10	GGE	133	0.9643638595689137	0.2961200981278687	0.4313648588726563	0.23106416332817387	1.188647222106449e-05	0.5889809063246676
ENSG00000003400	CASP10	NAFE	141	0.7005112883505844	0.8656167564572348	0.8785469829789695	0.948795165834826	0.001346817492978445	0.7808676309558221
ENSG00000003402	CFLAR	DEE	52	0.026335920083616304	0.2939929762847898	0.26640715643231316	0.12774988457348188	0.03616020682681585	0.12788689997590183
ENSG00000003402	CFLAR	EPI	74	0.818118846810316	0.7171116782094793	0.8528423509152704	0.37889430926985845	0.7255330101511596	0.9436463266025317
ENSG00000003402	CFLAR	GGE	57	0.7686206676019219	0.5176267947047157	0.5846455737725297	0.7926892501315582	0.217441413821658	0.9350399644769265
ENSG00000003402	CFLAR	NAFE	64	0.34809510550434153	0.9861218067442747	0.2259265565733505	0.09717281224219783	0.6153532167187861	0.4025210762477799
ENSG00000003436	TFPI	DEE	30	0.028568718614360184	0.09709046493074583	0.010290328781358032	0.03705639353591669	0.01844297639501014	0.07058327954865408
ENSG00000003436	TFPI	EPI	39	0.40867059180585197	0.41759006673414345	0.5576843596301178	0.7679727214031351	0.6080127939935684	0.6587211468153744
ENSG00000003436	TFPI	GGE	31	0.007100982294240163	0.7853025475533503	0.05866534127577041	0.00910925940733464	0.8126405343116005	0.04959023550597389
ENSG00000003436	TFPI	NAFE	32	0.43382554743369073	0.0871275817048571	0.19303860140698553	0.541575980585865	0.19110018297698045	0.19903172620511714
ENSG00000003509	NDUFAF7	DEE	128	0.9863216566678201	0.6521972649861083	0.46712108450245815	1.337086026017128e-06	1.431496695062949e-14	0.9140165409578004
ENSG00000003509	NDUFAF7	EPI	174	0.8222368028833251	0.3951721018394224	0.8500565168552616	0.740255858997026	0.11111041737753463	0.833781010469768
ENSG00000003509	NDUFAF7	GGE	141	0.909530368854901	0.8259773827004209	0.27009845977752933	0.10263855145307407	0.00014694270878925957	0.8038769547518257
ENSG00000003509	NDUFAF7	NAFE	149	0.4557730873909015	0.6973610380441385	0.8588246150878326	0.8369983264885941	0.0010002088601203836	0.7000363045100938
ENSG00000003756	RBM5	DEE	104	0.7795182785301666	0.025613712146658068	0.489367089539009	0.00014398120292957015	0.0028780268041444187	0.09205875511736997
ENSG00000003756	RBM5	EPI	129	0.662860576735782	0.0009662374179326802	0.5116418577698811	0.4930835191091366	0.8566724483133915	0.020120093065978065
ENSG00000003756	RBM5	GGE	106	0.6851172531998124	0.3798288280364476	0.4678572260218057	0.9492429091674542	0.03529228182494744	0.7790252707025749
ENSG00000003756	RBM5	NAFE	113	0.7101400416334553	0.2145437167562213	0.9123088846508831	0.3897936262421341	0.4260119915393513	0.7511847067064638
ENSG00000003987	MTMR7	DEE	209	0.6885294673632313	0.10229265536666947	0.7438420082464825	4.4126989802190865e-07	3.930484613206294e-09	0.30727433058462883
ENSG00000003987	MTMR7	EPI	284	0.36258231788893547	0.7191480334779332	0.7738832564924985	0.17874155858221652	0.9394475378258935	0.8081499366905657
ENSG00000003987	MTMR7	GGE	228	0.8305942551139442	0.49124117632395436	0.47078617506431053	0.003910297606282888	0.04082680829298216	0.5902210919688895
ENSG00000003987	MTMR7	NAFE	244	0.23250563591667953	0.5244549869570808	0.685825633618137	0.014590113825502517	0.20694547084035925	0.5912716335800319
ENSG00000003989	SLC7A2	DEE	198	0.6994718514963885	0.8492074842787067	0.18353091303947325	2.6844142462205768e-05	3.7044702200024594e-05	0.40180949640686775
ENSG00000003989	SLC7A2	EPI	264	0.44476394722704804	0.6976656994016566	0.839388986920662	0.2692949391758632	0.896708467582525	0.8388746367158842
ENSG00000003989	SLC7A2	GGE	212	0.6437642282471956	0.41294481966984453	0.3068450162081393	0.09830808290031354	0.11137820563385956	0.7364428586939988
ENSG00000003989	SLC7A2	NAFE	220	0.25039977975681926	0.653054430335432	0.580710869913339	0.029918326390931865	0.7387969387225004	0.4338858507549056
ENSG00000004059	ARF5	DEE	28	0.914097037961533	0.7746449484174899	0.39714367795168304	0.015516692438804549	0.004365056266170065	0.8978249215443379
ENSG00000004059	ARF5	EPI	35	0.6824844275441833	0.3139949294167095	0.21923371949961096	0.6676361499417204	0.9089565576682799	0.5368103231902432
ENSG00000004059	ARF5	GGE	30	0.661805270442825	0.36809412708559175	0.10834540124714012	0.5472082566136112	0.839134172821317	0.5085058830444829
ENSG00000004059	ARF5	NAFE	33	0.806763367627811	0.4110149993228648	0.10600835938974176	0.9630841394997061	0.7803722743021267	0.46121450386066454
ENSG00000004139	SARM1	DEE	123	0.008997651809397853	0.1990935475236784	0.0563098196913123	2.9707884512714076e-07	0.0018478478136175554	0.003062757551969414
ENSG00000004139	SARM1	EPI	157	0.13606759334353297	0.21994341986703164	0.06803235494674494	0.06298507012209396	0.13741863198775373	0.030358706683451146
ENSG00000004139	SARM1	GGE	123	0.18301948151861472	0.7965535834052762	0.0007805689781740703	0.004150155948364099	0.6434032484267995	0.00548425764132238
ENSG00000004139	SARM1	NAFE	128	0.77129561964419	0.05070276429261552	0.8632629408293715	0.12444133588307006	0.37030824628791115	0.2879202550099598
ENSG00000004142	POLDIP2	DEE	50	0.981143745703293	0.8560956801240395	0.7740142964030832	0.017478942646119152	0.00021805336713097152	0.9976955011674257
ENSG00000004142	POLDIP2	EPI	66	0.19452752085728717	0.1675943820008357	0.27164540128393644	0.5025931438875297	0.8698693931769872	0.2997602702824496
ENSG00000004142	POLDIP2	GGE	52	0.5905643324329442	0.7247596138449885	0.25551741107687503	0.8082804348036756	0.025854784531094584	0.7386586549685578
ENSG00000004142	POLDIP2	NAFE	58	0.34391851162199727	0.6248287141990589	0.4113702848580142	0.6772011040697485	0.2798202517753567	0.6587501424859674
ENSG00000004399	PLXND1	DEE	331	0.012924778799767687	0.3720517301272789	0.1884537680576454	1.2536281082443718e-06	6.445406059315125e-06	0.008415768860564552
ENSG00000004399	PLXND1	EPI	446	0.22305079575177122	0.353120542200947	0.9644438163651088	0.49242357313047924	0.5360360093532499	0.6330069936325471
ENSG00000004399	PLXND1	GGE	350	0.2093236091415727	0.07235653412101833	0.3022582942954637	0.022958090268312387	0.021189293360132186	0.1734712084316382
ENSG00000004399	PLXND1	NAFE	373	0.5744728484439348	0.7714288016876254	0.7575758723262143	0.955903820318107	0.010931173648086979	0.8463191619320952
ENSG00000004455	AK2	DEE	66	0.8047318372971985	0.829793356190535	0.2609057777549953	0.4764727590785268	2.963033874872033e-07	0.1879125925085511
ENSG00000004455	AK2	EPI	75	0.9959973234852004	0.7840672893807007	0.4632576240166729	0.5654630998717505	0.6396666821523214	0.890918286821917
ENSG00000004455	AK2	GGE	68	0.9849853087897857	0.12650576125350957	0.12587707381491056	0.12082462699246867	0.6043889569894925	0.31212852283664894
ENSG00000004455	AK2	NAFE	73	0.6856853170444219	0.5936507110606564	0.7784221125747062	0.8468666593509835	0.014670150547169313	0.8100697512345553
ENSG00000004468	CD38	DEE	49	0.3091478262718141	0.631375351804312	0.9746326550525569	0.0035581444907030937	0.00020484330419412805	0.8604074997455358
ENSG00000004468	CD38	EPI	63	0.09516020479019228	0.3003592098547498	0.9672849725391373	0.40468666775441187	0.794803209397016	0.3681683169417418
ENSG00000004468	CD38	GGE	51	0.03213887430677376	0.22459291980290683	0.9887113716886415	0.027640661749137985	0.3832666496241831	0.11700485093065965
ENSG00000004468	CD38	NAFE	55	0.17113508212017942	0.6715642370518791	0.6121018065170731	0.10811095974510584	0.19491280211408207	0.6189808594358732
ENSG00000004478	FKBP4	DEE	88	0.9876109589922966	0.8704502350025793	0.17720719398646587	0.07311194603277496	3.6894139546394625e-05	0.7327567379685589
ENSG00000004478	FKBP4	EPI	117	0.2943849987524242	0.9636027342968813	0.7257327749411355	0.5341796663288547	0.831560085566717	0.8380811193252549
ENSG00000004478	FKBP4	GGE	95	0.31744742435025963	0.030568211728377547	0.6658422455149129	0.23237313738780185	0.2841160238992247	0.14159605783270324
ENSG00000004478	FKBP4	NAFE	107	0.24605600210590511	0.4479637458218858	0.698914835894296	0.17053093178788456	0.5034271050136765	0.6919708739470256
