gene_id	gene_name	group	n_variants	p_gerp	p_pathogenicity	p_pLoF	p_missense	p_unified	p_constraint
ENSG00000153147	SMARCA5	DEE	58	0.871949350748283	0.7951932068481218	0.17711819064157178	0.014262631141109311	0.998016131484454	0.8992993141592984
ENSG00000153147	SMARCA5	EPI	72	0.8710375759969917	0.41363387668562235	0.5061911867433847	0.4838269218508352	0.8704508509196809	0.8007742929229549
ENSG00000153147	SMARCA5	GGE	58	0.4091126554012243	0.3517778787367023	0.6484192063734405	0.2658586667306484	0.8209370297166156	0.9508050830321397
ENSG00000153147	SMARCA5	NAFE	68	0.9674259341132778	0.4692682725921197	0.8348959217201375	0.29845570910694275	0.8282272010781224	0.40509405753629824
ENSG00000153157	SYCP2L	DEE	148	0.9102627362696204	0.015905746517129726	5.1614868641216045e-06	1.2913837517113745e-14	0.014200269655513298	0.008179757123349144
ENSG00000153157	SYCP2L	EPI	204	0.3227557156892247	0.129593325143813	0.8308802354403604	0.5288843645757332	0.5144990786594097	0.5903238144505136
ENSG00000153157	SYCP2L	GGE	161	0.5749280600660555	0.27244968124151203	0.7821151895410346	7.311788491209716e-06	0.5364700896195129	0.8503775544300349
ENSG00000153157	SYCP2L	NAFE	165	0.8322711744730502	0.6841791210890201	0.12816928718016868	0.10417541596684969	0.9554983254403928	0.5370434978430974
ENSG00000153162	BMP6	DEE	145	0.3734427884601488	0.7470335101306833	0.15742352971173268	0.012336730214258821	0.9125330430660891	0.893382009328205
ENSG00000153162	BMP6	EPI	178	0.29368285826462465	0.7262894022930422	0.7494593033172162	0.928222724353985	0.3330198661681654	0.1291734907676422
ENSG00000153162	BMP6	GGE	150	0.0053123634694827275	0.9897761091675383	0.959482276926122	0.21310479780894434	0.031749754426683256	0.1814083902876839
ENSG00000153162	BMP6	NAFE	163	0.5415815006801612	0.8920738371093666	0.2211182262755787	0.944542131801501	0.39371582068025807	0.09334947783308092
ENSG00000153165	RGPD3	DEE	433	0.7391836825633511	0.6293646524726	1.2389547721237128e-11	2.598094383633762e-32	0.7326632206509944	0.2469801739758893
ENSG00000153165	RGPD3	EPI	564	0.1476643497908367	0.8174644939130745	0.010818806844129891	0.9946162559386568	0.28320056176261266	0.5046169344980089
ENSG00000153165	RGPD3	GGE	453	0.060045809746146525	0.4197945621938617	2.5703064776508296e-05	7.705179830441906e-07	0.1628207131182367	0.11675933458448927
ENSG00000153165	RGPD3	NAFE	483	0.8822418228041636	0.25236559850799584	0.0005509936730102886	0.08263679834031239	0.4387703025054288	0.8165279499494482
ENSG00000153179	RASSF3	DEE	44	0.20603941206965934	0.6164214188190267	0.24327456815633075	0.04727823437557393	0.765272274255768	0.7351026556432338
ENSG00000153179	RASSF3	EPI	53	0.6610143610229393	0.014219562921688376	0.3921662055559223	0.8271052173932325	0.11986761587489694	0.9064776020119274
ENSG00000153179	RASSF3	GGE	47	0.5214767899512758	0.13860779826541839	0.031081534888110635	0.8889807623530741	0.27598074969344943	0.8129903755951546
ENSG00000153179	RASSF3	NAFE	48	0.6263145900870465	0.11230937980757723	0.15449183925840007	0.8993144185463591	0.35458068325495173	0.9110426044706936
ENSG00000153187	HNRNPU	DEE	105	0.31760970312186243	0.6943819878444824	0.0043244737870643596	0.08622964897143384	0.2609926259417476	0.09998544338342619
ENSG00000153187	HNRNPU	EPI	143	0.1133589869290233	0.5148927083978468	0.07104399233835446	0.09976503501115563	0.06620895501661421	0.18331545027636695
ENSG00000153187	HNRNPU	GGE	112	0.20621052983308624	0.3640409317695287	0.4256731248486235	0.033094694485174034	0.3407142413042855	0.9648681229625218
ENSG00000153187	HNRNPU	NAFE	113	0.2130489699332127	0.52607938562479	0.28242605663478454	0.08752924833010339	0.4382517313822132	0.7493162198037941
ENSG00000153201	RANBP2	DEE	688	0.02076296113645652	0.7698477836483812	0.049706907114054455	1.4411091317143324e-07	0.16939762387688795	0.5926046728788238
ENSG00000153201	RANBP2	EPI	913	0.7461625158815148	0.06278179373474442	0.18514316275672923	0.7786522878565217	0.3496354646512615	0.6923095744760007
ENSG00000153201	RANBP2	GGE	731	0.09450663803895763	0.14631561693309722	0.23454160318605452	0.030505577009530455	0.16621309695952202	0.597658578899908
ENSG00000153201	RANBP2	NAFE	769	0.2092362960720103	0.06703780733385044	0.2395012659938337	0.33083102534521847	0.16121411324819815	0.18503902600762676
ENSG00000153207	AHCTF1	DEE	468	0.5887343853472042	0.41432407568467067	0.03215962039517057	5.017487050163421e-05	0.9175347076211777	0.8325300785896028
ENSG00000153207	AHCTF1	EPI	605	0.24855847417167748	0.7560033553091284	0.3714764392450125	0.8472329913190684	0.7424164927376549	0.8241320134479067
ENSG00000153207	AHCTF1	GGE	491	0.3787482453072295	0.8212105597774186	0.6472146265268519	0.03243336976683478	0.37333114384763794	0.0718656887358453
ENSG00000153207	AHCTF1	NAFE	512	0.06694474290537558	0.1975819603299605	0.07048566847280824	0.9531054364253413	0.18731506778785825	0.6067658319174414
ENSG00000153208	MERTK	DEE	220	0.8322827527300718	0.6566255109357394	0.0025079555708403334	2.7389926164767428e-15	0.48622561600538095	0.10799980670610869
ENSG00000153208	MERTK	EPI	276	0.15498074566304568	0.7199262706583222	0.9838705968248571	0.485646559923128	0.22301461709360343	0.057258482992535505
ENSG00000153208	MERTK	GGE	233	0.04982183321060391	0.8688695307747518	0.3193620723991199	0.00023606763461641849	0.29529217141429615	0.5681975866802871
ENSG00000153208	MERTK	NAFE	248	0.9953355349580736	0.47349106624644965	0.10261776562406055	0.1048123283152144	0.2916268870088771	0.054773001211962165
ENSG00000153214	TMEM87B	DEE	83	0.49044170021446754	0.5127522453087017	0.0012672950325014409	0.0001061729049544572	0.8408631314480427	0.9141294838276979
ENSG00000153214	TMEM87B	EPI	109	0.8440218784375659	0.09862423726527533	0.006388630525554076	0.5440132891018712	0.10468964012722638	0.8988217924407199
ENSG00000153214	TMEM87B	GGE	89	0.3068632747130074	0.581398901241424	0.09314093785314566	0.0781533079317479	0.6755171487028153	0.29431026901173224
ENSG00000153214	TMEM87B	NAFE	91	0.6387644947850388	0.11537644432510576	0.003945133109622793	0.3079632463401061	0.18735981424987397	0.8287657442039215
ENSG00000153233	PTPRR	DEE	150	0.008037735503742316	0.4998967699273893	1.422388104180284e-06	0.0011475068457515772	0.0041994603214216535	0.2762015239048267
ENSG00000153233	PTPRR	EPI	184	0.008977172624873025	0.40019044835347717	0.3133140572363995	0.9012582029632675	0.09834578416375021	0.9962127887313394
ENSG00000153233	PTPRR	GGE	150	0.004982448173941245	0.10862471264661444	0.25752682978266034	0.05067419630704133	0.04877727740971787	0.7831905677730808
ENSG00000153233	PTPRR	NAFE	158	0.07981629933325411	0.4143472769654034	0.14760894214817027	0.47202635381807745	0.3261782392191049	0.6363159949795052
ENSG00000153234	NR4A2	DEE	81	0.5340655012234483	0.45911804474441753		2.1600437872712696e-20	0.7683865657490568	0.9544882160357356
ENSG00000153234	NR4A2	EPI	107	0.22002398117088853	0.11290349785477964		0.16759313376552235	0.10261017326405034	0.3728726072730192
ENSG00000153234	NR4A2	GGE	81	0.2500359438971891	0.7910487069110941		2.1066499454099103e-08	0.7055147484532438	0.8175659214600731
ENSG00000153234	NR4A2	NAFE	92	0.8047099092589748	0.012347577755927108		0.04584755826861187	0.05960138392737543	0.3536345099088908
ENSG00000153237	CCDC148	DEE	125	0.8408825137708182	0.023175376851647684	4.278068119784998e-06	7.518518119246961e-13	0.24324626614217243	0.8181433311688389
ENSG00000153237	CCDC148	EPI	152	0.2156778013462829	0.2052327475711195	0.6434857294801102	0.15128040166385345	0.23976456829573997	0.22546658965534597
ENSG00000153237	CCDC148	GGE	130	0.09690883965939578	0.11999637072704739	0.19454526157995386	2.408514018141878e-05	0.212634083546384	0.5933109718406353
ENSG00000153237	CCDC148	NAFE	140	0.6475734326913276	0.9392938908039178	0.38438435996499665	0.020787329906955004	0.19824081622940012	0.02154676893529496
ENSG00000153246	PLA2R1	DEE	260	0.5825715075084831	0.9588585336809912	2.0439899120278603e-11	9.775981517815883e-20	0.732801961105957	0.2713381318021566
ENSG00000153246	PLA2R1	EPI	347	0.4806784282258487	0.7415912004012567	0.4697519078920327	0.3444960506116288	0.9401341997150607	0.6626884224183086
ENSG00000153246	PLA2R1	GGE	279	0.3311910177923407	0.7656505690358393	0.0013353128207030168	1.7045616448151064e-05	0.8498122208731178	0.647138983385645
ENSG00000153246	PLA2R1	NAFE	287	0.7594206555497858	0.8218012741882694	0.2493581280111427	0.005016262968976845	0.9338330765854667	0.47195444452348445
ENSG00000153250	RBMS1	DEE	57	0.3001978331310543	0.35769578878508657		1.0489853172870513e-17	0.6650295322070561	0.8832176332900377
ENSG00000153250	RBMS1	EPI	85	0.9928961717070179	0.09764009598996089	0.2367328640389244	0.34014216158162813	0.4060850095219905	0.920849318556198
ENSG00000153250	RBMS1	GGE	64	0.24010332360838915	0.07080772808697462		0.0007625422256528476	0.2748061562870317	0.8284856030423834
ENSG00000153250	RBMS1	NAFE	70	0.831209700738028	0.1565546639883779	0.06660413951878849	0.2963126888516043	0.3285047609114255	0.7719143704412765
ENSG00000153253	SCN3A	DEE	484	0.2890314258335582	0.21997006581910675	4.42323178809664e-07	4.449891285404784e-12	0.39720972051571096	0.7287092264030808
ENSG00000153253	SCN3A	EPI	655	0.2705636252820221	0.21153003067527096	0.9031987714996715	0.3899548089764995	0.4283870084882836	0.37817701536399695
ENSG00000153253	SCN3A	GGE	515	0.085791877929492	0.9644069587603267	0.13564787208748652	0.002590025727909205	0.4708773934092009	0.4714076471518195
ENSG00000153253	SCN3A	NAFE	560	0.13859598404069579	0.5449624371119828	0.19118179275658834	0.07075584113043815	0.5001717600995634	0.40495264504180606
ENSG00000153266	FEZF2	DEE	47	0.1787756351582486	0.532945755799532	0.05560063783729799	0.0021541214028567355	0.5839543923327396	0.7301465894094004
ENSG00000153266	FEZF2	EPI	59	0.07036816953922678	0.318852556072184	0.8101323129540605	0.5748961304174802	0.07759811047534833	0.06438218127783987
ENSG00000153266	FEZF2	GGE	50	0.9016078897451464	0.7448936282663756	0.6338918714499242	0.3199141994793483	0.994296907220247	0.7799740276241465
ENSG00000153266	FEZF2	NAFE	54	0.027408285544628704	0.6456006430537546	0.7624910584048908	0.3941533618814894	0.2093609770109319	0.9995479544676922
ENSG00000153283	CD96	DEE	102	0.03936539968788105	0.885449849674842	9.37297362433553e-09	3.266657160981578e-06	0.05972557369087405	0.664023174639534
ENSG00000153283	CD96	EPI	120	0.23102555970345634	0.8523104087513518	0.119013340051794	0.4685638539551107	0.4937369327549357	0.711864214999318
ENSG00000153283	CD96	GGE	106	0.8585924959390663	0.22277648700397498	0.027929479979229285	0.010100523407526213	0.7418981055559164	0.5941972572415102
ENSG00000153283	CD96	NAFE	108	0.8061944534599292	0.27520087920009	0.048256710595736566	0.44471424032728224	0.5257907270395861	0.35251372968853567
ENSG00000153291	SLC25A27	DEE	53	0.3506704053345685	0.4629120866456107	2.597916869820503e-05	0.006025703625803187	0.018053809049334433	0.0502955051035409
ENSG00000153291	SLC25A27	EPI	71	0.9726404040942233	0.6462346247039138	0.4501644647026628	0.8208235838916942	0.6404444947717428	0.20821807885929725
ENSG00000153291	SLC25A27	GGE	56	0.3955463679984348	0.5949704775804482	0.1044276862389642	0.06938822445905782	0.7976231897117935	0.46176386363888644
ENSG00000153291	SLC25A27	NAFE	56	0.42935205334114857	0.8611278152897391	0.5970210349507823	0.057670659714676595	0.5100381333870201	0.20789472520364813
ENSG00000153292	ADGRF1	DEE	209	0.45015453659160887	0.27941025390736945	9.711773557963105e-09	1.1746992412577219e-14	0.5770325562508526	0.47319069090500043
ENSG00000153292	ADGRF1	EPI	284	0.2819742974690235	0.07003163586367929	0.30816489880815695	0.4760312544753972	0.38128510815436384	0.6956660034431754
ENSG00000153292	ADGRF1	GGE	216	0.12395227256083985	0.1392643738639955	5.552410711707673e-05	0.01168771022624837	0.09699392205368806	0.48016348815284393
ENSG00000153292	ADGRF1	NAFE	239	0.28921797885112693	0.04458775259479816	0.33309838486709165	0.005658094104385081	0.24865397805014974	0.39894324197030495
ENSG00000153294	ADGRF4	DEE	159	0.726995695547646	0.20075776563377667	2.9969865092688033e-06	2.507312063222858e-09	0.6184905362894413	0.7802289776698477
ENSG00000153294	ADGRF4	EPI	218	0.6654385711220794	0.7142107596378134	0.4961843030065012	0.43594155642626176	0.9883913436360312	0.9982704128673138
ENSG00000153294	ADGRF4	GGE	166	0.09397240084106596	0.5622973384887299	0.004780220136201298	0.007301460381305204	0.31959068831187926	0.4094824493576644
ENSG00000153294	ADGRF4	NAFE	184	0.19577611509739162	0.13517715431316962	0.3594765811324915	0.039496766767713576	0.3535902346328682	0.2189236169351847
ENSG00000153303	FRMD1	DEE	144	0.6781013673626309	0.6530727122694022	0.05518911737937805	3.932215730369019e-11	0.6759523707078459	0.8040980437301498
ENSG00000153303	FRMD1	EPI	172	0.96180618006522	0.4901127183743945	0.3559583537480867	0.8319713005949014	0.9278881551197891	0.7738087231644377
ENSG00000153303	FRMD1	GGE	142	0.33553696362482843	0.15801317075093255	0.1814128833698446	0.01076439209882332	0.6168826373494904	0.7905396381380285
ENSG00000153303	FRMD1	NAFE	161	0.1868078551576909	0.4379514294903284	0.14133379208722005	0.24953075560380378	0.569360662638707	0.60279665016021
ENSG00000153310	CYRIB	DEE	10	0.5256587216254254	0.7075797670542034	0.4619858445002394	0.04836112435625029	0.8338014339689755	0.6186530803473789
ENSG00000153310	CYRIB	EPI	17	0.1642940773465785	0.7288912412431855	0.7021064987486203	0.09897247868563333	0.49367984267507325	0.600744954438045
ENSG00000153310	CYRIB	GGE	12	0.5173162471686514	0.3533902642845246	0.7291102688138693	0.12176285503368464	0.6590639434002077	0.7564152349911101
ENSG00000153310	CYRIB	NAFE	14	0.1549884962553179	0.6781207385286472	0.782657525787449	0.14438828268900078	0.43249352653531875	0.745661035536801
ENSG00000153317	ASAP1	DEE	147	0.6951881865508038	0.881811159036409	1.82755501251864e-05	0.07336935055184274	0.27492862648206434	0.8262945798408649
ENSG00000153317	ASAP1	EPI	187	0.2309203629885758	0.6510166112892815	0.35530494759269204	0.8406516715241722	0.6779069018851223	0.7057589615272023
ENSG00000153317	ASAP1	GGE	150	0.05682065340422104	0.5446440413841056	0.900004905478563	0.023592127890785703	0.29403093306820843	0.48494672833232766
ENSG00000153317	ASAP1	NAFE	152	0.9344523949072141	0.4811688798600847	0.800713149704968	0.0990171378217566	0.9088888180569211	0.8644728243143711
ENSG00000153339	TRAPPC8	DEE	204	0.2990757180099112	0.4321298506950946	2.4568917281849027e-10	0.00017887735234475065	0.03764329063085659	0.882161063402064
ENSG00000153339	TRAPPC8	EPI	283	0.05422649069410256	0.06906807167760612	0.20014458869896706	0.28715262720195356	0.02270585025829376	0.09438877483419901
ENSG00000153339	TRAPPC8	GGE	223	0.43521900545887104	0.0306074568461604	0.018235794338235252	0.09266746327739055	0.11365065106979264	0.28051996180721206
ENSG00000153339	TRAPPC8	NAFE	229	0.009370072756928036	0.11685768240093324	0.1476461784057824	0.6138514397574177	0.0003465793262573858	0.0019673496958332163
ENSG00000153347	FAM81B	DEE	102	0.9434366838262049	0.7253948553070639	2.704626230631128e-05	1.2436316743624434e-11	0.9924256339177626	0.8191451074482023
ENSG00000153347	FAM81B	EPI	139	0.4430532651812058	0.13468800640531448	0.07703858605950702	0.7543330591896572	0.3873806078855806	0.8222845235196706
ENSG00000153347	FAM81B	GGE	103	0.2759372537973961	0.004329636281028073	3.545729323547523e-06	0.720506388688104	0.002960168143748239	0.8537289039630448
ENSG00000153347	FAM81B	NAFE	123	0.5076398993234399	0.18254044643719824	0.01649441567474895	0.3770615287789101	0.44798341538670794	0.5494397397259818
ENSG00000153391	INO80C	DEE	31	0.29936040905027306	0.6459931990483826	1.832934067254748e-05	0.633661150270804	0.03981626150884073	0.7034566908821931
ENSG00000153391	INO80C	EPI	41	0.2629761319654486	0.09999536295890797	0.026878010431225924	0.06861384619504637	0.0197974923664746	0.03428737289775026
ENSG00000153391	INO80C	GGE	33	0.9868407546553566	0.20903473400809366	0.012188189051414944	0.6086800647728497	0.20031540950033852	0.9429548729632447
ENSG00000153391	INO80C	NAFE	38	0.798039667150344	0.1733012714220743	0.1363486262646815	0.7763819619919827	0.03706594285208826	0.0074920796913066235
ENSG00000153395	LPCAT1	DEE	124	0.37947553145059876	0.43652192128924006	0.03862769230375369	0.0054953926307463345	0.8257372385256396	0.6313348870823285
ENSG00000153395	LPCAT1	EPI	161	0.46866114493188615	0.6483510302388977	0.4160619083546072	0.2863017422343646	0.6376021353852124	0.3233376177876235
ENSG00000153395	LPCAT1	GGE	124	0.4410381460804994	0.9025605555506655	0.42366695526168785	0.19592150931302854	0.9543039336356448	0.873507907174096
ENSG00000153395	LPCAT1	NAFE	144	0.48206164066989954	0.6187107271759411	0.7828352727524699	0.13013126207423092	0.6787875266586739	0.24954136804436897
ENSG00000153404	PLEKHG4B	DEE	356	0.015138878004427266	0.8084160486107631	7.762575899694804e-09	2.932889915742773e-27	0.02988311375780841	0.08480268380992532
ENSG00000153404	PLEKHG4B	EPI	443	0.2440592115415963	0.7429511993790785	0.6265603065690516	0.11400455704414765	0.7374027186864109	0.5541655461513725
ENSG00000153404	PLEKHG4B	GGE	374	0.6693663596882498	0.14267446935710504	0.01768650905009646	8.263457937728604e-10	0.4720191324678489	0.5081906091830308
ENSG00000153404	PLEKHG4B	NAFE	391	0.18528296061759075	0.5286499811405864	0.01864759063173723	0.0014549454119085245	0.34329425147512543	0.1677728002230562
ENSG00000153406	NMRAL1	DEE	85	0.572841667901886	0.5562788581979088	0.16101855800580864	1.627684949322575e-07	0.7550421508804256	0.9573402537365054
ENSG00000153406	NMRAL1	EPI	116	0.3075949565720444	0.8985143187448794	0.4028247419219153	0.03422332020189251	0.43400412664457255	0.29818877878238054
ENSG00000153406	NMRAL1	GGE	91	0.8743537579338496	0.6880752251807594	0.5973723236351722	0.002836367043228133	0.931817656081003	0.7605159132301414
ENSG00000153406	NMRAL1	NAFE	99	0.4554914248577767	0.44167467363128643	0.9317795002327133	0.022369270352154764	0.6609347924601947	0.5590762800941294
ENSG00000153443	UBALD1	DEE	4						
ENSG00000153443	UBALD1	EPI	4						
ENSG00000153443	UBALD1	GGE	4						
ENSG00000153443	UBALD1	NAFE	4						
ENSG00000153446	C16orf89	DEE	112	0.9312251900659922	0.9007599852231816	0.00019714267194080611	3.5589688651170423e-07	0.9900288730758828	0.9674673238113987
ENSG00000153446	C16orf89	EPI	152	0.9619776271351124	0.41923447762798804	0.37504073799142157	0.8875289418652639	0.6047395401946958	0.1599707319178812
ENSG00000153446	C16orf89	GGE	121	0.6875546922296345	0.27806017895706536	0.11665790282175868	0.017151853682972274	0.8425566609434616	0.6268596961907691
ENSG00000153446	C16orf89	NAFE	128	0.7109612670341856	0.8851630585034171	0.18562242316364574	0.20374276791392412	0.9259563608001989	0.44859425990011104
ENSG00000153485	LYSET	DEE	18	0.629966225308817	1.604319384908592e-06	7.465496052451269e-05	3.860768309041106e-05	0.05641825799334298	0.4887198696600452
ENSG00000153485	LYSET	EPI	28	0.34041659444636363	0.6206798011078727	0.8144529782892307	0.43645602325098853	0.752017305360938	0.6361540967475046
ENSG00000153485	LYSET	GGE	21	0.23637899055341968	0.32549652759427417	0.8761525869335288	0.007627239220193497	0.632153613356836	0.6956523861802857
ENSG00000153485	LYSET	NAFE	21	0.5152791102537513	0.5903676324800268	0.9587519304317877	0.03728764349890548	0.8894869409476995	0.9857494175531127
ENSG00000153487	ING1	DEE	106	0.07792299537228747	0.9176493796803642	0.007235393994825885	1.538195545977802e-08	0.5130805986647939	0.9156043972340552
ENSG00000153487	ING1	EPI	128	0.22329243566953666	0.518662745107219	0.893479028219071	0.42694438063446183	0.536071152715059	0.23229513330117724
ENSG00000153487	ING1	GGE	110	0.8952832672509071	0.2014801086981449	0.0010469304664340645	0.3136709962074047	0.28510509723637245	0.3175881155901474
ENSG00000153487	ING1	NAFE	109	0.7556351375461259	0.3044720998359905	0.9363286739495973	0.03142442125938907	0.7425260714507927	0.3092965461641452
ENSG00000153495	TEX29	DEE	31	0.8393773801189713	0.9021444642968977	0.34184641979880603	0.07641602012350703	0.9997082828242074	0.9927757571584555
ENSG00000153495	TEX29	EPI	42	0.4930247437682863	0.46942849011850407	0.23287788866639383	0.5037926525392161	0.4401423417961733	0.09976056144885054
ENSG00000153495	TEX29	GGE	30	0.7021507492249133	0.4445747744351477	0.6134587480287359	0.4244567859531504	0.9564944375366449	0.9841764864980374
ENSG00000153495	TEX29	NAFE	38	0.31222309563832007	0.3788208843792088	0.031024300136082972	0.4744836797912867	0.09585538780092075	0.017146700330405044
ENSG00000153498	SPACA7	DEE	35	0.4982945503782287	0.6483400446164165	0.0007316277348814051	0.009678856584429943	0.5762989774952236	0.7535809570047378
ENSG00000153498	SPACA7	EPI	49	0.4015651497907553	0.15333593067998344	0.9751397356314315	0.3013133257921188	0.4204978472336849	0.8852974736832016
ENSG00000153498	SPACA7	GGE	33	0.4967311020420663	0.38840070541335503	0.15093767717476425	0.06654277520285555	0.746583355682751	0.5506979294634522
ENSG00000153498	SPACA7	NAFE	41	0.6747525271179867	0.46268931912300926	0.4366944806475769	0.29198308014889485	0.8767224640588744	0.6617736036356805
ENSG00000153531	ADPRHL1	DEE	119	0.17475693545567025	0.4821700103832236	0.007740368366660093	2.4519956795334216e-07	0.19201886434442386	0.06744096602595014
ENSG00000153531	ADPRHL1	EPI	154	0.8036575454624868	0.7874358521615441	0.7632812374035861	0.27281309581294017	0.9156520412443664	0.4659120964902501
ENSG00000153531	ADPRHL1	GGE	127	0.9086858396896051	0.7971636954330492	0.39983306233421756	0.004265088892540295	0.9809567622790039	0.909624770183044
ENSG00000153531	ADPRHL1	NAFE	122	0.5785406039183573	0.868782794213833	0.16863649294079178	0.36078056295747585	0.9663869700487419	0.7913777170261793
ENSG00000153551	CMTM7	DEE	26	0.7363714218097241	0.6817631859496707	0.2334525770783188	0.014129400421167265	0.9236690841562625	0.6062146714362854
ENSG00000153551	CMTM7	EPI	33	0.19670226459059803	0.6881641548902386	0.8987596024017631	0.8657713015090309	0.3165282169817988	0.13196359168143304
ENSG00000153551	CMTM7	GGE	26	0.1371666686997514	0.5597171129613097	0.5529393335943902	0.21052116320501063	0.5305667869224313	0.758014459730964
ENSG00000153551	CMTM7	NAFE	29	0.3839272071528006	0.9510983899859614	0.9027753899870243	0.4841264849844097	0.3246952467704996	0.08465222472450427
ENSG00000153558	FBXL2	DEE	57	0.019321659448651683	0.39252677730635666	0.09009492790239493	0.000264069198484339	0.1890094187068219	0.8897625615962779
ENSG00000153558	FBXL2	EPI	79	0.09569692957833151	0.16908097851914983	0.32376131440727707	0.08223408863422296	0.2066580389369166	0.8449546614935428
ENSG00000153558	FBXL2	GGE	58	0.22153669300496748	0.3910294006882692	0.7315559624529859	0.03896801707641427	0.5891948916587532	0.44498134808449175
ENSG00000153558	FBXL2	NAFE	63	0.292569006815662	0.8813539828128003	0.8661331937324566	0.15187679465417453	0.8328427502874551	0.9670876413402432
ENSG00000153560	UBP1	DEE	58	0.11914767213134576	0.27667158919128065	3.48190356298559e-07	0.003058923227581692	0.060086256024666995	0.8834618264747757
ENSG00000153560	UBP1	EPI	77	0.49308955061152215	0.3275090192357336	0.9733908128324127	0.478670248791077	0.6769174634618571	0.25233011266168887
ENSG00000153560	UBP1	GGE	62	0.8122258264400117	0.14088052608744533	0.5544381189802486	0.027854384138035145	0.6624524041843545	0.7461157474582644
ENSG00000153560	UBP1	NAFE	65	0.098006213659388	0.2509246404877436	0.5575738886719694	0.014930486537475625	0.0682926997819628	0.022126828339566394
ENSG00000153561	RMND5A	DEE	41	0.7866676269854288	0.8451543310911649	1.4241425236879876e-07	1.7756982974123472e-12	0.05197943320465233	0.004929197572842824
ENSG00000153561	RMND5A	EPI	58	0.4773519844434645	0.6436864001133074	0.522406561561156	0.49680817181525383	0.8938363361718425	0.749666884545557
ENSG00000153561	RMND5A	GGE	42	0.3524480682276777	0.007542659527270165	0.030274758702639952	0.09499956291330297	0.09288443567612924	0.8153238969204073
ENSG00000153561	RMND5A	NAFE	53	0.10161624942996665	0.8284785610075777	0.8063850622365096	0.26451022306634875	0.5466861607844464	0.32954388496704357
ENSG00000153563	CD8A	DEE	40	0.6120785929599568	0.6558125643619266		2.8279687498868364e-09	0.7862250439731331	0.45310329292963236
ENSG00000153563	CD8A	EPI	67	0.4039856251418076	0.43751116485383057	0.07080999696192213	0.3692027633477002	0.24038136284091333	0.25241725314723323
ENSG00000153563	CD8A	GGE	46	0.48794495119082826	0.9545842769064814	0.0033099660125315454	0.4417618637273306	0.21398679319220384	0.566622261900408
ENSG00000153563	CD8A	NAFE	54	0.4461065339594532	0.10418972274188705	0.5988589646686084	0.3993463051749727	0.11915171354162776	0.12496901384531701
ENSG00000153574	RPIA	DEE	55	0.6581490699726065	0.46242276520376235	0.1327090912483807	0.007886615183248876	0.6375811145713743	0.18011408438640536
ENSG00000153574	RPIA	EPI	69	0.46644441368061307	0.6179961960441598	0.5170215524739492	0.8204736796960532	0.9413773246408528	0.9905831676717765
ENSG00000153574	RPIA	GGE	58	0.0008639410725463982	0.03180861044717256	0.020521560001100836	0.43542274475808684	0.008171556568610785	0.6321946625944554
ENSG00000153574	RPIA	NAFE	57	0.3565162505531977	0.32423779783323425	0.3867712757760654	0.46508188905580916	0.7788796645074786	0.6579851663326193
ENSG00000153707	PTPRD	DEE	461	0.0473585572062956	0.3448995797215991	0.002398190252121074	1.9630540486244807e-08	0.13414183181314038	0.16209595636642526
ENSG00000153707	PTPRD	EPI	613	0.3592242162247171	0.8717446060189261	0.9688743377379093	0.5737958773635295	0.6372290538124578	0.19779691966594906
ENSG00000153707	PTPRD	GGE	481	0.6156261106511657	0.2106652064607891	0.00015749430466117104	0.49634490888243965	0.04196839260064699	0.10683609461491728
ENSG00000153707	PTPRD	NAFE	504	0.660317094411756	0.020314970117768335	0.7643638118374925	0.007157672187262913	0.07498312649974323	0.14014739577831398
ENSG00000153714	LURAP1L	DEE	86	0.5934145340568509	6.121613032326237e-08	0.00796381343931278	3.891867697574951e-21	0.9620542864685119	0.8954671268897454
ENSG00000153714	LURAP1L	EPI	109	0.8870926273586953	0.5608996945405387	0.39585768040441727	0.0816984325075179	0.5306811436553565	0.31431639411946405
ENSG00000153714	LURAP1L	GGE	86	0.11192234245546226	0.055465963986990975	0.4485422239546373	1.3111286164612274e-05	0.4542892311643364	0.7494296385835175
ENSG00000153714	LURAP1L	NAFE	90	0.07693139527745098	0.6688274086983992	0.9181016466710926	0.027619459204302883	0.30408702564755213	0.9468353457568771
ENSG00000153721	CNKSR3	DEE	218	0.17429623124004318	0.6602785468202459	0.11381026042178662	0.003055528854893089	0.7267292133728489	0.8244391481168424
ENSG00000153721	CNKSR3	EPI	284	0.21495856047405182	0.29043914206847743	0.0069396364034744916	0.07225639216932757	0.06719039003037082	0.645863161522293
ENSG00000153721	CNKSR3	GGE	225	0.019775272487142916	0.16377206870514738	0.0009796200693290762	0.6598251306738591	0.0020876468377419508	0.23756067941148687
ENSG00000153721	CNKSR3	NAFE	241	0.19663868252251557	0.7726021602448334	0.0006601603700776794	0.08518027520950504	0.02271309397375091	0.7928748935674467
ENSG00000153767	GTF2E1	DEE	93	0.5175836426764568	0.512887008205821	7.682781932278264e-05	0.4661156182218422	0.0907922649623349	0.6107018891268922
ENSG00000153767	GTF2E1	EPI	114	0.7317050922136838	0.44726242895276835	0.09729798396277657	0.14554831144515928	0.5216910001069985	0.5313505616294754
ENSG00000153767	GTF2E1	GGE	95	0.06055993963640973	0.7097916072320023	0.9586264004669232	0.2389431980751552	0.4555552675036628	0.9688902097503254
