gene_id	gene_name	group	n_variants	p_gerp	p_pathogenicity	p_pLoF	p_missense	p_unified	p_constraint
ENSG00000087589	CASS4	DEE	172	0.37131285639617695	0.7032618282335973	7.558092912309383e-05	2.8043941947425088e-06	0.41251256374413203	0.2229544248781943
ENSG00000087589	CASS4	EPI	230	0.05207113041006219	0.16660001146386136	0.3116976146668325	0.10406975014008947	0.11314689067878213	0.18611732772463013
ENSG00000087589	CASS4	GGE	182	0.06460064454715304	0.1634521506955246	0.828626066882812	0.0019205714313160714	0.057982999898215475	0.042428333010245685
ENSG00000087589	CASS4	NAFE	193	0.13433662688064338	0.09277027043534965	0.6090497940313595	0.02322530053830392	0.2058174294723097	0.8251868695346984
ENSG00000087884	AAMDC	DEE	21	0.4942151174537843	0.6620908472363438	0.04694556842500903	0.17296857027432228	0.11669063193674928	0.01078159254770649
ENSG00000087884	AAMDC	EPI	24	0.1044453996295105	0.10897274728204799	0.791961843068548	0.15831235821111558	0.29034391754020333	0.44297821260581893
ENSG00000087884	AAMDC	GGE	19	0.26529503453562703	0.8622509932807731	0.47280138197855004	0.5537243383614951	0.6764292021496972	0.5402602901840496
ENSG00000087884	AAMDC	NAFE	23	0.37383505075037715	0.05751636542434198	0.5956006199921544	0.04953667986718223	0.3136655611654551	0.34003770547251655
ENSG00000087903	RFX2	DEE	137	0.889263586705179	0.32864411038917274	0.16438539795181403	0.030015169333852107	0.8802279051317227	0.8199633363978712
ENSG00000087903	RFX2	EPI	185	0.37875510683701896	0.261544838319413	0.4994171031490019	0.3576678946438473	0.45804938169084874	0.2368138685432872
ENSG00000087903	RFX2	GGE	144	0.2788557135905223	0.31357232077146335	0.7996471187079526	0.31810178726729094	0.6326829560216243	0.6002732403555937
ENSG00000087903	RFX2	NAFE	165	0.20387148017823473	0.22030324374932592	0.8139226529356246	0.27945239789983106	0.4367683742199686	0.43375504151232014
ENSG00000087995	METTL2A	DEE	91	0.09181046904775546	0.7688048372260594	1.2776680324921996e-05	1.5931092577412624e-08	0.5363459858192265	0.6877107830653882
ENSG00000087995	METTL2A	EPI	131	0.3047664344704506	0.05064123698117888	0.09706634464943585	0.760490116878068	0.2713946541766863	0.6277744433552659
ENSG00000087995	METTL2A	GGE	95	0.7623569455649741	0.21220571720012874	0.043675729811693965	0.017277523158097826	0.7585980288439146	0.9135805391197718
ENSG00000087995	METTL2A	NAFE	114	0.5893463229701152	0.05400042747841142	0.01088381200109807	0.42550488461531855	0.2801061544936738	0.44645984384172677
ENSG00000088002	SULT2B1	DEE	97	0.39069115332169413	0.6836866176288661	0.006898788826223663	5.327419503691817e-07	0.8832480338229071	0.7912152113655634
ENSG00000088002	SULT2B1	EPI	127	0.005249195458445641	0.6922711797152721	0.4313482028844893	0.11249614998188279	0.0635430680075739	0.8003477160666885
ENSG00000088002	SULT2B1	GGE	102	0.008467364763810518	0.8144089461142492	0.2885157837471261	0.002592163134533991	0.1227401885474118	0.6631024997176356
ENSG00000088002	SULT2B1	NAFE	105	0.16091633492921886	0.3625655224664902	0.6909948273453985	0.03706050993308608	0.36326765273645684	0.7818385800685757
ENSG00000088035	ALG6	DEE	87	0.1470008927803106	0.9693063459457789	3.0853542404124567e-08	0.00026125536435079666	0.014979415632005876	0.02538091198137834
ENSG00000088035	ALG6	EPI	120	0.49637548783665675	0.4645255021599284	0.6476496701648586	0.39637755792404494	0.8850400569805734	0.7559672363394485
ENSG00000088035	ALG6	GGE	88	0.03684495627751891	0.2386627382925657	0.3818630204541499	0.003586482690615517	0.1903421443250078	0.8719833641796529
ENSG00000088035	ALG6	NAFE	92	0.28221816479927825	0.6749782906844193	0.3536471904915449	0.16289944010758664	0.8332564291808722	0.8162041404873285
ENSG00000088038	CNOT3	DEE	95	0.40340252229682316	0.647722641263453		1.0001756107697285e-39	0.7944362966041252	0.8747009508024673
ENSG00000088038	CNOT3	EPI	125	0.2525992323805359	0.15852870199271032		0.0032164138123223058	0.14738102044464899	0.08299570856685827
ENSG00000088038	CNOT3	GGE	103	0.892041376712501	0.6048914621595989		3.2141651020206553e-16	0.9640365296738116	0.8669036853868185
ENSG00000088038	CNOT3	NAFE	103	0.0924296204520441	0.2998583536209889		4.671299581871569e-10	0.1883988881437216	0.9531654062363397
ENSG00000088053	GP6	DEE	153	0.49932218934524264	0.7945287360402666	1.0602489904658133e-09	1.1423838448306694e-15	0.9504788606432958	0.8527073431692478
ENSG00000088053	GP6	EPI	203	0.062196203508273325	0.15351275533183997	0.6114822044336711	0.015459045041255785	0.06425014328711466	0.5464337331041392
ENSG00000088053	GP6	GGE	164	0.005634063692608237	0.7746004205797561	0.0029143359429298333	0.0004307403779600986	0.07952644936907205	0.9206093531895554
ENSG00000088053	GP6	NAFE	174	0.12057044297976321	0.06280009600711478	0.04282692974091425	0.0005316707528177737	0.10166126933550602	0.8088630784936429
ENSG00000088179	PTPN4	DEE	129	0.8043652324842443	0.0211672279416539	0.006024982466238513	3.907263043742608e-08	0.019571807519128438	0.07214526179634824
ENSG00000088179	PTPN4	EPI	159	0.50641225245375	0.06038106145849969	0.07378748889235409	0.02115780849495777	0.0594102184913575	0.6271037441717064
ENSG00000088179	PTPN4	GGE	129	0.867535949995369	0.024093681110961673	0.3482416001868718	0.004447071022497141	0.21949403274258703	0.5782049184014422
ENSG00000088179	PTPN4	NAFE	143	0.8034578361498577	0.24098249522408596	0.6347550326504463	0.00986303392059393	0.47240399586817916	0.7613489920449462
ENSG00000088205	DDX18	DEE	140	0.13095244669128467	0.9936754385777503	0.04982386755553888	0.004429435668896657	0.5343238022280452	0.41175386877768805
ENSG00000088205	DDX18	EPI	171	0.08488846524296327	0.25724236143082174	0.9334399748632933	0.8270783505772243	0.387193103327414	0.5228387304280147
ENSG00000088205	DDX18	GGE	144	0.8948986501402998	0.6929117301898438	0.7356387517606339	0.06662275939608728	0.9536111587532554	0.6028262713821906
ENSG00000088205	DDX18	NAFE	144	0.013815505071844052	0.14559992513565856	0.1816593542872349	0.8648700388171866	0.08120841998130543	0.4800997231867179
ENSG00000088247	KHSRP	DEE	90	0.29498118469168316	0.945577150117985		2.1666534158014696e-37	0.7706145859465663	0.9795542784694683
ENSG00000088247	KHSRP	EPI	124	0.7275066679850386	0.008024318427051121		0.21305680161837734	0.06310057342912775	0.2852601951049856
ENSG00000088247	KHSRP	GGE	95	0.6846513238333468	0.7455352050267265		1.5649913140450517e-14	0.7017458465000957	0.46735377404348766
ENSG00000088247	KHSRP	NAFE	102	0.9286109372148865	0.000244018770345847		3.526986931869335e-05	0.0030984517565999506	0.11270213037321196
ENSG00000088256	GNA11	DEE	37	0.11625107176332396	0.4748346965137623		6.243064806023413e-12	0.4235803411619432	0.9338823937391638
ENSG00000088256	GNA11	EPI	48	0.9176899655913989	0.3596685709619756		0.8873775150250143	0.8277080161734062	0.9163146991095046
ENSG00000088256	GNA11	GGE	38	0.796701348503953	0.4171982449754178		0.0031971651241175444	0.8251927177945027	0.6535445069070547
ENSG00000088256	GNA11	NAFE	42	0.28731992227013153	0.17191372701393104		0.5128573833927801	0.25401862503602834	0.39896923049085453
ENSG00000088280	ASAP3	DEE	171	0.9586763564159062	0.43190393372658786	3.5816844451648436e-12	5.436128717932609e-08	0.09131945377156732	0.7045352342749931
ENSG00000088280	ASAP3	EPI	240	0.9864953191612945	0.16790800249954058	0.36282192396289725	0.5227714749368462	0.49712960806757733	0.20598377990153957
ENSG00000088280	ASAP3	GGE	184	0.2920123654652663	0.45683103028369354	0.010852640740228185	0.008392477576609676	0.37739384121672426	0.13671944806698444
ENSG00000088280	ASAP3	NAFE	196	0.3373835667865239	0.5214554561743394	0.38496257374590226	0.04240218134614087	0.630503636932181	0.27267643107933837
ENSG00000088298	EDEM2	DEE	133	0.017100779224883386	0.42595591978799074	1.0675594073096758e-05	6.469592814328135e-11	0.17796235021239606	0.9484230485318753
ENSG00000088298	EDEM2	EPI	184	0.8572422121943865	0.8538182055578184	0.25896624214055197	0.049612565193118956	0.6676373303459695	0.6336656566064358
ENSG00000088298	EDEM2	GGE	145	0.9206606637752681	0.4976057938972833	0.3087944471600508	0.00032260665150635426	0.9250122188998748	0.9015301493267242
ENSG00000088298	EDEM2	NAFE	161	0.930943431473761	0.6498081834906176	0.5700535719422333	0.0018659781921005582	0.5937891229285991	0.8255608939377231
ENSG00000088305	DNMT3B	DEE	194	0.8322211817946914	0.7863738190609708	0.0160176746881881	5.784534540273478e-05	0.49971759138025695	0.07167786837382924
ENSG00000088305	DNMT3B	EPI	241	0.4323859594637256	0.6340548588974584	0.23930206944250504	0.10105346423385018	0.6415103345449912	0.7765873606141752
ENSG00000088305	DNMT3B	GGE	203	0.5143274994931843	0.011051454061837945	0.5005074442830552	0.15135930897100439	0.0756342410844129	0.8013750839939209
ENSG00000088305	DNMT3B	NAFE	207	0.7318896067659397	0.5339951361072711	0.7975122050331388	0.05227050023654572	0.7284426564613308	0.41075393102978563
ENSG00000088320	REM1	DEE	63	0.9361302813058897	0.5512852385803344	0.05500098387429475	4.795344493251556e-07	0.9106029060855079	0.8476887192500655
ENSG00000088320	REM1	EPI	83	0.25274736758786825	0.24242235010395924	0.32874433348838805	0.9211595595312163	0.3870190983921562	0.21759685895366482
ENSG00000088320	REM1	GGE	66	0.32518602925103457	0.5249380725653587	0.026193655389192386	0.10321042640377433	0.6879654564045491	0.5234070764244267
ENSG00000088320	REM1	NAFE	76	0.9703042193890549	0.2958144918210383	0.39934324987947456	0.24685936080443766	0.8444413060294472	0.6365634054202922
ENSG00000088325	TPX2	DEE	130	0.7446396134462745	0.9065777389723257		2.0754804072451536e-40	0.8151623758251964	0.36633615692954447
ENSG00000088325	TPX2	EPI	164	0.5986646013702328	0.26514038581201477		0.05281514266523321	0.6756789246909745	0.8489347076696995
ENSG00000088325	TPX2	GGE	130	0.06662889672991794	0.7555264546818257		7.085876097193029e-11	0.3330538849749352	0.9404113906136471
ENSG00000088325	TPX2	NAFE	148	0.28278866439385475	0.612414223320641		3.84009453455671e-07	0.5115167560394596	0.38428241261351814
ENSG00000088356	PDRG1	DEE	24	0.2405632993227436	0.533875242125748	0.5517416084557885	0.17220185457836026	0.7902539162553803	0.9027783849065867
ENSG00000088356	PDRG1	EPI	38	0.23034432732145496	0.1735491537022191	0.9323661502617764	0.47976044741687174	0.16280099115459304	0.2957236004436189
ENSG00000088356	PDRG1	GGE	27	0.615008742986513	0.3990865997377969	0.9134118140352034	0.3541639558367312	0.8673068789656708	0.9641100559643937
ENSG00000088356	PDRG1	NAFE	32	0.08128591437689921	0.2587901646633725	0.9875837362981423	0.2943925320522105	0.13243392362108014	0.4486714288375867
ENSG00000088367	EPB41L1	DEE	157	0.11267470883931988	0.9147565054184177	0.3060486637766738	0.03299060462127048	0.6065629438546218	0.6196588820546407
ENSG00000088367	EPB41L1	EPI	193	0.9067627824696768	0.021138735042540737	0.6807563366996401	0.8623308448858253	0.24448605378400248	0.6811623053920335
ENSG00000088367	EPB41L1	GGE	163	0.26932428622681726	0.6905899424992465	0.060103639295122024	0.9505773708737644	0.5428388214105895	0.8448575227177861
ENSG00000088367	EPB41L1	NAFE	164	0.7776336574267936	0.0045566844271609725	0.9370682861121651	0.2601355945284915	0.0662430012104346	0.2522117977930204
ENSG00000088386	SLC15A1	DEE	182	0.44634948948941966	0.7148012890694155	0.005501568094459549	2.3956050679874807e-12	0.7141864111032801	0.43950005462007413
ENSG00000088386	SLC15A1	EPI	226	0.4267870455217886	0.784481263749369	0.1217646506380942	0.5816149022610861	0.6266950639409729	0.5836077137491803
ENSG00000088386	SLC15A1	GGE	190	0.5330795413523814	0.7116746177527224	0.0010979905488538153	0.0649404550044615	0.6061519012578527	0.9103868783570872
ENSG00000088386	SLC15A1	NAFE	194	0.5854030330443616	0.9234949330348798	0.01556971116893393	0.5108348820896661	0.6646110114085593	0.7997305337721465
ENSG00000088387	DOCK9	DEE	366	0.786509543250187	0.4770545371797855	1.6714680763796158e-05	8.677781069726249e-14	0.23379977296986285	0.02258931927864317
ENSG00000088387	DOCK9	EPI	498	0.6741748034987223	0.7605794581182687	0.7920155693070208	0.08960871081953108	0.4377462045294146	0.06672963606732624
ENSG00000088387	DOCK9	GGE	396	0.5064037753768044	0.6573201574476193	0.0004239973507514592	0.024688717937822218	0.03196309149844881	0.01981029214636731
ENSG00000088387	DOCK9	NAFE	425	0.8604607989231441	0.9723675261544511	0.9127729451980559	0.003002571982416952	0.4767494082415946	0.11199861477097027
ENSG00000088448	ANKRD10	DEE	80	0.922095668847771	0.4664933129577	0.6963656529461292	7.511906006224435e-06	0.3493513742924297	0.6900084529280981
ENSG00000088448	ANKRD10	EPI	113	0.29055611651349655	0.7713496679831641	0.3056342122488163	0.13607516418758528	0.5270975046808619	0.7995746700872999
ENSG00000088448	ANKRD10	GGE	86	0.46999311766315865	0.8015339035050394	0.32394456990666	0.010484556762117085	0.4965348733672702	0.7262846787377157
ENSG00000088448	ANKRD10	NAFE	98	0.8217152638479371	0.6326491096249476	0.782384068484185	0.06287150301168098	0.8867565555687381	0.8652490276962574
ENSG00000088451	TGDS	DEE	43	0.2492447998667985	0.32653446505312766	0.000983966592793378	0.024999063756912215	0.2621077588353584	0.6648038621467027
ENSG00000088451	TGDS	EPI	55	0.5826537726271063	0.6415452578160799	0.3167125607325047	0.472911360366144	0.7650298867142288	0.5883346962807752
ENSG00000088451	TGDS	GGE	45	0.021181168561940113	0.44963438440143644	0.35435750385054565	0.31041027286427253	0.18671389205766267	0.8755256313545359
ENSG00000088451	TGDS	NAFE	42	0.13040011079863756	0.14151032214155146	0.4363969271928505	0.03760013101059359	0.24638066231763242	0.6090499983245133
ENSG00000088538	DOCK3	DEE	345	0.5279101969024868	0.4693423043519783	0.046717718699527025	0.00031599500695390714	0.693647993316949	0.2738298600800822
ENSG00000088538	DOCK3	EPI	471	0.5202396649464134	0.8613795964060631	0.012242710087552178	0.10065550149474872	0.027597635665292292	0.01971529059972031
ENSG00000088538	DOCK3	GGE	376	0.9338521442293648	0.12675491876664421	0.003364956306796346	0.9459839589183446	0.10062899905280626	0.21715478650619138
ENSG00000088538	DOCK3	NAFE	396	0.25440082342073833	0.6272478919843216	0.00013136619592628385	0.19409284133723606	0.0005906061994582416	0.002160975727582425
ENSG00000088543	C3orf18	DEE	48	0.1223508995297604	0.8230039348390533	0.0010739316072366752	2.8187293405611936e-06	0.6182475065336062	0.9833408868608873
ENSG00000088543	C3orf18	EPI	59	0.5532472604750269	0.27918812565263046	0.5536151775246948	0.6333891699878939	0.538682188673112	0.1944608830772841
ENSG00000088543	C3orf18	GGE	51	0.5437146998949807	0.7448980488763559	0.41810387674144944	0.02717157123552108	0.9718411889111988	0.8054997178911102
ENSG00000088543	C3orf18	NAFE	59	0.7217710413837356	0.3849321634454558	0.7238621555788908	0.18366855957907932	0.6961528590202466	0.2422716023350041
ENSG00000088682	COQ9	DEE	103	0.23726951340069066	0.545143360135083	0.004573349144171766	8.15693430290488e-09	0.01716064195724955	0.0023602026355290634
ENSG00000088682	COQ9	EPI	121	0.9170816322967658	0.4316358347561081	0.5532542712102017	0.5907958594461651	0.06938839792643813	0.006139183481138784
ENSG00000088682	COQ9	GGE	104	0.9619557804356118	0.05499633068646277	0.748912161112439	0.0011714221073847173	0.0003997391295791745	3.167780043898096e-05
ENSG00000088682	COQ9	NAFE	113	0.8570722117231183	0.6661943696193025	0.20505419464328956	0.41096573796292934	0.5041186736990052	0.11278441738481164
ENSG00000088726	TMEM40	DEE	72	0.8217909180526346	0.43896282071855364	0.008052554306083853	3.8845568549264526e-07	0.9034050906953431	0.6723133332297024
ENSG00000088726	TMEM40	EPI	94	0.8943550308115833	0.5531665098177829	0.715492833370084	0.11387193158785779	0.7011404895067945	0.2687199010028854
ENSG00000088726	TMEM40	GGE	80	0.17447517741243398	0.8180751018080921	0.758719440732978	0.000493204034509122	0.45271860549641285	0.37731713011959667
ENSG00000088726	TMEM40	NAFE	80	0.8156524354196216	0.15512855902819359	0.5520368382016485	0.0012133570556096022	0.2458595071135994	0.4809012815466429
ENSG00000088727	KIF9	DEE	217	0.002868005880499559	0.44139883234723776	2.2532722766369498e-08	7.713286699900298e-18	0.03235293364664307	0.23668416899036987
ENSG00000088727	KIF9	EPI	272	0.19320241238476332	0.07318705449098015	0.5555119166733136	0.40957376692289027	0.3638395716847835	0.6919701555521534
ENSG00000088727	KIF9	GGE	233	0.1993997920177431	0.04261370119854245	0.02484450360297768	1.1226817627685108e-05	0.27068237826033664	0.9436116195208881
ENSG00000088727	KIF9	NAFE	235	0.964155979468207	0.653473749571504	0.4290886658578087	0.002095437364880676	0.9052233350931426	0.5668236885687645
ENSG00000088756	ARHGAP28	DEE	115	0.19857605734738673	0.29552284134198975	1.6575450837654996e-05	1.921217816419876e-07	0.08030401287514355	0.032067883725694524
ENSG00000088756	ARHGAP28	EPI	163	0.026472883441443218	0.13657680018122598	0.3429321399558525	0.04443317619511409	0.030192343948225488	0.11187660592057537
ENSG00000088756	ARHGAP28	GGE	126	0.07670528613800467	0.10257553463614047	0.380582701489803	0.00022501294946921123	0.18870410115078814	0.8667652590637573
ENSG00000088756	ARHGAP28	NAFE	123	0.17339946482901927	0.9376635503931523	0.7226565294265963	0.015187187233647054	0.16300252389600947	0.07873793966517147
ENSG00000088766	CRLS1	DEE	42	0.9730415496792226	0.6880136665183144	0.8889134480596679	0.0005218645693915431	0.7738468863163868	0.6786163006805701
ENSG00000088766	CRLS1	EPI	51	0.48183713243724857	0.24219359893596426	0.23324209579950833	0.4454104036726432	0.4983604794007488	0.37466951418631445
ENSG00000088766	CRLS1	GGE	47	0.7622725846582546	0.4926881777719292	0.5374005837404089	0.026534700168576092	0.5495175807580676	0.2520390693664047
ENSG00000088766	CRLS1	NAFE	43	0.5887723749866582	0.2723881454619766	0.13037281828191838	0.7826681013132069	0.5411706507732015	0.8320944590697787
ENSG00000088782	DEFB127	DEE	18	0.4243059161503939	0.30963664960616505	0.03198196112386406	0.004064469723743487	0.7104968510786525	0.743381631398282
ENSG00000088782	DEFB127	EPI	30	0.5745453552603168	0.5113994650121901	0.4857863498904541	0.10983048257241262	0.580146559274718	0.2598058233688754
ENSG00000088782	DEFB127	GGE	21	0.9936188284733574	0.702537211826198	0.9539094029550488	0.05759282923346333	0.946134280896082	0.6237141177312688
ENSG00000088782	DEFB127	NAFE	24	0.4076060130740693	0.6862216289411879	0.7708136918537684	0.13732081925540512	0.7198415857555762	0.4525576424496002
ENSG00000088808	PPP1R13B	DEE	220	0.7892501620485786	0.7777543447243354	0.0002502271536403095	0.0018047143993236182	0.7206975131033004	0.650635416061607
ENSG00000088808	PPP1R13B	EPI	289	0.2932274917813239	0.6340601045085796	0.27163090815627267	0.7408793505978746	0.3590531901835096	0.11000352330615966
ENSG00000088808	PPP1R13B	GGE	236	0.8498878660068275	0.8292346883658144	0.019132555180653082	0.3298486983298856	0.7930147412732221	0.9826380043437922
ENSG00000088808	PPP1R13B	NAFE	243	0.35366389548028354	0.1553639522012979	0.35046674159743096	0.39014173425285925	0.07886322635051062	0.01993130902794449
ENSG00000088812	ATRN	DEE	233	0.09449797885706311	0.4548581226431765	1.5376170944660296e-05	0.0007374977001091503	0.06743504616276998	0.3737514906849849
ENSG00000088812	ATRN	EPI	305	0.8573365907407926	0.9309376071334906	0.7959031052010404	0.7998117118049782	0.9832912113340219	0.5580869953099754
ENSG00000088812	ATRN	GGE	243	0.7702755098163185	0.518729910256619	0.01782106913013663	0.2982636328551515	0.6382510320733954	0.48003109590629234
ENSG00000088812	ATRN	NAFE	256	0.8641860098109971	0.834575348261804	0.6972146232053935	0.1914172712490479	0.9627755360298254	0.4896115177012137
ENSG00000088826	SMOX	DEE	118	0.06063120640443433	0.014794635367598865	0.0027352823154091397	4.791245099613779e-05	0.0719731793907052	0.5849976024198651
ENSG00000088826	SMOX	EPI	153	0.7166696321303934	0.42131037793565895	0.3134919120881152	0.13564872064212893	0.6643621594560738	0.5517817103179411
ENSG00000088826	SMOX	GGE	127	0.5753716058206348	0.664835154778395	0.5969861302258198	0.009731957916590664	0.9158010263717956	0.6380506193545923
ENSG00000088826	SMOX	NAFE	133	0.746301162706072	0.7720335556847329	0.6467340629305159	0.13363840626293083	0.9889948612993436	0.844547405981954
ENSG00000088827	SIGLEC1	DEE	530	0.15703345685112952	0.14824871712914992	2.8271395722560772e-14	8.578290067989346e-35	0.06782208719055587	0.056563249584291805
ENSG00000088827	SIGLEC1	EPI	648	0.9675368714077779	0.054420663936655046	0.7478613238427019	0.24978639678241296	0.25430778691685774	0.29297453024799996
ENSG00000088827	SIGLEC1	GGE	555	0.1784974794179014	0.03548206188016973	0.0031521846756687455	4.666222931234443e-10	0.031524556184051755	0.03660573277115904
ENSG00000088827	SIGLEC1	NAFE	562	0.21099952312197873	0.15275777519938355	0.07332167043275674	0.0001166173341917008	0.3568496034381195	0.7020657242210662
ENSG00000088832	FKBP1A	DEE	3						
ENSG00000088832	FKBP1A	EPI	7	0.14683669985501355	0.17037262374759396		0.944246424921469	0.21221679949083566	0.08326562913620257
ENSG00000088832	FKBP1A	GGE	6	0.3734899980263763	0.4028995584195687		0.2601506592561713	0.3380523750104782	0.336236243936879
ENSG00000088832	FKBP1A	NAFE	3						
ENSG00000088833	NSFL1C	DEE	66	0.01246034069260147	0.5005409799655052	0.07770451502990415	0.004317286806861524	0.16152861562442236	0.9707085385587093
ENSG00000088833	NSFL1C	EPI	88	0.7190457165630502	0.25610469729837226	0.6619050119118206	0.9563579937730673	0.7213837999779971	0.5804104874821683
ENSG00000088833	NSFL1C	GGE	72	0.5721190968301827	0.8523914512502785	0.7919860259034841	0.25809046045983053	0.9692603901368995	0.6982076412165592
ENSG00000088833	NSFL1C	NAFE	76	0.5256979157043644	0.7758773934684551	0.1643498908391543	0.6626263420551612	0.7927064309577436	0.9692534833122215
ENSG00000088836	SLC4A11	DEE	245	0.5740683403796929	0.5576546971583101	4.840042541479798e-09	4.768796313264334e-16	0.8389785636761561	0.6448621922767135
ENSG00000088836	SLC4A11	EPI	305	0.4119489279344384	0.1957795727689893	0.6035926418041448	0.4265602145413935	0.6211902147898393	0.8780404490933081
ENSG00000088836	SLC4A11	GGE	265	0.582640650083511	0.05256091249346792	0.008176896101048959	0.0005374142857678124	0.2883167645410018	0.6150889601530788
ENSG00000088836	SLC4A11	NAFE	272	0.7176015449830313	0.242444702301228	0.45071013235434465	0.003996599319460957	0.7280495082912651	0.9839741312186527
ENSG00000088854	DNAAF9	DEE	131	0.3336623515790089	0.7494979307032421	0.004176823736188699	1.0793260632426948e-06	0.89501195297269	0.8147614211171817
ENSG00000088854	DNAAF9	EPI	180	0.14155503790493412	0.6559852200606437	0.2203024052614152	0.4676049327225028	0.5639291732708445	0.5535965054051216
ENSG00000088854	DNAAF9	GGE	136	0.5190102951262011	0.05459716424613856	0.09259771412418731	0.09451836574539813	0.387165534940189	0.8444098074890465
ENSG00000088854	DNAAF9	NAFE	157	0.6424558414827277	0.39073195167795993	0.018347166104406308	0.2715606905764517	0.6159950978885973	0.4838857233207441
ENSG00000088876	ZNF343	DEE	140	0.9882300612936608	0.8438022043446975	0.0013899035811544603	7.331676469232543e-18	0.2711934108429588	0.5519414590459905
ENSG00000088876	ZNF343	EPI	188	0.5317054452626324	0.25897557804813576	0.7835850946762428	0.8579682500787563	0.5575605808351676	0.19050598403111968
ENSG00000088876	ZNF343	GGE	152	0.413774444137222	0.2590241697471263	0.3533522307933704	0.00035356049785318315	0.11536541631539415	0.03083824277749446
ENSG00000088876	ZNF343	NAFE	156	0.6891116005014231	0.158060230348583	0.05735897547666	0.1452006200514915	0.614452035958173	0.5956544963317971
ENSG00000088881	EBF4	DEE	94	0.46518331919668476	0.7809857743961126	0.02035267212116901	0.00018505963301004155	0.9270058753265897	0.6553745056180477
ENSG00000088881	EBF4	EPI	139	0.7648544555798297	0.4712308718540429	0.32908561573205053	0.8516341823271883	0.8543622308328795	0.5211191971074611
ENSG00000088881	EBF4	GGE	99	0.6408882738268196	0.15395163768664225	0.05808188166217059	0.28919507740054107	0.41768479873070896	0.23476697578356626
ENSG00000088881	EBF4	NAFE	116	0.44756036590718085	0.0341982357911391	0.7998798251595118	0.24642694155792624	0.14510738969567488	0.19381893978536643
ENSG00000088882	CPXM1	DEE	193	0.261705260901551	0.14251320558222436	5.503463303852334e-07	1.3731585967190206e-09	0.3527940525978093	0.903691773328845
ENSG00000088882	CPXM1	EPI	232	0.6500797971539913	0.6029170310752764	0.5321930438214091	0.8808662524145561	0.9536103686800581	0.7801739817107176
ENSG00000088882	CPXM1	GGE	197	0.9319654450523349	0.39674503293108876	0.019708872734727295	0.0019558804527062385	0.9046297918850754	0.6879527518474875
ENSG00000088882	CPXM1	NAFE	205	0.28789024144350556	0.15118516359257278	0.3761157175572718	0.002704844713583726	0.15577489231314084	0.998259839809509
ENSG00000088888	MAVS	DEE	151	0.6955482311154579	0.6392154323544745	6.236656192682829e-05	3.049929586180763e-14	0.1061371367094001	0.007747008113773494
ENSG00000088888	MAVS	EPI	182	0.13490149832926884	0.5277336124823089	0.574753500854732	0.08253938322731726	0.23011419568674776	0.15346452051826637
ENSG00000088888	MAVS	GGE	156	0.3534186336368492	0.7408890767891483	0.19513918933477487	0.00021439204866116696	0.8293974721418957	0.6590099909215017
ENSG00000088888	MAVS	NAFE	169	0.05485359914301427	0.4953949664532681	0.17631727990248658	0.009788990554535068	0.21147750105945196	0.21950101634953026
ENSG00000088899	LZTS3	DEE	112	0.43858621950689314	0.5796464902865918	0.0431820037396602	0.004651677087582758	0.8981302231083306	0.7686484056944147
ENSG00000088899	LZTS3	EPI	143	0.8105726495719656	0.39948095991469657	0.39947168238148134	0.22911242433785675	0.7334829553749866	0.5532967541707581
ENSG00000088899	LZTS3	GGE	123	0.9073803764119699	0.6827468932443777	0.6621223525787743	0.17341520736369906	0.5379392718186314	0.10595791961876568
ENSG00000088899	LZTS3	NAFE	126	0.8225558600561191	0.3403830609282955	0.8959829146572742	0.152654759794488	0.8402693042306664	0.7826333883399619
ENSG00000088926	F11	DEE	150	0.6604905435618318	0.19515762843005172	0.0005992888863789423	1.451858774659237e-15	0.5180723367827629	0.9695165989002467
ENSG00000088926	F11	EPI	189	0.8765579414222613	0.9478747044641996	0.0972271318075083	0.9824869757582191	0.7151942749869109	0.3194588857077224
ENSG00000088926	F11	GGE	152	0.6488432899428824	0.4915514445115087	0.008095287408637037	0.0003066893923086702	0.9444770711801713	0.9154107669509228
ENSG00000088926	F11	NAFE	169	0.5407254590786664	0.5360951856387276	0.01505531816206037	0.07363843996548076	0.4542845855181621	0.13825331971439328
ENSG00000088930	XRN2	DEE	169	0.8545900354766067	0.855868331281849	0.013751938400507872	1.0772923756754183e-05	0.9963596039647884	0.7665021723704536
ENSG00000088930	XRN2	EPI	230	0.11688782831515811	0.04529338645408056	0.45925187368581466	0.9658289504385846	0.10540207920487049	0.3504097055471491
ENSG00000088930	XRN2	GGE	175	0.573354100497727	0.8952249409451987	0.0035984621910555045	0.417507383202504	0.5416560374061075	0.8664159305041232
ENSG00000088930	XRN2	NAFE	195	0.22357687214880742	0.06621985284164461	0.5615204152333119	0.1146936620837619	0.2132781341064365	0.3755013981070773
ENSG00000088970	KIZ	DEE	120	0.26835131569180515	0.9542989306039706	0.00015913702897868943	6.3234201193229276e-12	0.48192524990519026	0.11159669863829316
ENSG00000088970	KIZ	EPI	161	0.7092736202230696	0.8065968506197784	0.6951131364380001	0.018442071605460946	0.7974176457065847	0.8259910302317348
ENSG00000088970	KIZ	GGE	127	0.6046112991733172	0.7438030879389483	0.16982571246816452	5.108648318873491e-06	0.460167996651224	0.15156866182100204
