Gene ID,Gene Name,Group,Constraint p-value,Pathogenicity p-value,pLoF p-value,Unified Model p-value,Epi25 p-value
ENSG00000117569,PTBP2,DEE,0.1538988828114495,0.957231250183832,0.775341125947578,0.438458746488308,0.79947
ENSG00000117586,TNFSF4,DEE,0.9247809730461288,0.6615936761874638,,0.8963054245654487,
ENSG00000117592,PRDX6,DEE,0.6440900471025376,0.3707613192302823,,0.5404565589049676,
ENSG00000117593,DARS2,DEE,0.009177071388693,0.909272270914248,0.3497945891938574,0.0441962040646962,
ENSG00000117594,HSD11B1,DEE,0.9860348071030908,0.5862525521651294,0.991858354872018,0.9575910641741336,
ENSG00000117595,IRF6,DEE,0.7883652263317701,0.8950725571698623,0.8654017605724003,0.9920792384146911,0.83985
ENSG00000117597,UTP25,DEE,0.8085911024808332,0.6465036023634596,0.1851882842694702,0.5295880211579815,
ENSG00000117598,PLPPR5,DEE,0.1646395468137447,0.2396865490604044,0.0096018734312822,0.0245181083180036,0.0064916
ENSG00000117601,SERPINC1,DEE,0.0068109335885984,0.4111905394651229,0.9287603195276468,0.0405352386979606,
ENSG00000117602,RCAN3,DEE,0.5611798984247984,0.3058257221558388,0.1723823900767121,0.2936955783374689,
ENSG00000117614,SYF2,DEE,0.7532304126455379,0.0384420945153301,0.904553933148543,0.2214854471076242,
ENSG00000117616,RSRP1,DEE,0.7446488238561736,0.0301249994510599,0.3641245220562289,0.0908023552767512,0.60351
ENSG00000117620,SLC35A3,DEE,0.7448748058287836,0.3487835758095328,,0.5846038312657361,
ENSG00000117625,RCOR3,DEE,0.1644613930966738,0.834461257708043,,0.3633112502042808,0.17322
ENSG00000117632,STMN1,DEE,0.8358116384598897,0.3470341222069514,,0.5837122050673893,0.63989
ENSG00000117640,MTFR1L,DEE,0.950123391407513,0.729754950931978,0.3419522944738129,0.7937940486603917,
ENSG00000117643,MAN1C1,DEE,0.5418366621525796,0.7962169400357868,0.6395057608364071,0.919375941159542,
ENSG00000117650,NEK2,DEE,0.9955745828324152,0.8082147398497325,0.524987550258292,0.9284061691328204,
ENSG00000117676,RPS6KA1,DEE,0.4305793968426211,0.7276968325676751,0.0994851604998024,0.3431908319805995,0.40948
ENSG00000117682,DHDDS,DEE,0.0092832174846012,0.1644880033530078,0.7600665598721273,0.0140861266778052,
ENSG00000117691,NENF,DEE,0.502667631074573,0.9396434047814324,0.3490569695598363,0.6874262323988323,
ENSG00000117697,NSL1,DEE,0.0562491706917763,0.2531377342203821,0.7566232616158881,0.1646249234660328,
ENSG00000117707,PROX1,DEE,0.1597075171772068,0.3763921693870412,0.8274515260883102,0.5246602616699914,0.38567
ENSG00000117713,ARID1A,DEE,0.0473486536951847,0.846961409181775,0.9799993331139524,0.2624928704119096,
ENSG00000117724,CENPF,DEE,0.0171387475166188,0.6246810891254664,0.0868771975942439,0.0441482903775304,
ENSG00000117748,RPA2,DEE,0.683773965237265,0.1331593849891978,0.9134640782471176,0.4878615044022589,
ENSG00000117751,PPP1R8,DEE,0.4602079381147472,0.3261381290397384,0.4605714345196278,0.3227350200321696,0.031988
ENSG00000117758,STX12,DEE,0.7460828375628796,0.0992864350959622,0.7457520159758952,0.4099856869705601,
ENSG00000117834,SLC5A9,DEE,0.2344814448622338,0.2938197491504892,0.3252215851078686,0.4110817005158164,
ENSG00000117859,OSBPL9,DEE,0.0972307747387029,0.910664546748954,0.0051976155101051,0.0156024592141021,0.11621
ENSG00000117862,TXNDC12,DEE,0.6686232938931611,0.5374985398126739,0.4617741041816529,0.7940456213605066,
ENSG00000117899,MESD,DEE,0.775494187588913,0.2953474174321459,0.9633908257815724,0.7724072847524106,
ENSG00000117906,RCN2,DEE,0.8833742701990691,0.8432673425400276,,0.934045404148382,
ENSG00000117971,CHRNB4,DEE,0.4371439786466585,0.5488766664190229,0.8108681312273648,0.7985631751617399,
ENSG00000117983,MUC5B,DEE,0.3927248891172046,0.056068626794828,0.3534720950069546,0.1590879619058171,
ENSG00000117984,CTSD,DEE,0.8284630434451394,0.7946880146888752,0.8570913185572984,0.9811506686437448,
ENSG00000118004,COLEC11,DEE,0.9092467657595632,0.8583486722702718,0.9873667232825608,0.9980557302089624,
ENSG00000118007,STAG1,DEE,0.0424518898047005,0.4121022044741734,0.9956732544993993,0.1502371677008424,0.79689
ENSG00000118017,A4GNT,DEE,0.37996780266601,0.4515282847027604,0.7815250940732176,0.6774495104304934,
ENSG00000118046,STK11,DEE,0.9208781938912936,0.9126775642586372,0.8737575802503595,0.9971770569600962,0.75973
ENSG00000118058,KMT2A,DEE,0.1342413054536032,0.7275794293913945,0.9626580889592812,0.4769371551091701,0.38101
ENSG00000118094,TREH,DEE,0.8192803787893547,0.6021400816930849,0.4967703273220278,0.8589412861145036,
ENSG00000118096,IFT46,DEE,0.4583729478958782,0.0637131548037441,0.5153934188946576,0.2563597237281986,
ENSG00000118113,MMP8,DEE,0.838143350759876,0.9351305070270072,0.7627709496031322,0.984953922945946,
ENSG00000118137,APOA1,DEE,0.7624614639416414,0.5955499766564207,0.6555120849937013,0.9068518724997616,0.8922
ENSG00000118156,ZNF541,DEE,0.8871657122785038,0.116753570516739,0.4699788044659067,0.3869176738592641,
ENSG00000118160,SLC8A2,DEE,0.99030987534213,0.9763944350274004,,0.9992126610826182,
ENSG00000118162,KPTN,DEE,0.0725080824748174,0.7623106190189529,0.9350661884034316,0.3371558519748697,
ENSG00000118181,RPS25,DEE,0.5392012882831477,0.6440668094246229,,0.7610408153091042,0.85281
ENSG00000118193,KIF14,DEE,0.3150094754773941,0.7967618829168212,0.1801036845908969,0.359766071828535,
ENSG00000118194,TNNT2,DEE,0.8830982040958475,0.147740187735194,0.9300222851082784,0.5396527640105903,
ENSG00000118197,DDX59,DEE,0.9715027420342428,0.684400112785654,0.7106857275704483,0.9635379293839196,
ENSG00000118200,CAMSAP2,DEE,0.6304032507156878,0.348180152628288,0.0760699051757139,0.2401735997433143,0.7277
ENSG00000118217,ATF6,DEE,0.7677675370554718,0.8815904714285117,0.5514327487419566,0.93276385063938,
ENSG00000118231,CRYGD,DEE,0.3632201973990243,0.0074247944603696,0.5630870719398694,0.0510717250626943,
ENSG00000118242,MREG,DEE,0.7559783096237926,0.0463721288277369,0.1160119649312596,0.0735909234056918,
ENSG00000118245,TNP1,DEE,0.673904861111082,0.5244354910684521,0.8689695414740454,0.9015648456435228,
ENSG00000118246,FASTKD2,DEE,0.8061556418181633,0.0511732431965592,0.0900046159809939,0.0622707036718766,
ENSG00000118257,NRP2,DEE,0.511496907794542,0.310192502042493,0.3732647178451987,0.4847789661558148,0.52221
ENSG00000118260,CREB1,DEE,0.7291909278322484,0.6253137283926341,0.7544678798689343,0.9600248256063958,0.39092
ENSG00000118263,KLF7,DEE,0.6945055803525406,0.1705112032759516,,0.3221799764272157,0.59291
ENSG00000118271,TTR,DEE,0.7424767393384555,0.9574372480898052,,0.9415672471803488,
ENSG00000118276,B4GALT6,DEE,0.6842562522351749,0.0926410426587584,,0.2398550521948496,
ENSG00000118292,C1orf54,DEE,0.8830455130368164,0.2225136923275899,0.8914289045042607,0.6729841400436652,
ENSG00000118298,CA14,DEE,0.9145073166260114,0.9193255138012614,0.7653259597007911,0.9899873913867316,
ENSG00000118322,ATP10B,DEE,0.0032137374913835,0.4734190327236702,0.0401788534832043,0.0047088876379048,
ENSG00000118363,SPCS2,DEE,0.6196405839101662,0.7058579538378618,0.9403971983442336,0.6339005043639039,0.38798
ENSG00000118369,USP35,DEE,0.8542133666002175,0.1898599642575898,0.789119168098836,0.6084783833402339,
ENSG00000118402,ELOVL4,DEE,0.8303653453055893,0.7010788364067998,0.8164703480689456,0.9492613465191332,
ENSG00000118407,FILIP1,DEE,0.2142977644650741,0.408174818450569,0.6992292110998597,0.4915412263280525,
ENSG00000118418,HMGN3,DEE,0.8414998527478623,0.999149879707426,,0.9790206190671912,
ENSG00000118420,UBE3D,DEE,0.7102718975192827,0.6438120245908097,0.8815718903295667,0.9341327740856716,
ENSG00000118432,CNR1,DEE,0.6667035954808469,0.7577202663761535,0.0233809402219112,0.1394353985821184,0.37091
ENSG00000118434,SPACA1,DEE,0.8382259867984888,0.5389768023439221,0.9144658648725889,0.9273822192882004,0.30853
ENSG00000118454,ANKRD13C,DEE,0.0195308809683804,0.2313362036400728,0.6269562734841236,0.0674839026602148,0.2305
ENSG00000118473,SGIP1,DEE,0.6270259724083909,0.3678580857226449,0.0133956274723928,0.0703316201550897,
ENSG00000118482,PHF3,DEE,0.3547697412863374,0.5761156137955432,0.642354676873702,0.6996760997685691,
ENSG00000118491,ZC2HC1B,DEE,0.4660451931455927,0.5542227346472683,0.7124708869163665,0.7610696445482826,
ENSG00000118495,PLAGL1,DEE,0.1049516524930334,0.5534073077035266,0.8189743012547039,0.4023649424142266,
ENSG00000118496,FBXO30,DEE,0.9338745551342368,0.1231438438160871,0.867354248796772,0.4725247516401881,
ENSG00000118503,TNFAIP3,DEE,0.0858595690883986,0.1499488842286935,0.901000995698136,0.1747296112684441,
ENSG00000118507,AKAP7,DEE,0.1920281001838811,0.9139942764708248,0.7827657269947526,0.6209008734323065,
ENSG00000118508,RAB32,DEE,0.7956193393873386,0.3790439284192166,0.3059938732858338,0.6274939479397761,
ENSG00000118514,ALDH8A1,DEE,0.8963736471146935,0.8893214023770271,0.0161597382142312,0.1142678791241854,
ENSG00000118515,SGK1,DEE,0.0400037244389363,0.2261639601605288,0.3453480884699821,0.0522757791185645,0.20535
ENSG00000118518,RNF146,DEE,0.3779293180164664,0.5930550794364426,0.8376903008479291,0.7911195726564053,
ENSG00000118520,ARG1,DEE,0.7916177897154179,0.91696478601132,0.2348085765442593,0.6193929872215542,
ENSG00000118526,TCF21,DEE,0.7284321782041328,0.095410026332013,,0.2438033903484656,0.0022232
ENSG00000118557,PMFBP1,DEE,0.6106347351554475,0.0144329540706177,0.5009525144030126,0.1006334123297723,
ENSG00000118564,FBXL5,DEE,0.5933700254035414,0.6473155690051455,0.9715814329808036,0.922874681270292,0.73617
ENSG00000118579,MED28,DEE,0.914144133170636,0.4603335463870169,0.8025434964609764,0.8522923801377815,
ENSG00000118596,SLC16A7,DEE,0.0807559796258767,0.8470984122962423,0.0932611462160452,0.0818253030949303,
ENSG00000118600,RXYLT1,DEE,0.3567611994360665,0.5896258506657013,0.4826416089885426,0.625980943265195,0.43444
ENSG00000118620,ZNF430,DEE,0.7199292447995324,0.7078208136251896,0.5124825258503954,0.8658655557254094,
ENSG00000118640,VAMP8,DEE,0.9123837981895038,0.2124369329748,,0.4501108244518487,
ENSG00000118655,DCLRE1B,DEE,0.8373097397506557,0.7460597627787053,0.704683600864456,0.9710539990923538,
ENSG00000118680,MYL12B,DEE,0.9041152843077476,0.6531876192063326,,0.8960138681598436,0.33829
ENSG00000118689,FOXO3,DEE,0.9995763159412164,0.2680939545753337,0.8169235485581057,0.7021537352310614,
ENSG00000118690,ARMC2,DEE,0.2952768011065937,0.3784468976493634,0.4316702177526221,0.450702724947477,
ENSG00000118702,GHRH,DEE,0.9674111415120312,0.655701089226324,0.0708416661044475,0.2673362693432292,
ENSG00000118705,RPN2,DEE,0.955499969293918,0.4728825274666245,0.9007156023516989,0.9083939131369946,
ENSG00000118707,TGIF2,DEE,0.6899998341385102,0.8750499999401552,0.7400012744398827,0.9610297537041206,
ENSG00000118729,CASQ2,DEE,0.0248256281223099,0.7910274254141939,0.8726393446849338,0.1556751300866497,
ENSG00000118733,OLFM3,DEE,0.0212112345973682,0.0032554775511989,0.0251868977494116,0.0001340467619453,
ENSG00000118762,PKD2,DEE,0.0546989232641273,0.5163180139259492,0.6428144589714491,0.2392282152051108,
ENSG00000118777,ABCG2,DEE,0.9067430714049596,0.8723484911514995,0.8697328519213039,0.9957521202516452,
ENSG00000118785,SPP1,DEE,0.0009476729274921,0.263078362932662,0.3728955733689968,0.0047552408081032,
ENSG00000118804,STBD1,DEE,0.4411655490381905,0.1548714613026786,0.8055218792230953,0.4546847146273957,
ENSG00000118816,CCNI,DEE,0.4580772566506127,0.1185717517133966,0.8889845059509598,0.3893076321530878,
ENSG00000118849,RARRES1,DEE,0.9766147388845874,0.4961313555949926,0.9649823363025448,0.923561297929446,
ENSG00000118873,RAB3GAP2,DEE,0.7493288203616366,0.2587561914239837,0.3957763844609488,0.5898902124886289,
ENSG00000118894,EEF2KMT,DEE,0.948476428739846,0.941465579681702,0.1266591822189919,0.4994099693311856,
ENSG00000118898,PPL,DEE,0.0323255262207275,0.9120457206975424,0.2540055612475868,0.1130543037075016,
ENSG00000118900,UBN1,DEE,0.4546687396218041,0.8767888270080815,0.6037682208969503,0.8776536067349782,
ENSG00000118922,KLF12,DEE,0.6830159058375113,0.8610485900161755,,0.859261670136775,0.60827
ENSG00000118939,UCHL3,DEE,0.5151640588842312,0.6563321908939648,0.8510850870785781,0.8385758253082249,
ENSG00000118946,PCDH17,DEE,0.6552144201123038,0.4751045847898798,0.2594139587671322,0.5784961400934239,
ENSG00000118960,HS1BP3,DEE,0.2618655877753751,0.8142629059111323,0.098443888684543,0.1853047311778003,
ENSG00000118961,LDAH,DEE,0.7870843112234347,0.4867766927148396,0.2489401078196999,0.5799198837302594,
ENSG00000118965,WDR35,DEE,0.4780900244678367,0.8820556409674627,0.1251641889176109,0.4080922773985495,
ENSG00000118971,CCND2,DEE,0.9406611694608024,0.9018081604510112,,0.990052545981476,0.71526
ENSG00000118972,FGF23,DEE,0.9265988068177726,0.5877131358477572,0.9876321637856028,0.9599921142098604,
ENSG00000118985,ELL2,DEE,0.832253236685245,0.7491261024848277,0.5541139456020292,0.913848804806936,
ENSG00000118997,DNAH7,DEE,0.2562061987036654,0.6877715470539463,0.7371101393086734,0.6556873043269275,
ENSG00000119004,CYP20A1,DEE,0.4520853281179541,0.4688038319179398,0.2039299731300198,0.4476099596492098,
ENSG00000119013,NDUFB3,DEE,0.9860117653224296,0.2254086608113818,0.207640925312674,0.4173232340017785,
ENSG00000119041,GTF3C3,DEE,0.7253055195607974,0.8402157939341559,0.10294367304451,0.3983135944483809,0.53186
ENSG00000119042,SATB2,DEE,0.869257773787409,0.8655745570458999,,0.969538305650461,0.83744
ENSG00000119048,UBE2B,DEE,0.6526721365864506,0.8023985289457563,,0.8929566421623844,0.46302
ENSG00000119121,TRPM6,DEE,0.3118925655505156,0.2866749161055568,0.6296792683573482,0.4911376903111922,
ENSG00000119125,GDA,DEE,0.8786052104874195,0.1305280611085938,,0.2946908115599052,
ENSG00000119138,KLF9,DEE,0.7018308044318049,0.5807931329519116,,0.8337642428295196,0.62072
ENSG00000119139,TJP2,DEE,0.5190242881921581,0.1652022340800936,,0.333781736167225,
ENSG00000119185,ITGB1BP1,DEE,0.7933179786269843,0.0988194780845636,0.8167942679872329,0.4145855430136019,
ENSG00000119203,CPSF3,DEE,0.8667649087313655,0.5960219404755556,0.7995145964677106,0.9318419007951856,0.85163
ENSG00000119227,PIGZ,DEE,0.1335049982636002,0.172687576691524,0.111894264839858,0.0842286280090763,
ENSG00000119231,SENP5,DEE,0.1080515367439251,0.2356476626067501,0.3798830196827233,0.382724396957966,0.072799
ENSG00000119242,CCDC92,DEE,0.9724334863246096,0.3634883714899339,0.0983514306537522,0.3637306426729357,
ENSG00000119280,C1orf198,DEE,0.8498179089005438,0.5381878458978717,0.8714771947824903,0.9311506607527866,0.71886
ENSG00000119283,TRIM67,DEE,0.3747410361441727,0.6993836066148869,0.8854495531239386,0.8250050289216236,
ENSG00000119285,HEATR1,DEE,0.3525612404890621,0.4475407258986145,0.956308238614616,0.7123869611579364,
ENSG00000119314,PTBP3,DEE,0.937067493843666,0.6199535675488572,0.4997331231026592,0.8472529325329299,0.66432
ENSG00000119318,RAD23B,DEE,0.6676272687267331,0.1353061507047302,0.7784575972853046,0.4855025477810405,
ENSG00000119321,FKBP15,DEE,0.8108719370003042,0.333595852665458,0.9300123133635532,0.8056129272886348,0.056851
ENSG00000119326,CTNNAL1,DEE,0.7660503597547581,0.2762201096686343,0.0117692868025673,0.0424522476832656,
ENSG00000119335,SET,DEE,0.8157295358252297,0.2261239077637234,,0.393162330621188,0.6998
ENSG00000119383,PTPA,DEE,0.976654913355426,0.7049191219736063,,0.9300480662632044,
ENSG00000119392,GLE1,DEE,0.003225384533853,0.4713608852276554,0.1901182000639468,0.0251248736368164,0.28804
ENSG00000119396,RAB14,DEE,0.7723584889754148,0.9179844426978384,,0.953986913313462,0.12039
ENSG00000119397,CNTRL,DEE,0.9454851420256531,0.3228438294445888,0.4110944115511555,0.6151844971778211,
ENSG00000119401,TRIM32,DEE,0.7194488939969836,0.6239115763007665,0.56098838505013,0.8646079155698831,
ENSG00000119402,FBXW2,DEE,0.8529655051826265,0.0021915665745152,0.990750032857974,0.0074773884603761,0.42482
ENSG00000119403,PHF19,DEE,0.9669468872304704,0.8630064723581119,0.982630642506066,0.9984529203269276,0.64631
ENSG00000119408,NEK6,DEE,0.7787202142950193,0.4374825765700695,0.954035459700512,0.892115327428315,0.20589
ENSG00000119411,BSPRY,DEE,0.0003054173092228,0.1372274401602901,0.6879249199988366,0.0013857892365489,
ENSG00000119414,PPP6C,DEE,0.0033373721026941,0.8705255189001697,0.8440290639930413,0.00142368863476,0.76849
ENSG00000119421,NDUFA8,DEE,0.6194861964394061,0.4964707803160285,0.7568158989287822,0.8392497089195736,
ENSG00000119431,HDHD3,DEE,0.0315463611135864,0.0153409124880437,0.3640794166513423,0.0143677676119707,
ENSG00000119446,RBM18,DEE,0.7945948912299883,0.2825786865791859,0.732856405957498,0.6390934492037097,
ENSG00000119457,SLC46A2,DEE,0.0029486732631959,0.1572892748852903,0.2565668758545369,0.0097340980657803,
ENSG00000119471,HSDL2,DEE,0.1249882735319279,0.7930730287258895,0.0555518405813393,0.0294715466228471,
ENSG00000119487,MAPKAP1,DEE,0.0191708901284799,0.6995864471376894,,0.0628958628005445,0.27367
ENSG00000119508,NR4A3,DEE,0.4631335721063039,0.905025519887182,0.9570871851238136,0.905997878260716,
ENSG00000119509,INVS,DEE,0.0012957029602038,0.155576512429122,0.675726647983889,0.0063637833232625,
ENSG00000119514,GALNT12,DEE,0.9347119542862729,0.3599651720053676,0.9464932700956892,0.8384707713281112,
ENSG00000119522,DENND1A,DEE,0.1954751290807755,0.710351266534655,0.0099633868761751,0.031440389808395,
ENSG00000119523,ALG2,DEE,0.032197197629431,0.2057985245347417,0.6235884969234075,0.1098708322151667,
ENSG00000119535,CSF3R,DEE,0.872115696265469,0.0479451719765157,0.5260585059951223,0.2526146948388935,
ENSG00000119537,KDSR,DEE,0.566260647407717,0.0899866543395024,0.7064077030897856,0.3873291219025995,
ENSG00000119541,VPS4B,DEE,0.6036204560818232,0.6333703866112009,0.6058853574971228,0.8661816677247942,0.27194
ENSG00000119559,C19orf25,DEE,0.6149955802637886,0.6367553643260693,0.5667290318094903,0.8967312664755094,
ENSG00000119574,ZBTB45,DEE,0.0515206954013705,0.4399067234676914,0.6630071631890685,0.21788628255811,0.7166
ENSG00000119596,YLPM1,DEE,1.1538479551272005e-06,0.8790982907646192,0.1269984702926775,3.0759863737740453e-06,0.56507
ENSG00000119599,DCAF4,DEE,0.2600819957107952,0.9868068393803572,0.9445953361381852,0.7342780729018739,
ENSG00000119608,PROX2,DEE,0.8588786656948073,0.2036458326802657,0.6685074924899087,0.6391106915276598,
ENSG00000119616,FCF1,DEE,0.8358790005243217,0.4494389757639406,0.6839582869300249,0.7856319667768223,
ENSG00000119630,PGF,DEE,0.0008243329071558,0.6494666260823374,,0.0033779848819274,
ENSG00000119632,IFI27L2,DEE,0.0137922751456835,0.7662346090261127,0.896999757624571,0.0991848020538886,
ENSG00000119636,BBOF1,DEE,0.744567305996788,0.5991817728839617,0.090368304448159,0.3711876180726866,
ENSG00000119638,NEK9,DEE,0.779630704752277,0.4136083001325602,0.819649772446806,0.8323600917113569,0.12857
ENSG00000119640,ACYP1,DEE,0.4143421859259872,0.1000165512770475,0.7626591089318705,0.4031764417796339,
ENSG00000119650,IFT43,DEE,0.979193804471734,0.6563967617490236,0.4911740402984927,0.8440565355537661,
ENSG00000119655,NPC2,DEE,0.6554194091434742,0.6015452790709037,0.9292824535329816,0.9158243398733628,
ENSG00000119661,DNAL1,DEE,0.9363693915313972,0.4665520714096123,0.9787869669608016,0.865941027295944,
ENSG00000119673,ACOT2,DEE,0.7243068742318213,0.3310722723398462,0.3479836067252918,0.5839940821168819,
ENSG00000119681,LTBP2,DEE,0.1924293507041343,0.0127775775467747,0.1576848033789745,0.0104091443347327,
ENSG00000119682,AREL1,DEE,0.0430640484478685,0.1668436484188782,0.5938782798308674,0.0933414980626416,
ENSG00000119684,MLH3,DEE,0.7561379145005986,0.2591339866773217,0.2787213745509265,0.4730093826829747,
ENSG00000119685,TTLL5,DEE,0.0080396493432347,0.6247368593596212,0.8317922608620375,0.0570659199461664,
ENSG00000119686,FLVCR2,DEE,0.1158185070430388,0.3725246593455421,0.8390109652705298,0.3681553289367341,
ENSG00000119688,ABCD4,DEE,0.6532985174097243,0.6137567702891351,0.3782524235430287,0.7553397183877841,
ENSG00000119689,DLST,DEE,0.001354904871458,0.0566671014144254,,0.0004168928993502,
ENSG00000119698,PPP4R4,DEE,0.9489115078017164,0.2619312237166684,0.8772383674753244,0.728471510436391,
ENSG00000119699,TGFB3,DEE,0.9736426790369552,0.7098425522497805,,0.9305023493245604,0.11975
ENSG00000119703,ZC2HC1C,DEE,0.8484213077835779,0.1304645958719397,0.7730794507498768,0.4407410438764917,
ENSG00000119705,SLIRP,DEE,0.9302142511802478,0.110754820414527,0.5030617746998306,0.3986275528137658,
ENSG00000119707,RBM25,DEE,0.4751072546794667,0.4325845401815121,0.6846819826411356,0.7066761189593795,0.66893
ENSG00000119711,ALDH6A1,DEE,0.7180172656401169,0.14359023747629,0.6406867144399495,0.4624596007350929,
ENSG00000119714,GPR68,DEE,0.9832328947966676,0.0364585262271431,0.3169952284904224,0.133511855763348,0.68051
ENSG00000119718,EIF2B2,DEE,0.039361709715421,0.2279247156801025,0.3393396388778655,0.1623350162723569,
ENSG00000119720,NRDE2,DEE,0.0231168448028901,0.05078443426889,0.1951379529219096,0.0120396797796644,
ENSG00000119723,COQ6,DEE,0.7534786585769846,0.2183155874345054,0.292419495096237,0.430534863327213,
ENSG00000119725,ZNF410,DEE,0.6736698369023284,0.6181280058337031,0.8093945826633606,0.919136736587095,
ENSG00000119729,RHOQ,DEE,0.5530691650664761,0.3105245720459141,,0.5698672673346727,
ENSG00000119737,GPR75,DEE,0.2413860617631524,0.0329480854990232,0.1472008014387129,0.0530636779852005,
ENSG00000119760,SUPT7L,DEE,0.9936217749650263,0.29700745572503,0.482638851946048,0.6638386496360199,
ENSG00000119771,KLHL29,DEE,0.704458776518512,0.198813907324055,0.9781562094556298,0.5866440167663546,
ENSG00000119777,TMEM214,DEE,0.43317327872017,0.1167523234140848,0.984205912281826,0.3406739096710288,
ENSG00000119778,ATAD2B,DEE,0.1344971963269758,0.0925609739431097,0.0882652055067615,0.0620137515525816,
ENSG00000119782,FKBP1B,DEE,0.988981542026474,0.1049751099421443,,0.225200355250564,0.52378
ENSG00000119787,ATL2,DEE,0.1036120525630291,0.1236582329078102,0.4036564846216661,0.11811487643473,
ENSG00000119801,YPEL5,DEE,0.5351951551557776,0.2984418367031409,,0.3658183249613598,0.33401
ENSG00000119812,FAM98A,DEE,0.6664655977120697,0.513891073018721,0.7158711021798392,0.897427866593885,
ENSG00000119820,YIPF4,DEE,0.7973660009927432,0.0694643187268982,,0.1809325100201675,
ENSG00000119844,AFTPH,DEE,0.7199052541156694,0.5548299765632833,0.7798563620709557,0.9149681588826426,
ENSG00000119862,LGALSL,DEE,0.2231362285052136,0.5821963670902679,,0.3110115108603611,
ENSG00000119865,CNRIP1,DEE,0.8253095232709879,0.054643011260532,,0.1540830938198022,
ENSG00000119866,BCL11A,DEE,0.955278734751817,0.8532030157240635,,0.9826383400945908,
ENSG00000119878,CRIPT,DEE,0.8510685614341439,0.4661935803973738,0.1391023012533127,0.442552178360774,
ENSG00000119888,EPCAM,DEE,0.9677038847436564,0.404848504843264,0.6740810548302762,0.8694778932324705,
ENSG00000119899,SLC17A5,DEE,0.09543209778166,0.6581873146316164,0.1698959647534278,0.2506206093700174,
ENSG00000119906,SLF2,DEE,0.5653766153104136,0.0614894592377034,0.895938316779935,0.2916969474324861,
ENSG00000119912,IDE,DEE,0.0139993827142331,0.6844461380029825,0.183871006777892,0.0549120118012474,
ENSG00000119913,TECTB,DEE,0.6414278343491242,0.0056855987008659,0.5019175840310226,0.0460882332533146,
ENSG00000119915,ELOVL3,DEE,0.6283041465461274,0.4459540865687806,0.8079722909288068,0.8453014141516889,
ENSG00000119917,IFIT3,DEE,0.3212455218303642,0.1975176294705603,0.4085024816195113,0.3378324740407895,
ENSG00000119919,NKX2-3,DEE,0.1337042741407623,0.2173834748988446,,0.1642640564054069,
ENSG00000119922,IFIT2,DEE,0.2489635020541662,0.0128504129445376,0.1871856831308901,0.0486749548163214,
ENSG00000119927,GPAM,DEE,0.8977428818877715,0.3273335984221163,0.1874009425525195,0.446493635483828,
ENSG00000119929,CUTC,DEE,0.5517180875339467,0.2783483440571536,0.2926264563932068,0.5097315845987394,
ENSG00000119938,PPP1R3C,DEE,0.633318010419888,0.2275876892677753,0.6009257380580122,0.4872346042007288,
ENSG00000119943,PYROXD2,DEE,0.6353998870667457,0.475470318787493,0.3630026447815234,0.7033152002230458,
ENSG00000119946,CNNM1,DEE,0.994813049672187,0.0356795926498347,0.9134355139809166,0.212752876476671,
ENSG00000119950,MXI1,DEE,0.7899527914493425,0.5083267328164595,,0.7882083873506426,
ENSG00000119953,SMNDC1,DEE,0.7522389388630941,0.1602218971559411,,0.3587576217459073,0.33706
ENSG00000119965,C10orf88,DEE,0.93181182608842,0.2636414323211511,0.6858549577800614,0.7096752624349064,
ENSG00000119969,HELLS,DEE,0.001149014480688,0.1789527138969536,0.0353319419351354,0.0015678003839156,
ENSG00000119973,PRLHR,DEE,0.239762256725619,0.5314535080421448,0.4536577966868788,0.5514196512898031,0.043914
ENSG00000119977,TCTN3,DEE,0.8900825292215124,0.2186108379560183,0.491590693690681,0.5630524704874718,
ENSG00000119986,AVPI1,DEE,0.772245731900628,0.2803802800756265,0.5381811372680716,0.6674083753649641,
ENSG00000120008,WDR11,DEE,0.9433332484382742,0.6376365894354681,0.2192384316410246,0.6311690997651848,
ENSG00000120029,ARMH3,DEE,0.8216827647709195,0.9525895652217068,0.7533319533179413,0.978895854354064,
ENSG00000120049,KCNIP2,DEE,0.9628391758819622,0.7297247937599185,0.6047050614533531,0.9532617610619862,0.34589
ENSG00000120051,CFAP58,DEE,0.903978201640046,0.2956085047135802,0.6449646984505375,0.7426314895482635,
ENSG00000120053,GOT1,DEE,0.4747416508206621,0.4376998356118322,0.8385928880970915,0.76586953972134,0.44073
ENSG00000120054,CPN1,DEE,0.7664002744857606,0.5600953283003272,0.1059873683639882,0.3352542800710756,
ENSG00000120057,SFRP5,DEE,0.9369931293761667,0.759004142355285,0.8978460840628686,0.9911884939392562,
ENSG00000120063,GNA13,DEE,0.5487226049807852,0.2016347435322367,,0.4243264137765584,0.60418
ENSG00000120071,KANSL1,DEE,0.2639429779064032,0.4276651688700152,5.844151212829734e-10,1.1799880906932973e-08,
ENSG00000120075,HOXB5,DEE,0.8626697654730983,0.2120984594550097,0.9822607362626272,0.6582198644483888,0.1066
ENSG00000120088,CRHR1,DEE,0.859372690342758,0.5726292460908626,0.241565082142512,0.5563393050339112,0.099324
ENSG00000120093,HOXB3,DEE,0.1077183330034195,0.7435532323152141,0.5738150558575152,0.3919475267843798,
ENSG00000120094,HOXB1,DEE,0.7093231592958904,0.8322850340787502,0.4016795321497979,0.8540495519532358,
