Gene ID,Gene Name,Group,# of Variants,Constraint p-value,GERP p-value,Pathogenicity p-value,pLoF p-value,Missense p-value,Unified Model p-value,SCHEMA p-value
ENSG00000006459,KDM7A,meta,223,0.9788766222137012,0.8615434211501457,0.1276196981376814,0.0300570619255979,0.5639798330025724,0.4421511675964061,0.567
ENSG00000006468,ETV1,meta,191,0.085689359423293,0.6365268039127568,0.5227707418506415,0.4073888240395334,0.2707295520865269,0.3579783944644662,0.2
ENSG00000006530,AGK,meta,140,0.9823844082541324,0.6301337292701118,0.9742315740898588,0.7168967581688073,0.0008751023032862,0.5567938722260102,0.0555
ENSG00000006534,ALDH3B1,meta,119,0.3858064419536297,0.0691269835502227,0.5096971218492159,0.2909949810622128,0.2599485892193607,0.3873535634124742,1.0
ENSG00000006555,TTC22,meta,102,0.5122309418451371,0.9366979014148636,0.3682557297454389,0.4015256953428657,0.223432168472348,0.714999757497793,0.745
ENSG00000006576,PHTF2,meta,126,0.0162044225457585,0.8748218653517424,0.0122864630313356,0.3042026303684502,0.0054008948473176,0.0156170446865438,0.599
ENSG00000006606,CCL26,meta,25,0.542686050068991,0.5807236061380465,0.022086990575967,0.8337687188222694,0.0603486626929548,0.1724837467414821,1.0
ENSG00000006607,FARP2,meta,374,0.7305891189917288,0.4701486692341162,0.4539546475002473,0.1076985129115405,0.0001467362380377,0.800383259193955,0.635
ENSG00000006611,USH1C,meta,384,0.0762438320414064,0.0411609706851521,0.7129099882178989,0.0163164982866704,0.0317736028955294,0.112972376888269,0.871
ENSG00000006625,GGCT,meta,63,0.2149361120046711,0.9557653620254508,0.565356315329782,0.8934987624272743,0.0461916260824901,0.5833175544458061,0.333
ENSG00000006634,DBF4,meta,197,0.96873438589641,0.6184343888431592,0.6670383053213487,0.8069190435731848,0.7084041169977253,0.9678040814508628,1.0
ENSG00000006638,TBXA2R,meta,137,0.4003774496298609,0.7100510425593823,0.7211766321123959,0.0496407938257879,0.0186084703890803,0.9056841260598132,0.321
ENSG00000006652,IFRD1,meta,140,0.6530908836822586,0.5839716778521111,0.6016963595969209,0.0357689749738204,0.1615058702950994,0.8133382945395475,0.0634
ENSG00000006659,LGALS14,meta,66,0.205780296618775,0.3066097823000288,0.1283015680784917,0.5337786604880976,0.1116559389412296,0.2757458080650422,0.682
ENSG00000006695,COX10,meta,169,0.0002780308387325,0.1401989084878886,0.3833266511138322,0.1011255828264088,0.3201714144080549,0.0042705890000849,0.623
ENSG00000006704,GTF2IRD1,meta,250,0.2698348415298103,0.560096725417065,0.6026079070649579,0.2105982107605865,0.4553561722452171,0.6984119051726048,0.344
ENSG00000006712,PAF1,meta,166,0.5573811944321672,0.0648959345261131,0.5326432389704372,0.0092207874308108,0.0727458132204887,0.2583792449433151,0.811
ENSG00000006715,VPS41,meta,252,0.1990827473445327,0.4468257186117389,0.2591028387463823,0.0212185594708897,0.0049735076981449,0.4340203641486454,0.924
ENSG00000006740,ARHGAP44,meta,205,0.4727721838184051,0.2590026546127842,0.029471042867502,0.6806996626537751,0.0731444425303247,0.1407890782064486,0.886
ENSG00000006744,ELAC2,meta,379,0.2684625474830409,0.3603419859180963,0.7382916166626641,0.7370350633259044,0.7191000561586958,0.8149884435526535,0.298
ENSG00000006747,SCIN,meta,175,0.01628095114449,0.1739261266762564,0.4896551089165701,0.0001867358193065,0.2939999287681816,0.0322182804295014,0.0818
ENSG00000006788,MYH13,meta,776,0.4015451118941529,0.4331207654785352,0.0933213320249582,0.520988474305272,0.5320356087833503,0.4141726729183629,0.975
ENSG00000006831,ADIPOR2,meta,83,0.7929600984482399,0.0590954041839889,0.1635316485472788,0.2231929232304946,0.1244318716421478,0.1223445302329394,0.085
ENSG00000006837,CDKL3,meta,118,0.2082817469633756,0.8185887295538813,0.4622297963516288,0.2129274901007619,0.0922528087124473,0.6844337215458118,1.0
ENSG00000007001,UPP2,meta,123,0.7338625982069877,0.1567860905139853,0.6954957324901758,0.4642778162624889,0.0033740630891585,0.5431452881317129,0.749
ENSG00000007038,PRSS21,meta,121,0.4549118370818066,0.3797917775259636,0.2884300191272699,0.0606104484988697,0.7177929735203961,0.4537810224881011,0.906
ENSG00000007047,MARK4,meta,195,0.7603325832958858,0.2187625277338517,0.3052563048290024,0.6089168917224543,0.168577331722863,0.5414113861090839,0.966
ENSG00000007062,PROM1,meta,307,0.6573856058684737,0.0454655663426909,0.9018945308132016,0.5154757261256706,0.9044675673415756,0.0210064496370485,0.0016
ENSG00000007080,CCDC124,meta,67,0.647852236495789,0.1479567115257443,0.2778058063677772,0.4024499736552123,0.1030909083043472,0.3820515663213352,0.796
ENSG00000007129,CEACAM21,meta,130,0.4725380476667608,0.1311055972808964,0.0976265800044554,0.053552643214824,0.0199494396103747,0.2628656795014599,0.263
ENSG00000007168,PAFAH1B1,meta,55,0.0132260283905728,0.1731282678322732,0.8143401653422079,0.2664769927889563,0.3928023844728089,0.0174458623753846,0.388
ENSG00000007171,NOS2,meta,326,0.1214352021467724,0.4102453073280436,0.8902934641492763,0.0101094821022416,0.0645306621742061,0.3503711016346818,0.49
ENSG00000007174,DNAH9,meta,1751,0.4608828397022123,0.4775874844368816,0.6578939471807541,3.67342918299474e-07,6.107398969660867e-10,0.6737159566246131,0.135
ENSG00000007202,BLTP2,meta,804,0.8484519172805056,0.6817126873317015,0.3851756633562916,0.0727998003129364,1.4432933776693036e-06,0.8068396324941448,0.693
ENSG00000007216,SLC13A2,meta,272,0.553127557439091,0.6112223239737857,0.9123701623255374,0.1228169447926438,0.0973301389598428,0.6165095617259088,0.689
ENSG00000007237,GAS7,meta,124,0.7642221544231249,0.5797793850623508,0.4187069047670065,0.0084195510360127,0.2883342967275898,0.2454795179096242,0.00825
ENSG00000007255,TRAPPC6A,meta,63,0.583837860746824,0.5421292204717523,0.1071646525550931,0.491780597689473,0.9070502923254522,0.3384614236252588,0.0274
ENSG00000007264,MATK,meta,141,0.7007057091705662,0.2943176735473279,0.0653385506539292,0.0001814123724642,0.9309645744222804,0.0176857707279646,0.0946
ENSG00000007306,CEACAM7,meta,120,0.0299552008700353,0.3703495463353283,0.8822941458052338,0.11682021339182,0.3260933320625504,0.2224546033828447,0.485
ENSG00000007312,CD79B,meta,63,0.0074430064745054,0.1601459333682405,0.6367933177797,0.496195399975149,0.9353971594766488,0.0883222756621734,0.241
ENSG00000007314,SCN4A,meta,713,0.2798783028433798,0.7669863133747333,0.2433048121589667,0.6912763809423454,0.7496782118827514,0.6554842482175891,0.937
ENSG00000007341,ST7L,meta,180,0.7944619563833155,0.0875876831675316,0.7099274712095998,0.0368136775712069,0.0252175028760562,0.1575928444981884,0.794
ENSG00000007372,PAX6,meta,86,0.6303188358097741,0.6876050144831718,0.0578003176628907,,0.0007189118876375,0.2066460461725794,0.14
ENSG00000007376,RPUSD1,meta,140,0.1286243053476319,0.3915006261938034,0.3943791941195927,0.6008129396721928,0.037423195097591,0.3981996695002915,0.552
ENSG00000007384,RHBDF1,meta,358,0.5643503521325548,0.3236466630106558,0.3603282833153692,0.3436818835958637,0.0011160510259109,0.6046030918147806,0.446
ENSG00000007392,LUC7L,meta,146,0.8806574598051498,0.5012644404832043,0.6476936996101332,0.4565015542046512,0.1419884267306228,0.9241161578218726,0.579
ENSG00000007402,CACNA2D2,meta,311,0.6610435634551006,0.2869049553434449,0.9503821943940968,0.7545783886348416,0.0075179978382773,0.737824879580592,0.753
ENSG00000007516,BAIAP3,meta,509,0.5336524063338245,0.4244675662787581,0.7226978980044603,0.003220090395669,0.0047588911296691,0.7432279962260444,0.52
ENSG00000007520,TSR3,meta,131,0.6349872615699466,0.0776689408315742,0.6749684049792422,0.6628112103910585,0.0028538156824915,0.1977987931863536,0.115
ENSG00000007541,PIGQ,meta,266,0.698432486401052,0.2834604476309854,0.8120040842561265,0.1375849280935617,0.0851134004573581,0.3792908431589906,0.688
ENSG00000007545,CRAMP1,meta,363,0.385272718884859,0.4079594865722356,0.040694639307603,0.0178572779923698,0.7356058892861419,0.0864926538853869,0.00802
ENSG00000007908,SELE,meta,253,0.9938508577704794,0.8203327693788883,0.7103762473410127,0.932117853024147,8.233686577923294e-07,0.4198449686031705,0.341
ENSG00000007923,DNAJC11,meta,180,0.2240586567122737,0.9843104272872416,0.0626568088057207,0.6226389186683166,0.0326585148436101,0.1930706225849218,0.195
ENSG00000007933,FMO3,meta,223,0.8555085357503344,0.2412733892207223,0.5643670953434015,0.6456973545549797,0.7756920463239154,0.7692814922709796,0.577
ENSG00000007944,MYLIP,meta,152,0.6055127089734431,0.7619942354915545,0.6473768405511635,0.9334404099075038,0.0008412379145066,0.7569962097869524,0.409
ENSG00000007968,E2F2,meta,144,0.1218797749023229,0.1129723189631577,0.0361219114481938,0.0128557746914459,0.7762721396561254,0.0623592194269233,0.538
ENSG00000008018,PSMB1,meta,82,0.037035107437813,0.4172971587075322,0.3473421633909132,,0.031201636505326,0.0463363522132975,0.18
