Gene ID,Gene Name,Group,# of Variants,Constraint p-value,GERP p-value,Pathogenicity p-value,pLoF p-value,Missense p-value,Unified Model p-value,Epi25 DM p-value,Epi25 PTV p-value,G4E,Epi25 min p-value
ENSG00000183313,OR52L1,DEE,112,0.6959934940495931,0.4519768182975603,1.7144521512418456e-23,2.575536819013435e-09,1.4168504416548444e-31,0.6233412439361948,,0.14937,False,0.14937
ENSG00000183317,EPHA10,DEE,257,0.06166787748279312,0.07566225325625853,0.48768355343093484,2.341836270380432e-11,3.3003307145253444e-26,0.13837517408409872,0.84593,0.76934,False,0.76934
ENSG00000183318,SPDYE4,DEE,65,0.7195856214271241,0.328371087579443,0.06092072816791925,2.321200198169703e-07,0.1944768396300368,0.0022168402332323487,,0.0096459,False,0.0096459
ENSG00000183323,CCDC125,DEE,108,0.868895080105741,0.5355560813600759,0.42361928754030087,8.854526789769323e-05,5.375031069693717e-07,0.8770874053468759,,0.47003,False,0.47003
ENSG00000183324,REC114,DEE,81,0.4738245068069108,0.9456157278223432,0.6705570404186552,3.370040047319995e-05,4.8916712347561105e-08,0.9526676784426966,,0.88716,False,0.88716
ENSG00000183340,JRKL,DEE,93,0.9683659231042792,0.6966642954591297,0.8688773272214791,3.4022863029583095e-05,2.0989955501019663e-07,0.9686370924150358,,0.34773,False,0.34773
ENSG00000183346,CABCOCO1,DEE,45,0.11829297791851831,0.9062287222671829,0.5920503500133469,0.0015593527712559195,0.006157677657221756,0.3903890906050186,,0.96278,False,0.96278
ENSG00000183347,GBP6,DEE,131,0.6062272589122129,0.6240940346698959,0.12609667204955285,7.477970433018608e-06,1.2764741753760059e-08,0.5640293026816559,,0.35597,False,0.35597
ENSG00000183378,OVCH2,DEE,155,0.4342587777327769,0.41013862998057193,8.214248220087384e-35,8.584069081579715e-14,1.4383834750468838e-48,0.5429274893559735,,0.78578,False,0.78578
ENSG00000183379,SYNDIG1L,DEE,44,0.9658772110433549,0.3998122470180987,0.07985216339779307,,3.569542161842842e-18,0.3345985152301995,,,False,
ENSG00000183386,FHL3,DEE,77,0.9021232910427732,0.6888121003491939,0.48938233717589075,0.07653291172916857,1.2007690861884599e-05,0.900653876006182,,0.49217,False,0.49217
ENSG00000183395,PMCH,DEE,27,0.1507548828077174,0.9219995149317266,0.12913867032457896,0.009316989498829018,0.005143704557467708,0.42781988454163383,,0.25684,False,0.25684
ENSG00000183396,TMEM89,DEE,55,0.9810586196646082,0.6017389089335082,0.8491928961473116,0.10528636232414566,0.0003791002297985061,0.9875689847808234,,0.1335,False,0.1335
ENSG00000183401,CCDC159,DEE,78,0.7672575587885295,0.186612321461288,0.6488917164904208,0.002470722403048302,8.384655407447288e-06,0.631301052730624,,0.74256,False,0.74256
ENSG00000183421,RIPK4,DEE,197,0.9225387139130627,0.09518564619845168,0.7260581966369066,0.013172931151398233,1.3144279332446874e-07,0.5847216733419851,,0.52994,False,0.52994
ENSG00000183423,LRIT3,DEE,135,0.17158769586760264,0.07248839694655779,0.3969238347176247,0.05977794717825597,3.2437386831482267e-12,0.09056734728976934,,0.98624,False,0.98624
ENSG00000183431,SF3A3,DEE,53,0.8922207910954336,0.29844647108717454,0.2529652746438605,0.1468883962761325,0.030817744344904963,0.572335489844148,0.10365,0.3729,False,0.10365
ENSG00000183454,GRIN2A,DEE,236,0.7229825319207596,0.27419626148301546,0.0028883992423489064,7.373028519716578e-07,0.00939540721613326,0.004057884856154529,0.25653,0.023724,True,0.023724
ENSG00000183476,SH2D7,DEE,115,0.9244412451194781,0.11156791818311054,0.9442217049362209,1.937741001335163e-05,1.548397879492083e-06,0.37337365104174475,,0.1723,False,0.1723
ENSG00000183484,GPR132,DEE,90,0.9295962935098192,0.4958967788330264,0.6909198613913017,0.02874464700246573,1.2214613666501518e-08,0.865994508581834,,,False,
ENSG00000183486,MX2,DEE,187,0.8078561254480905,0.17929544391946425,0.5651736055348127,2.097206253939452e-08,2.1843071714161128e-12,0.4873615297077113,,0.33871,False,0.33871
ENSG00000183495,EP400,DEE,662,0.1199656590115517,0.2826738752094084,3.8105282492498037e-25,2.3085209404048606e-05,1.6093234923854786e-156,0.2526858230094564,,0.98109,True,0.98109
ENSG00000183496,MEX3B,DEE,135,0.8654621828973273,0.2392567228426247,0.8078720866626423,0.6542105799129877,0.00029675456201835437,0.7120164058633827,0.50497,,False,0.50497
ENSG00000183508,TENT5C,DEE,75,0.7188797999414434,0.7776556011176863,0.7279717720254443,0.022971234781411422,0.002575668200762083,0.9809872300352551,,0.48615,False,0.48615
ENSG00000183520,UTP11,DEE,50,0.31053057716660126,0.6231068292111732,0.15544934336865776,0.0012049363373475136,3.844342644126155e-06,0.5170301270993924,,0.83654,False,0.83654
ENSG00000183527,PSMG1,DEE,44,0.5840607060542364,0.8462949735393563,0.7784148638275212,0.008110947411391524,0.0004804093067333985,0.9576229114705328,,0.55692,False,0.55692
ENSG00000183530,PRR14L,DEE,449,0.19109052048216302,0.26622670267850107,0.523493353992829,0.001902383846380191,1.9370323136483424e-12,0.447801421560734,0.72408,0.98617,False,0.72408
ENSG00000183549,ACSM5,DEE,149,0.9671205636287064,0.17096824839799998,0.8000090377681548,1.1625552467514286e-07,1.160527738071109e-12,0.6908357725690627,,0.69139,False,0.69139
ENSG00000183559,C10orf120,DEE,101,0.9196910380503285,0.03376726979779944,0.8597007713912364,0.00018758939006453254,5.138562049987475e-11,0.2386915124882795,,0.484,False,0.484
ENSG00000183560,IZUMO1R,DEE,62,0.6377891253686307,0.6337830657814255,0.5121354483940679,2.777196405736739e-06,0.00015700047389044253,0.3679842631231019,,0.57497,False,0.57497
ENSG00000183569,SERHL2,DEE,93,0.913770608801115,0.009334299111637473,0.60864167266123,6.958155169504638e-06,3.8625297755083336e-11,0.14109614305715076,0.19546,0.75569,False,0.19546
ENSG00000183570,PCBP3,DEE,69,0.6802973843566401,0.8411317248587797,0.24439478355645752,0.0064180006808591565,6.3809572532017e-05,0.7435457616267629,,0.38872,False,0.38872
ENSG00000183571,PGPEP1L,DEE,89,0.9961556587789739,0.218209555898627,0.37988789388328004,0.0001226018970485167,4.897205395406527e-07,0.5244124558440051,,0.85508,False,0.85508
ENSG00000183576,SETD3,DEE,102,0.6969552562528503,0.4334025973015052,0.33374072371977725,0.003986538919421428,3.732618121205643e-06,0.8351149449927744,,0.61933,False,0.61933
ENSG00000183578,TNFAIP8L3,DEE,61,0.8217917073741461,0.11245223262213758,0.5997799994125084,0.0014563247694564184,1.9421879962627744e-05,0.593021661925353,,0.91409,False,0.91409
ENSG00000183579,ZNRF3,DEE,161,0.3947998407351694,0.8935245847331694,0.32533947621594295,,1.0601449309409483e-58,0.5219740504192552,,,False,
ENSG00000183580,FBXL7,DEE,86,0.5300181812292484,0.8644148196077982,0.8945310629520649,0.08688716946627767,0.00040549609063835856,0.9667606042891078,0.32877,0.24163,False,0.24163
ENSG00000183597,TANGO2,DEE,85,0.5029785212449334,0.1663690023190108,0.28194369514110484,0.01054519002001232,0.00023150026142397978,0.5994265222412472,,0.59541,True,0.59541
ENSG00000183605,SFXN4,DEE,62,0.06024863674299785,0.5668347688076709,0.9675504437002813,0.05311805006799115,8.682542751226966e-08,0.2798867616379191,,0.77247,False,0.77247
ENSG00000183607,GKN2,DEE,40,0.8746075953764895,0.8697815590016973,0.9525364439002975,0.02769414286459217,0.03495399142331052,0.9696160467542683,,0.33364,False,0.33364
ENSG00000183617,MRPL54,DEE,49,0.8605554657978206,0.6010185063766893,0.1790178241444227,0.0026203204383510492,0.01292576602125016,0.5443285180654635,,0.16517,False,0.16517
ENSG00000183621,ZNF438,DEE,203,0.5646187336870925,0.641036606491617,0.45957618559410285,1.9261410144419792e-07,4.904782473955811e-08,0.4539223427548468,,0.098431,False,0.098431
ENSG00000183624,HMCES,DEE,79,0.8002022999555898,0.10978826232147411,0.5617490046316597,0.003809955123984249,4.218710965688172e-05,0.5967841880797036,,0.76243,False,0.76243
ENSG00000183625,CCR3,DEE,86,0.3829836690126103,0.3888410006589791,0.1992099826857376,0.0018118546512998499,2.8355164464286665e-08,0.5348266765347061,,,False,
ENSG00000183638,RP1L1,DEE,1039,0.16129812069587054,0.2873681630726703,0.13483290492241598,5.7435001170649005e-27,2.0406434526136674e-62,0.2790334944005398,,0.661,False,0.661
ENSG00000183647,ZNF530,DEE,136,0.2718289968157979,0.34679063073633176,0.0214888104526018,1.0084713540630368e-07,3.722402869968848e-13,0.12271365068745219,,0.20523,False,0.20523
ENSG00000183655,KLHL25,DEE,222,0.8581818616843766,0.03023180949786064,0.8884632993036476,1.1531554904105116e-07,1.7965469376045944e-15,0.288312658737483,,0.94879,False,0.94879
ENSG00000183665,TRMT12,DEE,91,0.5587915946735781,0.9642387912601228,0.44953497545369925,0.0005334948765917505,1.1563981944371448e-07,0.950793168888692,,0.19807,False,0.19807
ENSG00000183668,PSG9,DEE,158,0.6956961956768122,0.9815577901490209,0.7644958674990832,7.982622991285602e-05,2.3034856187591822e-07,0.947586089706341,,0.82767,False,0.82767
ENSG00000183682,BMP8A,DEE,46,0.7399524166617807,0.5777883248357133,0.554557899547102,0.1651315339204183,0.02557033066466777,0.9571191009117023,0.9042,0.02569,False,0.02569
ENSG00000183684,ALYREF,DEE,33,0.9679217795330424,0.9886303522971991,6.793136587001125e-06,0.018757358908431145,1.3325366497775813e-12,0.9999608633277214,0.11315,0.1339,False,0.11315
ENSG00000183691,NOG,DEE,33,0.8360364904249866,0.3700400290648981,0.9982874235915191,,1.365712411271853e-07,0.8415543883012454,0.48671,,False,0.48671
ENSG00000183695,MRGPRX2,DEE,67,0.0616497087846001,0.2449517639973656,0.4088552493255281,0.036397349932211255,0.0035158552479250104,0.2136715020260459,,,False,
ENSG00000183696,UPP1,DEE,92,0.7621066509342231,0.1770569077627961,0.0526063637354843,0.0043541723886754684,1.125200233381244e-05,0.2393590519914365,,0.49788,False,0.49788
ENSG00000183709,IFNL2,DEE,60,0.19459164851715174,0.9739352220624486,0.37378151743578547,0.8860776325811153,3.363360046722573e-05,0.25358428123862575,,0.42154,False,0.42154
ENSG00000183715,OPCML,DEE,65,0.8298155785946587,0.2134499199119608,0.7522958691989126,0.22764427230296583,0.026884753397410994,0.7816447408917475,0.36016,0.30289,False,0.30289
ENSG00000183718,TRIM52,DEE,70,0.8647589001273801,0.03327130277936161,0.9885150861525345,0.001977915665040303,6.829821718670494e-05,0.29440574860026436,,0.35475,False,0.35475
ENSG00000183722,LHFPL6,DEE,39,0.7321659785327517,0.8743600340012724,0.05974699223021831,0.23823298774883725,0.06280764191817194,0.3529015831386023,,0.13307,False,0.13307
ENSG00000183723,CMTM4,DEE,41,0.815770626296051,0.3233641982421076,0.6303538465423304,0.11236791250805342,1.4764952743615514e-05,0.6717155105953219,,0.38385,False,0.38385
ENSG00000183726,TMEM50A,DEE,33,0.7647101991914388,0.3895720540520504,0.12497864012959695,0.07841415693657616,0.02016699950584703,0.3506964740334811,,0.61422,False,0.61422
ENSG00000183733,FIGLA,DEE,43,0.8678266664167009,0.5629293670128492,0.10046482669059723,0.012966230006993974,0.007541905619081347,0.5100752265866895,,0.3685,False,0.3685
ENSG00000183735,TBK1,DEE,80,0.37515278506822525,0.5032614703487732,0.30056354008441577,0.003351272245944588,0.8716028046103541,0.05408321225053463,,0.0050908,False,0.0050908
ENSG00000183741,CBX6,DEE,69,0.4961768760721559,0.9726681548699182,0.035330138402499676,0.10131961695127516,0.005175939722365192,0.2881402109746046,0.53924,0.30216,False,0.30216
ENSG00000183742,MACC1,DEE,227,0.9113366873788953,0.3092855252276622,0.09318323162610209,8.661631781401875e-08,3.547716562758101e-18,0.45430891220026826,,0.47344,False,0.47344
ENSG00000183747,ACSM2A,DEE,201,0.7616354716426901,0.2955756784420436,0.3991707528328754,9.305629982515613e-12,9.347609165329948e-14,0.4454596407386081,0.67189,0.3739,False,0.3739
ENSG00000183751,TBL3,DEE,262,0.26515966063805224,0.03715386951738444,0.0958987898333576,0.0038770405508267375,3.386318916615148e-11,0.06248807749245676,,0.49608,False,0.49608
ENSG00000183760,ACP7,DEE,134,0.42735810052803747,0.8254868254515179,0.08722656771190672,6.438549968673044e-07,3.7309017559527345e-10,0.3333791006622032,,0.36865,False,0.36865
ENSG00000183762,KREMEN1,DEE,114,0.9275117271030717,0.36516513976164877,0.7683425946591136,6.0378659794582146e-05,7.217096190767528e-10,0.916008987022953,,0.97357,False,0.97357
ENSG00000183763,TRAIP,DEE,99,0.505833313994227,0.11767501526464087,0.02384228718081349,0.006201140744768779,1.20739003816235e-07,0.07852253330018802,,0.43705,False,0.43705
ENSG00000183765,CHEK2,DEE,142,0.15059501045470142,0.28278675584375573,0.7629244861626099,3.23608200724091e-05,3.1352174221080536e-12,0.5264565794863025,,0.61686,False,0.61686
ENSG00000183773,AIFM3,DEE,180,0.41749533962409646,0.7868638000994447,0.8345611099884269,1.1896404291755072e-09,2.6983852242079514e-12,0.651180634996775,,0.095893,False,0.095893
ENSG00000183775,KCTD16,DEE,67,0.8595190938713402,0.06747917255419955,0.9452199996325373,,3.6527551906290467e-20,0.32492705825523716,,,False,
ENSG00000183778,B3GALT5,DEE,58,0.7710800917133294,0.21822256392382383,0.8951950620765174,0.05389271623464226,0.006176509362499211,0.08022693848741594,,,False,
ENSG00000183779,ZNF703,DEE,55,0.8495317106768093,0.3922137612182879,0.2020359078285699,,1.0415044161093495e-15,0.3985908986557064,,,False,
ENSG00000183780,SLC35F3,DEE,81,0.9200277444658433,0.9114780738938728,0.96351616588771,0.013089631587055907,0.00016101952318511845,0.9987809469815246,0.51571,0.85836,False,0.51571
ENSG00000183783,KCTD8,DEE,115,0.9552709060867492,0.5696236102281307,0.023681542890644083,1.2036613597953353e-06,1.5001113568550386e-09,0.2007130244233672,,0.24986,False,0.24986
ENSG00000183785,TUBA8,DEE,99,0.15687870001508328,0.5589435786976604,0.476257072925213,7.445365206742886e-05,0.0005210663228573497,0.322144784709194,,0.14825,True,0.14825
ENSG00000183798,EMILIN3,DEE,213,0.0637430252831518,0.8350949740482233,0.7566924868487218,0.012019474782535459,2.897999157029099e-12,0.43774508796900347,,0.30034,False,0.30034
ENSG00000183801,OLFML1,DEE,105,0.08867907986640777,0.13305457461624018,0.6870846085149243,1.2215647411341096e-09,0.0005130400601862809,0.0072274009604392266,,0.0028261,False,0.0028261
ENSG00000183808,RBM12B,DEE,273,0.8949529502721103,0.6572024111880028,0.5436381178382403,4.243235001818725e-06,1.322740109436542e-14,0.9642082167971672,,0.96294,False,0.96294
ENSG00000183813,CCR4,DEE,60,0.9368647875323642,0.9635850146687143,0.6363515597003994,,3.773870036468525e-24,0.971405463037869,,,False,
ENSG00000183814,LIN9,DEE,42,0.7464142178027539,0.12934202057021166,5.489282959420476e-13,,5.489282959420476e-13,0.308349862358146,,0.30836,False,0.30836
ENSG00000183826,BTBD9,DEE,138,0.6848938909690411,0.9295548481861502,0.01614370840044671,1.5695844389912417e-05,9.028681877082764e-14,0.170509225504737,,0.92372,False,0.92372
ENSG00000183828,NUDT14,DEE,59,0.6738394857562682,0.014265157559090524,0.6423227095234344,0.00013081991817713972,0.0007554361520178328,0.1231497301297061,,0.35752,False,0.35752
ENSG00000183840,GPR39,DEE,171,0.7924582080532078,0.09261936455702482,0.9784183641679944,2.3749270047097793e-10,2.425703894827742e-19,0.5460157174938929,,0.57168,False,0.57168
ENSG00000183844,FAM3B,DEE,57,0.9649667285875634,0.9183619619841493,0.35606068049323036,0.003829603187937895,0.01078388581757234,0.8278761885415837,,0.08628,False,0.08628
ENSG00000183850,ZNF730,DEE,163,0.7246523418962911,0.23836364610117955,0.6561293098500893,5.305742286940439e-08,8.110691120587174e-13,0.6083293041600004,,0.29353,False,0.29353
ENSG00000183853,KIRREL1,DEE,173,0.14751121460422068,0.8439799375599575,0.5520252133534487,0.0005935079286728375,0.03492989925476688,0.2613150837185675,,0.019526,False,0.019526
ENSG00000183856,IQGAP3,DEE,451,0.05041442972148918,0.8759668107696016,0.7705644831487217,3.260106723441294e-07,3.788188318319594e-30,0.2521919790518836,,0.93167,False,0.93167
ENSG00000183864,TOB2,DEE,78,0.7874156843842236,0.47456327158674505,0.456860912361442,,7.818852930352015e-28,0.8066248717174518,,,False,
ENSG00000183873,SCN5A,DEE,403,0.9667368959328704,0.5885953645297933,0.14704433823096488,1.8598993596204934e-06,2.651163495972023e-06,0.3079888100378294,,0.20636,False,0.20636
ENSG00000183876,ARSI,DEE,172,0.9899881245000177,0.17677278885356013,0.17716585216426373,3.8005409889992747e-06,4.771675187175967e-10,0.32807749344059256,,0.5452,False,0.5452
ENSG00000183888,SRARP,DEE,48,0.9594552932222268,0.218505490757184,0.609439484195949,8.257935999520838e-05,0.00680405277106829,0.3734079192229952,,0.17537,False,0.17537
ENSG00000183891,TTC32,DEE,44,0.00798012048558681,0.4668886860756668,0.7602896736411848,0.008081704196419152,0.0022978589170615914,0.09019318447980808,,0.36735,False,0.36735
ENSG00000183914,DNAH2,DEE,1090,0.24146588483767933,0.2542698595785522,0.7011328242008092,4.356690471740218e-26,8.594650247077734e-55,0.3294054181398397,0.47871,0.17287,False,0.17287
ENSG00000183955,KMT5A,DEE,48,0.00011567053557535267,0.04376415990798255,7.808314679963585e-10,0.0005776713661226752,5.68696179391145e-21,7.05849835383105e-05,0.23143,0.2904,False,0.23143
ENSG00000183960,KCNH8,DEE,221,0.9427462016059793,0.6089117879890454,0.771335957817118,1.4175463688387499e-06,1.7606295753065538e-11,0.9418023193860976,0.65032,0.94931,False,0.65032
ENSG00000183963,SMTN,DEE,290,0.5940893242285061,0.5420570231056818,0.3813449750439045,0.7567358930183772,0.9142954392988525,0.6658910116882861,0.45323,0.49319,False,0.45323
ENSG00000183971,NPW,DEE,32,0.6337830345585831,0.08868989986217066,0.8534745315389854,0.4240370606075943,0.010255859916711492,0.5380320848004153,,0.32528,False,0.32528
ENSG00000183977,PP2D1,DEE,143,0.600456669930128,0.2069156535049091,0.5516036214174559,1.9080763717363087e-05,4.2271809211219047e-13,0.5866465897949578,,0.86522,False,0.86522
ENSG00000183978,COA3,DEE,34,0.757062377862274,0.8161516396355489,0.9132245464839783,0.0031425632207951193,4.236490771054063e-05,0.9976227011404981,,0.56612,False,0.56612
ENSG00000184005,ST6GALNAC3,DEE,74,0.785501691814255,0.29349578851303576,0.7215606850780436,0.14828754174445696,9.83751559516804e-06,0.7584893025854345,,0.97854,False,0.97854
ENSG00000184009,ACTG1,DEE,35,0.721424115288309,0.6728695550457409,0.39204473158087094,2.3170053446908415e-08,0.46136999734983,0.0003320779041793727,,0.0011614,True,0.0011614
ENSG00000184012,TMPRSS2,DEE,147,0.2764749774407163,0.615438139599888,0.2130745796900333,0.00011047350686517522,9.105055706388842e-10,0.5391307322506418,,0.80765,False,0.80765
ENSG00000184014,DENND5A,DEE,241,0.05376342764561302,0.8366853098051625,0.07474799690104664,2.574616091811751e-07,4.128845385764004e-07,0.07896940031295906,,0.2529,True,0.2529
ENSG00000184022,OR2T10,DEE,42,0.5341143625178969,0.4616114982678674,0.9846397193203292,0.002144813490626541,1.6417273166067595e-05,0.9340953178314666,,,False,
ENSG00000184056,VPS33B,DEE,28,0.02292737072052666,0.40642307815660617,0.5348854326661816,,1.6260004632876812e-08,0.055691935264890656,,,False,
ENSG00000184058,TBX1,DEE,42,0.6851149965075569,0.07814335762020187,0.9672908682418999,,3.1529335133049574e-19,0.337642535665142,,,False,
ENSG00000184060,ADAP2,DEE,92,0.9711672421019186,0.14054102829239248,0.3063955148754647,3.775400659746864e-06,7.219771453841789e-06,0.42355964110519306,,0.35291,False,0.35291
ENSG00000184108,TRIML1,DEE,110,0.8161245659555935,0.7312802305585309,0.18056888563347945,0.05751093664874932,5.625568286738218e-10,0.4470170689655609,,0.95538,False,0.95538
ENSG00000184113,CLDN5,DEE,34,0.6010337808958919,0.16555293267482707,0.5529036764005477,0.38466034256384973,0.004171257229474824,0.6144012893024606,0.30111,,True,0.30111
ENSG00000184117,NIPSNAP1,DEE,39,0.8711704800153655,0.9934896493864603,0.8389016759992446,0.0001128898878700628,1.9655269007696732e-06,0.9930510467135099,,0.48784,False,0.48784
ENSG00000184140,OR4F6,DEE,81,0.3332088845161745,0.8089474582314007,0.4163449771409202,0.03179188471177569,6.014222446392409e-13,0.2355507517977032,,0.76951,False,0.76951
ENSG00000184144,CNTN2,DEE,228,0.9806604448728176,0.46866889698806,0.5422451164782764,9.288053049810567e-06,8.873912565978052e-05,0.5708033840545822,,0.079423,False,0.079423
ENSG00000184155,OR10J5,DEE,77,0.9080660375059499,0.9990072575002467,0.886578604537157,0.5401158937889181,3.880878346897001e-10,0.23482095634516184,,0.13115,False,0.13115
ENSG00000184156,KCNQ3,DEE,132,0.6521301275394891,0.07486291309825838,0.5472042561380528,0.07234345494782568,0.0006241661251557947,0.4685184723675192,0.2325,0.5868,True,0.2325
ENSG00000184160,ADRA2C,DEE,65,0.8228790133267849,0.3597084497843863,0.5016033318893285,0.3152375211759079,0.03714978247085226,0.8474810993822436,,,False,
ENSG00000184162,NR2C2AP,DEE,47,0.9159272021008895,0.7410762646911018,0.36085908053895344,8.001120990923251e-05,3.051906736858622e-07,0.8580874960440344,,0.61794,False,0.61794
ENSG00000184163,C1QTNF12,DEE,81,0.670365513759721,0.5520042028217378,0.0205309745288055,0.0001301670512641968,0.00016485404758716438,0.06683443029186577,,0.093802,False,0.093802
ENSG00000184164,CRELD2,DEE,100,0.9102735601946105,0.624720840122816,0.8246310741901678,0.09039237823224072,0.002166373445256812,0.9888034993674658,,0.9598,False,0.9598
ENSG00000184166,OR1D2,DEE,79,0.9322738365050961,0.4742498321098173,0.2629186219392426,0.05462239460658442,1.624559515582265e-06,0.7872543034548595,,,False,
ENSG00000184178,SCFD2,DEE,181,0.6765045514550468,0.6398458440642687,0.31827250672041657,1.6400855465036297e-08,1.2657670683983693e-18,0.805839964853508,,0.87479,False,0.87479
ENSG00000184203,PPP1R2,DEE,49,0.9373467014731953,0.29596844353714274,0.7958093913439975,0.9500234373907384,0.0008558094669891849,0.6354290692697737,,0.3319,False,0.3319
ENSG00000184207,PGP,DEE,25,0.9066854688830825,0.934591414732531,0.3097495659946973,0.13165655395576753,0.08800000400501155,0.8400833001193896,,0.35682,False,0.35682
ENSG00000184209,SNRNP35,DEE,66,0.49105197911235554,0.948935193804034,0.7928648166977544,2.3696436439847327e-06,2.4543319916785223e-12,0.9140117758346851,,0.57122,False,0.57122
ENSG00000184220,CMSS1,DEE,51,0.6775491843975072,0.3970177998050938,0.6732953795543939,8.75794081335735e-05,0.027661343319521303,0.28874438073480085,,0.11858,False,0.11858
ENSG00000184226,PCDH9,DEE,189,0.044103625192800366,0.8998187945459146,0.4705875575959919,0.06350428476716909,5.383214711728859e-07,0.33414109842754003,,0.32464,False,0.32464
ENSG00000184227,ACOT1,DEE,29,0.9097228434008006,0.5724050261527536,0.17416735390709123,0.1939305042197975,0.029132466942875874,0.7255744612770989,,,False,
ENSG00000184232,OAF,DEE,46,0.003280741064285235,0.9459093968868679,0.4705310291540905,0.22850182754712184,0.02477766815771997,0.043223170360906796,,0.2023,False,0.2023
ENSG00000184254,ALDH1A3,DEE,78,0.7277134727449837,0.7488806939827657,0.5954541752833912,0.03360440777481762,0.0007246815101163236,0.9542259341769379,0.36296,0.44343,False,0.36296
ENSG00000184271,POU6F1,DEE,47,0.6374194904929615,0.43769518707184385,6.031131286632365e-19,,6.031131286632407e-19,0.6305372826517595,0.86027,,False,0.86027
ENSG00000184277,TM2D3,DEE,65,0.4115411464527915,0.6759890918022031,0.46186691479253905,0.5424304798021202,9.781104542064667e-06,0.6196926297470529,,0.84357,False,0.84357
ENSG00000184281,TSSC4,DEE,114,0.9445559243508003,0.2657928711504926,0.7023110052210844,1.803044904616743e-06,5.59488093467432e-09,0.706716247969932,,0.20863,False,0.20863
ENSG00000184292,TACSTD2,DEE,58,0.0932861813921128,0.7439954915533671,0.3193502412761649,3.31001418148744e-05,0.0037236816336851607,0.10809838211640034,,0.016124,False,0.016124
ENSG00000184302,SIX6,DEE,49,0.37679870991265463,0.33595962375030797,0.8531986497189956,0.12204958501838453,0.0008345882193513638,0.6807407634999456,0.19846,0.79542,False,0.19846
ENSG00000184304,PRKD1,DEE,191,0.49510966563231773,0.47060101362298534,0.012144527149586156,3.9916743545937345e-08,3.2350586773977663e-06,0.05154436991968034,,0.41322,False,0.41322
ENSG00000184305,CCSER1,DEE,161,0.6977288000533703,0.943868755014902,0.5036593403852332,0.013110590605109542,6.152620565729579e-13,0.7228788400843409,,0.50928,False,0.50928
ENSG00000184307,ZDHHC23,DEE,100,0.6460651216357538,0.12314791128487018,0.6837346799085788,0.00450296539157479,3.731036790895425e-12,0.5527126681706478,,0.5585,False,0.5585
ENSG00000184313,MROH7,DEE,272,0.08751772829277468,0.8432926950402263,0.12593361919198123,1.4824912309290712e-07,1.3662845439434898e-18,0.263154582752026,,0.72399,False,0.72399
ENSG00000184330,S100A7A,DEE,37,0.8995114009981354,0.2725989341901408,0.5239273517220808,0.0026021484372980527,0.26543379010380846,0.2535384492997391,,0.0022512,False,0.0022512
ENSG00000184344,GDF3,DEE,88,0.8777248384844551,0.13311037993573363,0.7845254905710323,1.340131499876691e-06,1.2921908752011623e-11,0.657642669672666,,0.65524,False,0.65524
ENSG00000184345,IQCF2,DEE,39,0.3701249323152942,0.22147261038823302,0.38715682380534844,0.0012160196342848302,0.0006194175034951004,0.4025465987763206,,0.7659,False,0.7659
ENSG00000184347,SLIT3,DEE,330,0.08516436266895931,0.4181887755317799,0.7976653525873199,4.385732179080392e-07,1.872879695269154e-08,0.2074724665343628,,0.11035,False,0.11035
ENSG00000184349,EFNA5,DEE,29,0.9409053486134169,0.845339903022702,0.7272009263267336,,2.5480630170840728e-05,0.9777298116707873,,,False,
ENSG00000184350,MRGPRE,DEE,92,0.8222210036323548,0.09501733853457783,0.3571567434856676,0.10263650741222669,3.0356170901803043e-05,0.5084983674633755,,,False,
ENSG00000184351,KRTAP19-1,DEE,33,0.617713631689609,0.11585530590106027,0.8620498519692188,0.3456917149870883,0.058240005962328416,0.5689718913183677,,,False,
ENSG00000184361,SPATA32,DEE,82,0.3089841370787498,0.48730747225302273,0.00021982958356337598,2.5558709466207186e-05,1.2316460287285511e-08,0.005373145947991996,,0.89108,False,0.89108
ENSG00000184363,PKP3,DEE,201,0.7597585175770271,0.9188039116464736,0.04670681259016347,8.600133676226426e-07,8.733104935020969e-05,0.13856617486656408,,0.089874,False,0.089874
ENSG00000184371,CSF1,DEE,109,0.5401975266783754,0.46250879013367097,0.3509277217720279,,2.8293695552174582e-42,0.6458377073113146,,,False,
ENSG00000184374,COLEC10,DEE,78,0.8875237624144878,0.356351717417282,0.2535840206717991,0.00040071928915222865,0.0011446135202391244,0.4274384390211384,,0.043476,False,0.043476
ENSG00000184378,ACTRT3,DEE,98,0.8195750899211782,0.30146016047292307,0.564227466501932,0.009719621367602444,1.1229282615267857e-06,0.8644113443701037,,0.51107,False,0.51107
ENSG00000184381,PLA2G6,DEE,193,0.979405641196899,0.3810432798133605,0.10685284253022918,0.0032720849036222384,1.0446145022463238e-14,0.2506497643039443,,0.99803,True,0.99803
ENSG00000184384,MAML2,DEE,252,0.9918641111121718,0.17079907130978408,0.39192525817241,0.009093935062348579,7.071964628744363e-07,0.662324130263392,,0.51615,False,0.51615
ENSG00000184389,A3GALT2,DEE,40,0.6552677804144791,0.6087433370381095,0.7398519897273703,0.03318491380013352,0.0024441232841143725,0.9302606448823814,0.41186,0.070613,False,0.070613
ENSG00000184394,OR4N5,DEE,106,0.5381354288383664,0.06739576209696985,0.831355184195221,2.0643868841453654e-07,8.445356966161625e-09,0.25146860090108714,,,False,
