Gene ID,Gene Name,Group,# of Variants,Constraint p-value,GERP p-value,Pathogenicity p-value,pLoF p-value,Missense p-value,Unified Model p-value,Epi25 DM p-value,Epi25 PTV p-value
ENSG00000185420,SMYD3,DEE,93,0.9570962962887306,0.9484385665357632,0.5731428206474272,0.1810934683378517,1.5894794800280257e-08,0.5946899931542582,,0.70693
ENSG00000185432,METTL7A,DEE,83,0.7420240116647374,0.3744281119866136,0.4202619282790137,4.201908583103247e-06,2.5203439220514887e-09,0.7169643712746261,,0.30126
ENSG00000185436,IFNLR1,DEE,131,0.2722792912015435,0.579945049196636,0.6265963120186621,0.000276768096379,2.083993396357209e-09,0.8002165239303856,,0.72109
ENSG00000185453,ZSWIM9,DEE,55,0.9522927824710552,0.7695702473248125,0.1194259051864637,0.0399536881209592,0.0060716530927446,0.525811744743756,,0.34534
ENSG00000185467,KPNA7,DEE,153,0.8707626779934923,0.9999834407548724,0.0174454547960276,0.0010187464925077,4.590531202148955e-12,0.1498685122063041,,0.25794
ENSG00000185475,TMEM179B,DEE,62,0.8314234481568473,0.1200754912710413,0.1166962370562922,2.071562667176981e-05,6.712092334716346e-07,0.2692678994889975,,0.071547
ENSG00000185477,GPRIN3,DEE,210,0.5458680639666058,0.3982763861235454,0.354438808966495,0.0007706282147841,8.712774978591114e-12,0.68330829884344,,0.34176
ENSG00000185479,KRT6B,DEE,220,0.4317500468525139,0.1881049913527338,0.3428388902670595,5.056455593990612e-05,4.5740049395517644e-08,0.3945468095045504,0.16741,0.20353
ENSG00000185480,PARPBP,DEE,98,0.3420294676765469,0.0604726653910289,0.4323188541853145,3.878689439626388e-05,1.3440456835715554e-08,0.2492694979895811,,0.77553
ENSG00000185482,STAC3,DEE,80,0.0169497865355501,0.5562297749236248,0.4232346334817694,0.0021328572359861,3.781307424329809e-07,0.1691769261525041,,0.74445
ENSG00000185483,ROR1,DEE,176,0.854599612843544,0.2842911655232176,0.9035216286212676,0.190534190183808,0.0153355351097721,0.8728706532345042,,0.16942
ENSG00000185499,MUC1,DEE,143,0.3695734867120448,0.3997724207741034,4.0463731569625244e-32,3.621764169120521e-12,1.1782121163224566e-48,0.5665925152202617,,0.52035
ENSG00000185504,FAAP100,DEE,201,0.3899700254043821,0.618989146014916,0.8815193343410921,0.0001811042213764,2.102207554730156e-05,0.6993485559909233,,0.26639
ENSG00000185507,IRF7,DEE,134,0.6684749244735742,0.6624081013354439,0.8100324630981655,0.0002726260715171,9.032749755555404e-17,0.714839809037391,,0.3669
ENSG00000185513,L3MBTL1,DEE,216,0.801306085579691,0.7314526987320695,0.322329871830265,0.0002507149407357,1.821087451865682e-16,0.742707077181652,,0.60237
ENSG00000185518,SV2B,DEE,144,0.4805301121501558,0.2091555246796823,0.4230681548275296,0.1005636123830295,6.740469722499774e-06,0.6808400900421196,,0.59944
ENSG00000185522,LMNTD2,DEE,185,0.0014794433415731,0.124745337288375,0.2848763709193648,1.914120646828751e-07,3.125849607839593e-16,0.0055396972122439,,0.77339
ENSG00000185532,PRKG1,DEE,103,0.7651326789405817,0.929323573314323,0.3741916448679373,0.0047672236890101,0.0001643416139868,0.8897812837120518,0.5319,0.91372
ENSG00000185551,NR2F2,DEE,28,0.9191949376080548,0.3772603281952769,0.3471362077766868,,7.350706873683418e-09,0.6664747682586134,0.94556,
ENSG00000185559,DLK1,DEE,93,0.6632074728114712,0.6057498864028592,0.0193995469814075,0.2752581920878189,0.0286971181098547,0.2125573914194261,,0.42587
ENSG00000185561,TLCD2,DEE,60,0.9685950831506742,0.9605770128450676,0.4879270190785678,0.0996618813008462,2.9114889685173157e-08,0.6168543449549587,,0.30954
ENSG00000185565,LSAMP,DEE,57,0.1691785350446146,0.9777362325264772,0.1654965888570391,0.1013690347895916,0.0004969459248648,0.2926722917573405,,0.55712
ENSG00000185567,AHNAK2,DEE,2102,0.0001795785324637,0.2987371345064118,0.0512982650966636,3.928633975628716e-31,5.577238215501182e-122,0.0001800072740223,,0.99243
ENSG00000185585,OLFML2A,DEE,203,0.6341695413862383,0.9468727099614742,0.8668421579075352,2.182073417763401e-05,8.055567504051534e-11,0.9822152042235456,,0.63052
ENSG00000185591,SP1,DEE,137,0.134502146091776,0.1809588489759802,0.394710024906156,2.3550543481466445e-05,0.6066590984946149,0.0119746755039759,0.52144,0.062779
ENSG00000185608,MRPL40,DEE,61,0.3681930655627078,0.2425100938915274,0.2105207711128306,0.1139332024570196,0.5541882257778585,0.022636531112517,,0.02436
ENSG00000185610,DBX2,DEE,75,0.5200179332641109,0.6457752745798706,0.7213705691977882,0.0006722668735051,7.090641315402597e-08,0.9421673837796974,,0.82826
ENSG00000185615,PDIA2,DEE,254,0.0022377338806021,0.8599424294982309,0.0323035364047658,0.9389163000745284,0.83994691763685,0.0070851643828331,,0.7898
ENSG00000185619,PCGF3,DEE,33,0.5495590207734533,0.2740841354342965,0.8893414835020413,0.1588678289324158,1.4206922263032083e-05,0.5563540473435299,0.75614,0.69426
ENSG00000185624,P4HB,DEE,101,0.6292737802559649,0.6980216898162176,0.2947657143703139,0.0293878646527302,0.0002011050256509,0.81618105792273,,0.49978
ENSG00000185627,PSMD13,DEE,86,0.6733836505192987,0.0663937565399152,0.5912675502093309,0.0153927181833471,0.0025722910404075,0.455804544411429,,0.22595
ENSG00000185630,PBX1,DEE,35,0.0791674317247537,0.5660693473083093,0.2103870858780279,,1.1420132718094527e-07,0.2937602575167224,0.74205,
ENSG00000185633,NDUFA4L2,DEE,30,0.1068302379187768,0.402208437197451,0.2470613398326536,0.2033396780762268,0.0095926554853339,0.209124036248651,,0.45752
ENSG00000185634,SHC4,DEE,120,0.8987575376538905,0.639384786909571,0.9782530678873768,0.5469736729167856,0.3904824734004877,0.9373577019666208,,0.79787
ENSG00000185640,KRT79,DEE,144,0.0073133721279066,0.9823871643593552,0.2619796999577084,2.6738020653748117e-10,7.3421307937139625e-09,0.0126780244925038,,0.044534
ENSG00000185650,ZFP36L1,DEE,47,0.5652847870093548,0.1691555258124208,0.7827663566041377,1.1585173143650618e-08,1.8489944420669337e-13,0.6168778269550603,0.24461,0.5492
ENSG00000185652,NTF3,DEE,49,0.7791549749754785,0.2536828646044899,0.361966576845534,0.0060548564074515,1.2299060579504072e-05,0.6056541586432684,0.49193,0.20277
ENSG00000185658,BRWD1,DEE,353,0.4531639022301189,0.2567313230885761,0.6900491661987415,1.8897659729575737e-05,3.6144455412369324e-13,0.7067394880197416,0.97838,0.64895
ENSG00000185664,PMEL,DEE,158,0.9541556499629188,0.1714204108541327,0.3944218563187333,0.000395600983426,2.4703269026788804e-13,0.6294708338953146,,0.3855
ENSG00000185666,SYN3,DEE,136,0.9394896049451236,0.0153230431673796,0.0986806547192391,0.0025742811398336,2.635107624840477e-09,0.0573054218009322,,0.82946
ENSG00000185669,SNAI3,DEE,77,0.3521944951358898,0.9207786497090812,0.7684341016700023,0.6009192841807696,0.8055513276292309,0.8711916426109596,,0.84346
ENSG00000185674,LYG2,DEE,58,0.7499185342401098,0.9270099711038692,0.2496697614805428,0.0267664598158841,1.0099544405864575e-05,0.7539864660492089,,0.38884
ENSG00000185681,MORN5,DEE,45,0.9939839603395528,0.03443141022511,0.5317214685073763,0.0058535327289613,0.0004762959042528,0.2515375595366682,,0.34455
ENSG00000185686,PRAME,DEE,148,0.8763768263156372,0.4622975360565481,0.2761433902992591,2.5391287420966963e-09,8.625901558942771e-07,0.2124897607754672,,0.734
ENSG00000185697,MYBL1,DEE,59,0.8773593122563296,0.5229753643276616,0.7607976333102666,,3.245209037529605e-20,0.8705450331526766,0.56706,
ENSG00000185721,DRG1,DEE,56,0.0338313480384909,0.0894300598708786,0.2165412733817998,0.6150785856623402,6.884984697996622e-05,0.0386503536774051,0.1578,0.33224
ENSG00000185722,ANKFY1,DEE,232,0.0210211527754594,0.8202314499756378,0.0827258598379255,0.1267006309602803,0.0237210177341677,0.0790195321730155,,0.14347
ENSG00000185728,YTHDF3,DEE,80,0.8494959274356402,0.6773351292605985,0.4310781044953166,0.1523896126186677,0.0001170193612384,0.8811741134466076,,0.16813
ENSG00000185730,ZNF696,DEE,84,0.946477146510811,0.2712338624654537,0.1004868866830843,2.5908077830475947e-05,5.360613860459269e-05,0.3242327883554344,,0.033966
ENSG00000185736,ADARB2,DEE,178,0.9991698263567896,0.2578998276712983,0.8032284266412796,0.001139278411154,0.0009372282139133,0.6404426500994841,0.52103,0.025493
ENSG00000185737,NRG3,DEE,143,0.7334972653789265,0.2288446991040403,0.8242885907539288,1.3192664058368766e-08,0.0016087928127372,0.0281101315308117,,0.016873
ENSG00000185739,SRL,DEE,113,0.951849109963978,0.2332280204178466,0.5193399481905647,0.0593843471217081,0.0001627766834124,0.7278186738908319,,0.45168
ENSG00000185742,C11orf87,DEE,47,0.992822569407538,0.3702683632014815,0.1349843276908637,0.2401941718901497,0.0396135392924646,0.6321309722499813,,0.26429
ENSG00000185745,IFIT1,DEE,110,0.8773885988647598,0.6440404428165705,0.3512201888841476,0.0001583005834964,5.3143901203764445e-09,0.8957860484537199,,
ENSG00000185758,CLDN24,DEE,58,0.6405346520433828,0.725267266395687,0.3046491813676247,1.894681853044882e-06,2.5002728197025136e-10,0.8580023025763333,0.78985,
ENSG00000185760,KCNQ5,DEE,215,0.0297400401782244,0.3806562760394248,0.001274413475075,4.073241558221104e-06,8.345621362952189e-13,0.0012267030171691,0.27507,0.67272
ENSG00000185761,ADAMTSL5,DEE,145,0.9050781273817924,0.5099719312903643,3.250587734570265e-26,6.047103493295883e-09,2.123520579891405e-45,0.9213275837949068,,0.58706
ENSG00000185774,KCNIP4,DEE,28,0.417391778688388,0.0033873987951185,0.1560491174545555,,2.8166863855749628e-11,0.0079642320973781,,
ENSG00000185787,MORF4L1,DEE,44,0.6713101188970918,0.8738702152476578,0.4388965444722749,0.153288163867546,0.0414608256498576,0.9273602557081628,,0.29726
ENSG00000185792,NLRP9,DEE,263,0.7606414494678926,0.4320075660806141,0.7824472280200676,5.1833426634338135e-15,2.655550128512154e-28,0.9420568895756836,,0.84841
ENSG00000185798,WDR53,DEE,89,0.9450639548568158,0.9540229261306744,0.4077112906960705,0.0005897264206427,2.614122578931704e-05,0.8909894431740781,,0.4636
ENSG00000185800,DMWD,DEE,99,0.7163441710074767,0.1998418730915455,0.3336632860180264,0.0950640323425642,0.000191809676419,0.6824157059910775,0.40478,0.61621
ENSG00000185803,SLC52A2,DEE,144,0.6715034167393643,0.2699911779678992,0.0589428085830656,6.67030701785024e-06,1.3322888394180016e-05,0.0959917510767425,,0.24281
ENSG00000185808,PIGP,DEE,43,0.899422506438811,0.4699310263122115,0.1711688953942096,0.0002248172422631,1.1772494123079616e-05,0.6658661577432979,,0.92005
ENSG00000185811,IKZF1,DEE,81,0.0870686442422269,0.8022591317243324,0.0379857058378259,0.2102843450749953,0.0308501201282006,0.0145312289014927,0.23836,0.18659
ENSG00000185813,PCYT2,DEE,94,0.9120398270366536,0.0001418843594419,0.0414982921002261,3.0502303844238897e-06,6.439932868159982e-07,0.0015244468649705,0.2996,0.88027
ENSG00000185821,OR6C76,DEE,58,0.8871535236083677,0.5093711836673221,0.0129817680469004,0.9392202320677472,2.688789708687076e-07,0.1278685880499079,,
ENSG00000185823,NPAP1,DEE,258,0.9775270247963762,0.9664576626218676,0.9004008793598924,5.162150127963987e-05,2.3481330157003713e-16,0.9975403401202037,,
ENSG00000185838,GNB1L,DEE,90,0.1765935972236278,0.8189975128462004,0.6157030605939593,0.0005414166174201,0.0089763195675378,0.2369073051935651,,0.041331
ENSG00000185842,DNAH14,DEE,56,0.778087133490852,0.3082528920457413,0.1447829726209861,0.0013858041957007,1.930013858752397e-07,0.5595960960643207,,0.71119
ENSG00000185860,CCDC190,DEE,78,0.6989712245555493,0.7917811931577278,0.5128744694748248,0.0163354997643797,1.8536112818644563e-09,0.8974732029442052,,0.8472
ENSG00000185862,EVI2B,DEE,93,0.9979543097966332,0.3471380021398583,0.6852617825982947,0.0869727112714771,4.356962676600408e-07,0.7727312759405154,,0.28333
ENSG00000185863,TMEM210,DEE,43,0.8237934985388228,0.198542999587539,0.1492395420173675,0.376978747418729,0.0148464488043539,0.4045565807548404,,0.43408
ENSG00000185869,ZNF829,DEE,97,0.5885433439711101,0.4747592700788079,0.0371399768807568,9.236119909829544e-08,8.31710279024651e-08,0.159811496718074,,0.25411
ENSG00000185873,TMPRSS11B,DEE,90,0.9787391824891656,0.8245133905291964,0.0733532199255789,0.1254051866593011,9.277170905315816e-09,0.2878067896028449,,0.9575
ENSG00000185875,THNSL1,DEE,194,0.1601691317995976,0.7334024232279183,0.8855454178331783,4.908132524456896e-11,1.158801726743498e-12,0.4176802734543052,,0.034706
ENSG00000185880,TRIM69,DEE,111,0.7484889461181781,0.0175413933877618,0.3819292231007148,1.462466213574449e-05,9.150779051932541e-13,0.1118509637089482,,0.60421
ENSG00000185885,IFITM1,DEE,27,0.3503489008646481,0.3745345435108727,0.5195535439587968,,4.9736686148789566e-08,0.6146966946290988,,
ENSG00000185888,PRSS38,DEE,105,0.0379633531471137,0.983468118158446,0.8055026591668348,0.0051784832300139,1.1820709308243778e-05,0.1784998948040617,,0.13136
ENSG00000185896,LAMP1,DEE,110,0.9540562639138142,0.2012872051573833,0.3286454604422164,0.1078348903144708,3.425802895855924e-06,0.5545472895713788,,0.45111
ENSG00000185899,TAS2R60,DEE,75,0.6333204963429526,0.523571875305165,0.9910821279074982,1.14623806033504e-05,8.946183022937065e-09,0.8010710196955977,,0.56844
ENSG00000185900,POMK,DEE,93,0.9620024285530756,0.9277464176515507,0.6820426931396065,4.023388942472636e-09,2.1326749979337233e-09,0.8354506545932445,,0.17216
ENSG00000185909,KLHDC8B,DEE,68,0.5569038004792095,0.6836781073706297,0.5818017717890616,0.1262481282880154,0.0089993283376169,0.9600329220087156,,0.099344
ENSG00000185917,SETD4,DEE,111,0.8324402367832895,0.0532392393045532,0.4987867604359892,2.3817545300632605e-06,2.244135031510284e-12,0.3771821637774963,,0.74056
ENSG00000185920,PTCH1,DEE,325,0.2836852528154073,0.5073598779486281,0.2041050459572948,0.0376578076207336,0.0011224726614546,0.5198541459777248,0.14838,0.88325
ENSG00000185924,RTN4RL1,DEE,102,0.2376513660936411,0.7259637438157359,0.6112917189192142,0.2198012515390452,0.0285514837732236,0.7647666234255861,,0.24405
ENSG00000185926,OR4C46,DEE,162,0.12142501499256,0.3078992022300933,0.1133706207461708,0.0039490016001278,7.681575392033309e-09,0.2324393821075121,,0.3653
ENSG00000185933,CALHM1,DEE,115,0.0893116142326695,0.6965554254332478,0.5752351718655907,0.002786566521821,8.763868145240512e-07,0.4472728699685541,,0.74136
ENSG00000185940,KRTAP5-5,DEE,39,0.4540433662094491,0.8737746518909533,0.7898945146267794,0.0001642816628863,0.0878388666797038,0.2368816730848377,,0.6331
ENSG00000185946,RNPC3,DEE,58,0.4022827003833815,0.5282187863055268,0.4017731630115713,0.9385552577617527,0.0005677689005698,0.6416476990804836,,0.86337
ENSG00000185947,ZNF267,DEE,156,0.6406871264388924,0.2705546819699651,0.7284226512726641,0.0002381114102732,4.798726240554219e-19,0.428987450563253,,0.36483
ENSG00000185950,IRS2,DEE,170,0.6615800340539442,0.8118516355195182,0.6453882372180305,0.1472518597697638,0.0294918881104685,0.973129966267148,,0.28522
ENSG00000185958,FAM186A,DEE,469,0.0001166162792994,0.7244127023115016,0.2556830124730795,2.2837819554096246e-16,4.8708824636222613e-45,0.0033498453068179,,0.99939
ENSG00000185963,BICD2,DEE,188,0.06044193066995,0.8302884289937925,0.2511964193258508,0.0831238115249807,0.0025165861769488,0.2424233034226062,,0.21111
ENSG00000185966,LCE3E,DEE,33,0.7053188254507214,0.3047301560549235,0.1027756462987072,0.0401721324266689,0.161973715101978,0.1346598608599631,,0.17287
ENSG00000185972,CCIN,DEE,140,0.9927399498922094,0.3349464475616782,0.4521310401870856,2.730245957754971e-07,5.270305105225329e-11,0.7092480756004771,,0.87458
ENSG00000185974,GRK1,DEE,140,0.6714606852996159,0.4592562339082846,0.7393740035504093,4.248835778682525e-05,4.7540645810979856e-11,0.918444988427648,,0.65558
ENSG00000185982,DEFB128,DEE,31,0.7664458565865367,0.2882005549986179,0.7880368395380433,0.5332945215595226,0.0001088119680854,0.4725628232438251,,
ENSG00000185988,PLK5,DEE,112,0.5392433945813944,0.3358669042033479,0.1150109375214853,8.274612854457614e-07,3.1015024776729613e-07,0.3164767893514017,,0.28314
ENSG00000185989,RASA3,DEE,212,0.2938461399349323,0.4924342146110855,0.3244374662687111,1.9615736530120997e-08,3.473924328511733e-07,0.2364773536824482,,0.16372
ENSG00000186001,LRCH3,DEE,143,0.9280249549826832,0.2099185929649064,0.7130579257520291,1.4547685665178233e-07,2.8077382073194478e-09,0.5641138433871442,,0.17493
ENSG00000186007,LEMD1,DEE,49,0.0383854475431803,0.2265531049661946,0.3366829714093758,0.1168790945100948,4.045320171931394e-07,0.0552552726733936,,0.62566
ENSG00000186009,ATP4B,DEE,82,0.7652636527147502,0.4464899830734923,0.1479818309700777,3.778047527246839e-05,0.0008170447679325,0.4076722092569039,,0.35673
ENSG00000186017,ZNF566,DEE,88,0.6773723222063038,0.3509576883468251,0.8762665046011067,2.037364280157264e-05,0.0001360620946073,0.4325126350900927,,0.028255
ENSG00000186020,ZNF529,DEE,129,0.7253711093116788,0.4697587563740787,0.2390275462998316,8.494289896736228e-08,1.1453920846717577e-10,0.5542597191621156,,0.25039
ENSG00000186026,ZNF284,DEE,149,1.3626685420705858e-05,0.4347724842514675,0.6204207495205922,0.0020863335507601,1.132536401194863e-12,0.0005848217618875,,0.34677
ENSG00000186038,HTR3E,DEE,133,0.0162415427679208,0.3764868901731376,0.209393221148038,0.0404341748056284,0.0005533241638164,0.0811967886462944,,0.60887
ENSG00000186049,KRT73,DEE,155,0.0035894187668149,0.2624207621185022,0.3583570287166921,8.875858728405548e-07,1.87983916241274e-08,0.0151291807510663,,0.082973
ENSG00000186063,AIDA,DEE,31,0.4793663909934099,0.2890968202441082,0.1950436099283129,0.2058025824876853,0.0924642203346525,0.5048890172716326,0.64997,0.14761
ENSG00000186074,CD300LF,DEE,74,0.8280139704661341,0.489631891392396,0.629040340033908,4.48357468134484e-06,0.0022162637271203,0.3583794163896119,,0.05853
ENSG00000186075,ZPBP2,DEE,58,0.8844812033480878,0.6334355043059376,0.3708194555863316,0.5072254851344481,0.0001234212102759,0.745461255349775,,0.75029
ENSG00000186081,KRT5,DEE,182,0.4365269848553642,0.7917696371934504,0.8280352666078123,0.4073828206834848,0.0001161286374129,0.8449275702596365,,0.43197
ENSG00000186088,GSAP,DEE,55,0.7923958246238889,0.2356873727093185,0.8708796564135232,0.0743543884765993,1.4162103851266258e-05,0.7403268664454166,,0.024693
ENSG00000186090,HTR3D,DEE,126,0.3790102176157243,0.0746680919347304,0.4347504604178874,0.1261118520993236,0.4317306567751677,0.0763539339912873,,0.15014
ENSG00000186094,AGBL4,DEE,124,0.0635600077005578,0.3998750751172619,0.5720209888744101,2.119088753832233e-05,4.0947559351701477e-10,0.2883849153037955,,0.415
ENSG00000186103,ARGFX,DEE,82,0.3493046417137682,0.405136337871782,0.1805753977466301,0.0145082437751341,3.2563148771824166e-09,0.5343230764794511,,0.35671
ENSG00000186104,CYP2R1,DEE,122,0.9768367289002786,0.0807224657818825,0.9757896669738452,3.8934674160888377e-07,1.7849261551383816e-14,0.5325555432503046,,0.78014
ENSG00000186105,LRRC70,DEE,146,0.4783404407589194,0.7079695479231747,0.3581091185018908,5.4637700589122776e-15,1.0219243041530885e-18,0.7109238321417761,,0.84501
ENSG00000186106,ANKRD46,DEE,27,0.7536256870656427,0.0977294876205005,0.4667078069097544,4.801492836120616e-05,8.018590837323543e-05,0.2623462936781468,0.44126,0.41668
ENSG00000186111,PIP5K1C,DEE,138,0.9057314638439942,0.0499435210523996,0.3331306845752109,0.0774865690020004,8.40267003901313e-05,0.3333596992229083,0.50772,0.2501
ENSG00000186113,OR5D14,DEE,79,0.7101496615415844,0.487740706149757,0.2279458542318826,0.027695263448118,9.991879133914603e-10,0.4270969414498511,,
ENSG00000186115,CYP4F2,DEE,150,0.6050786798384447,0.8323210356942015,0.521651304843292,2.776266263127123e-05,1.8757802737722074e-14,0.8948967748404676,,0.20798
ENSG00000186118,TEX38,DEE,55,0.9183232362238424,0.1663034577679808,0.9717527373925636,0.0283112371439229,1.0810695415257976e-08,0.2610097795569772,,0.4114
ENSG00000186119,OR5D18,DEE,80,0.0878444486532968,0.7546408214762292,0.0899358518674762,0.0343432918535749,2.5136524130936997e-05,0.2525029455692264,,
ENSG00000186130,ZBTB6,DEE,65,0.2148420876685271,0.823763366746268,0.9808242078025668,0.0650616244647311,4.179090439270795e-05,0.740617240738005,,0.9887
ENSG00000186136,TAS2R42,DEE,72,0.9907631615463176,0.663908791758369,1.824076848286321e-21,1.0060168254497837e-07,3.827514049016513e-28,0.8366954114590398,,
ENSG00000186141,POLR3C,DEE,99,0.0180450489769825,0.5685402182844024,0.5921525642247061,8.091823512342779e-08,8.257857773956691e-09,0.1978825495016504,,0.50971
ENSG00000186143,PRR30,DEE,131,0.5607443759365278,0.8398355740145705,0.5601550431784384,0.0001385352861864,8.421828167814759e-11,0.9540348733810105,,0.70625
ENSG00000186146,DEFB131A,DEE,34,0.4644791014203354,0.3240126108726555,0.4734279786490665,5.467891170446828e-06,2.1822372326315666e-07,0.508394402308141,,0.51233
ENSG00000186150,UBL4B,DEE,53,0.7500720288117932,0.7571135259705235,0.9147445232573526,0.003540704877594,0.0228375219942965,0.8344311567554914,,
ENSG00000186153,WWOX,DEE,206,0.8341026713558652,0.6969929606297954,0.8206515512187186,1.917650835303667e-08,4.801019951576999e-07,0.4335767554162039,,0.083764
ENSG00000186160,CYP4Z1,DEE,103,0.0046223865518395,0.154881965690939,0.8554718552380379,9.66856819981525e-07,0.0001608059642844,0.0308475536886635,0.47303,0.18034
ENSG00000186174,BCL9L,DEE,343,0.7479723124081208,0.991548328624921,0.1556442879377653,0.0090777320384175,1.5700713758546454e-05,0.693845011571335,,0.7678
ENSG00000186185,KIF18B,DEE,209,0.817057100115574,0.3315995924434544,0.869432279287813,0.0016974481573017,6.639869984631272e-08,0.8852853363013138,,0.4905
ENSG00000186187,ZNRF1,DEE,35,0.9055189329060452,0.82242231099568,0.7832550877856489,,5.142170209995319e-09,0.9872226527513472,0.36269,
ENSG00000186188,FFAR4,DEE,107,0.8811912318022919,0.1743658013795547,0.3662442427323773,0.0154282221350214,7.159991786990098e-10,0.5803930491543086,,0.4992
ENSG00000186191,BPIFB4,DEE,204,0.5848723814863271,0.6473470037631044,0.2867820997478089,6.480230363780943e-06,1.0287743209445751e-18,0.7102575314072439,,0.82178
ENSG00000186193,SAPCD2,DEE,43,0.9031381702258692,0.243484432467955,0.7223323523016014,0.0608777537056726,0.0174778075221437,0.7654792169311848,,0.23841
ENSG00000186197,EDARADD,DEE,47,0.4182586252956802,0.4117837954366176,0.8493975547037248,0.0002122075050742,0.0128183899873002,0.3373442713569949,,0.63561
ENSG00000186198,SLC51B,DEE,29,0.9604284928333058,0.7467635522139845,0.8729826249166166,0.1903937885608976,0.0005922968232281,0.9824439577187024,,0.38685
ENSG00000186204,CYP4F12,DEE,194,0.7774007236454034,0.3696854476900103,0.6958971052980957,0.0033544101276986,2.154870173456691e-18,0.419394600904177,,0.96556
ENSG00000186207,LCE5A,DEE,37,0.3699818981022024,0.3329449809652602,0.7614890227320074,0.4833984758886901,1.0094114405271955e-05,0.5910518777886316,,
ENSG00000186212,SOWAHB,DEE,159,0.01474443188698,0.0285252358897242,0.1868851687514493,3.573770844789835e-05,8.532074435820196e-14,0.0148179526985128,,0.50023
ENSG00000186222,BLOC1S4,DEE,27,0.8418107303101812,0.7572883845556674,0.8067743084085949,0.0028638316525059,0.0129928180177844,0.870352280685349,0.53641,0.067484
ENSG00000186226,LCE1E,DEE,45,0.7711297225350798,0.3647540209315973,0.9214115618045322,0.0136511578434299,0.0026223949788413,0.9070806748539268,,0.65922
ENSG00000186230,ZNF749,DEE,201,0.7377478064152386,0.937221227662716,0.0367439135744923,1.8244734721419176e-08,4.918295347876391e-21,0.287310096437364,,
ENSG00000186231,KLHL32,DEE,108,0.6892019331441567,0.8395742109305093,0.2350633996631562,1.1763908580047504e-05,6.710178203421045e-05,0.3733785345368784,,0.95253
ENSG00000186260,MRTFB,DEE,208,0.1067257369268401,0.6001741035940407,8.505699680190811e-10,0.0048670804098145,8.317160555601102e-46,0.3948340960971013,0.71762,0.22521
ENSG00000186265,BTLA,DEE,33,0.9703276056249814,0.5385936996093801,0.4965674206234139,0.2859184785366711,0.0348536720864279,0.9523093853026616,,
ENSG00000186272,ZNF17,DEE,131,0.8804491246067967,0.1885161265278322,0.4381726396254888,1.7418157830954057e-05,5.884708379291572e-14,0.4792248827925659,,0.16337
ENSG00000186280,KDM4D,DEE,85,0.9516981595975508,0.4204251296571221,0.7188561642724955,0.0009878070251045,0.0038309947756042,0.6970688176014801,,
ENSG00000186281,GPAT2,DEE,122,0.6084270762477364,0.1769732173888248,0.5927027425629805,0.0042557907758713,3.8972373011226903e-10,0.6478303457588861,0.32269,0.34614
ENSG00000186283,TOR3A,DEE,109,0.8409461860010017,0.0425446154383165,0.7712640940224704,0.0046597375625722,2.610090936934382e-13,0.1240470699796751,,0.15683
ENSG00000186297,GABRA5,DEE,51,0.8974993676368579,0.422181491200459,0.6204224510390952,0.0345253706119865,0.0004869838412547,0.9200668372648476,0.9148,0.25922
ENSG00000186300,ZNF555,DEE,164,0.7743124299248345,0.5163328212897532,0.9470834269198952,3.211532763947768e-07,2.9062937727713797e-14,0.9730704509541576,,0.45538
ENSG00000186306,OR10T2,DEE,92,0.8325497593809656,0.7535213106087324,0.0121078917077282,0.1019068078496157,0.0017015044916794,0.1628444627330554,,
ENSG00000186314,PRELID2,DEE,37,0.8469520191640373,0.7382710369643959,0.0230851094342111,0.0128261929540018,2.524613036166064e-06,0.134278690597233,,0.68318
ENSG00000186318,BACE1,DEE,83,0.0097400708221769,0.2236979636641605,0.0916408953034691,0.0405064132268092,6.688136374944541e-05,0.0633719661832461,0.45519,0.56084
ENSG00000186326,RGS9BP,DEE,49,0.9091550462077844,0.903873979036171,0.359325924707498,0.0058142434002634,2.826833339958777e-07,0.8717161013255144,,0.3115
ENSG00000186329,TMEM212,DEE,54,0.3386914926588503,0.1654122716482746,0.2326493467100751,1.2533036852404888e-05,0.0024577805313079,0.1870734134652573,,0.034993
ENSG00000186334,SLC36A3,DEE,112,0.975143098290587,0.5062163021907599,0.9356110709398668,1.2273333108043084e-05,3.4600843679489664e-07,0.8302995661792432,,0.21471
ENSG00000186335,SLC36A2,DEE,145,0.1003515167341725,0.4911560041869244,0.5546600312062,0.0011575235332575,3.314460788022721e-16,0.1437217806197519,,0.48753
ENSG00000186340,THBS2,DEE,252,0.9450429779516928,0.1848589243311103,0.91807508033285,0.0085567455633439,2.0684810756460788e-08,0.7622894767768844,0.029411,0.79977
ENSG00000186350,RXRA,DEE,70,0.9491464403969327,0.0252959511557063,0.0487301062443012,0.4668428752626472,0.0177439068217521,0.0846904121444409,0.30711,0.18176
ENSG00000186352,ANKRD37,DEE,51,0.9963705462587088,0.500166513738,0.8022682658475243,0.011758865483914,1.4065236902076e-06,0.907015099425698,,0.72686
ENSG00000186364,NUDT17,DEE,84,0.8538726088456079,0.727196668988443,0.0767672464788461,5.97063368694041e-08,3.4965075137216166e-05,0.1874478304305282,,0.061547
ENSG00000186367,MINAR2,DEE,25,0.2332719590927993,0.184994904210672,0.5669191621921813,0.2259971692332464,0.1388763406678944,0.4673671845519512,,0.25353
