Gene ID,Gene Name,Group,# of Variants,Constraint p-value,GERP p-value,Pathogenicity p-value,pLoF p-value,Missense p-value,Unified Model p-value,Epi25 DM p-value,Epi25 PTV p-value
ENSG00000183431,SF3A3,GGE,54,0.3851973000794518,0.2518519267704766,0.7699821932596747,0.607142597976914,0.3400724457754459,0.6504696595435346,0.47233,0.90563
ENSG00000183439,TRIM61,GGE,25,0.938689601724836,0.88037729794279,0.6661878873470852,0.7392618653712477,0.0672532273787879,0.9430186826919168,0.83873,0.76586
ENSG00000183454,GRIN2A,GGE,251,0.1776077104309017,0.0250521088217545,0.7313595054442489,0.0348556013557394,0.2445905756081464,0.1370993862342375,0.7009,0.65881
ENSG00000183476,SH2D7,GGE,124,0.7452241241283757,0.5724352477058099,0.615758244650205,0.2809692325130844,0.008427356695756,0.9296527242125054,,0.88811
ENSG00000183484,GPR132,GGE,94,0.878696328111491,0.8835365758980167,0.6445450572823883,0.0016918859709081,0.1983070598233365,0.5962166477242185,,
ENSG00000183486,MX2,GGE,189,0.261680340839302,0.5164395654292995,0.4466383091394249,0.0032977256039507,0.0032173454710331,0.5145070388610715,,0.68232
ENSG00000183495,EP400,GGE,688,0.8756630251496652,0.3138296732290039,1.030037181807021e-09,0.0023819511315284,1.1207889328046532e-48,0.7133355769457719,,0.66924
ENSG00000183496,MEX3B,GGE,139,0.6779735852723165,0.1881346025779591,0.2293746488215742,0.6109520174713814,0.0132494742434991,0.308609157048697,0.96488,
ENSG00000183508,TENT5C,GGE,78,0.9410021115833106,0.9003876928060163,0.904687093765167,0.6709573836384738,0.1073119613140689,0.9983690761458508,,0.90192
ENSG00000183520,UTP11,GGE,56,0.0129111647766811,0.3328198380801858,0.3221558821471688,0.2073891216169906,0.2305271090960712,0.091162739135926,,0.23011
ENSG00000183527,PSMG1,GGE,45,0.2314061940022415,0.5375273361192787,0.9231951786486142,0.649740245596103,0.0183925638705042,0.6668172104560595,,0.73564
ENSG00000183530,PRR14L,GGE,481,0.038598801558581,0.7518677165295001,0.9106201988906572,0.7565749203962864,0.000121060784734,0.2369826245981022,0.72018,0.28343
ENSG00000183549,ACSM5,GGE,169,0.6857289118055817,0.7068415192184991,0.985608962762754,0.0024674635873055,0.0001402529473053,0.9778071530115728,,0.050974
ENSG00000183559,C10orf120,GGE,113,0.591230107177579,0.1334291406970409,0.0390687971267348,0.095289135087328,0.0002642813333883,0.0558601163394306,,0.32705
ENSG00000183560,IZUMO1R,GGE,71,0.043615813853437,0.0108077242332364,0.2696793868127579,0.889557335738308,0.0024131943436111,0.0117102035026887,,0.67402
ENSG00000183569,SERHL2,GGE,97,0.0084402251624577,0.9867438006500204,0.3542569982804029,0.1129994079686449,0.0059610856413845,0.0976545763696257,0.18695,0.75025
ENSG00000183570,PCBP3,GGE,74,0.5412111101012121,0.1011779627381587,0.053193759808217,0.9904194584568622,0.000269460043365,0.0691824377528334,,0.51175
ENSG00000183571,PGPEP1L,GGE,89,0.8029846483566488,0.2476728269375886,0.9310614972913146,0.4905430179939904,2.2639282505511844e-05,0.2039880935148397,,0.29428
ENSG00000183576,SETD3,GGE,104,0.9756648839371947,0.0197882644497574,0.9383411826971588,0.3866951344511035,0.0019822507978875,0.1868114937366107,,0.88303
ENSG00000183578,TNFAIP8L3,GGE,66,0.3218421030298479,0.7247796068891363,0.7694291440502309,5.936778999813448e-06,0.2151666886134395,0.0148079332142347,,0.0248
ENSG00000183579,ZNRF3,GGE,168,0.6178653994574888,0.7694051513873537,0.126309902316084,,1.091376610807542e-21,0.3856934125759846,,
ENSG00000183580,FBXL7,GGE,92,0.6945114329932455,0.2534815764748097,0.3369487274889022,0.8902125894297527,0.0846210835712951,0.6483592369097703,0.2687,0.5556
ENSG00000183597,TANGO2,GGE,93,0.8700714346536667,0.0997020990595409,0.2792025851753733,0.0233517397026001,0.4829646651931114,0.3862330364608722,,0.25628
ENSG00000183605,SFXN4,GGE,66,0.1471956969209882,0.336666278065177,0.1756398805204103,0.4798430715518065,0.0011198408482486,0.135136695583437,,0.3737
ENSG00000183607,GKN2,GGE,37,0.8649415651715211,0.6793064753198954,0.6359925983748398,0.1620851432750512,0.2461857123318646,0.9576957475401868,,0.49987
ENSG00000183617,MRPL54,GGE,51,0.5877948574765806,0.3782558379446199,0.4142822210892649,0.1598946806713635,0.6322624422577996,0.6770468157989115,,0.39862
ENSG00000183621,ZNF438,GGE,213,0.1006383337054001,0.730627397774912,0.9864095927813672,6.69159615238652e-08,0.7315030796072655,0.0024198154201051,,0.11915
ENSG00000183624,HMCES,GGE,84,0.8337927571127293,0.4568584502741786,0.5825142074042793,0.9553351200236142,0.0007947626851956,0.5860234907020715,,0.32853
ENSG00000183625,CCR3,GGE,98,0.2868553861075162,0.7135798752606144,0.1671767423272561,0.2909323237174376,0.000689470949115,0.5148980719960161,,
ENSG00000183638,RP1L1,GGE,1080,0.2080672165000634,0.5532440730374877,0.8676373944764206,5.62208283863705e-07,9.198275633009931e-19,0.7321682547840895,,0.66824
ENSG00000183647,ZNF530,GGE,141,0.2301019020160666,0.7665276564270256,0.4443656906469648,0.0030794548907779,9.138003275889484e-05,0.7001220837678586,,0.51846
ENSG00000183655,KLHL25,GGE,225,0.6914448741897091,0.4252171057406128,0.1315543423247656,0.2790430634825225,6.384726345117904e-06,0.2783814220541387,,0.062681
ENSG00000183665,TRMT12,GGE,99,0.4868518303260364,0.2356013896812598,0.086473759654981,0.1317098442710245,0.051994982960328,0.3953717468774019,,0.70309
ENSG00000183668,PSG9,GGE,168,0.7320477107645442,0.6319557781009383,0.8920776551593341,0.0009722165915029,0.2791272692885923,0.4473539169974513,,0.25164
ENSG00000183682,BMP8A,GGE,50,0.1610973846293652,0.0840770760330012,0.3127602968488309,0.2718539629445,0.9734560341129472,0.0954522098240609,0.42812,0.16202
ENSG00000183684,ALYREF,GGE,38,0.8380723477853276,0.1194985452614348,0.1763642561837949,0.6938659032572565,0.0001819525060313,0.4693399776308654,0.58188,0.65628
ENSG00000183691,NOG,GGE,31,0.834617044914829,0.4384534168679268,0.6568830231563978,,7.76197909205074e-05,0.8434069571154816,0.2139,
ENSG00000183695,MRGPRX2,GGE,69,0.7564386911198189,0.72341487816606,0.3278185232590546,0.2141376669150896,0.3642516440655512,0.8506038994109086,,
ENSG00000183696,UPP1,GGE,94,0.7724291529723499,0.2605511861400146,0.4339602266977613,0.0752066606000471,0.1796172522670252,0.6870556118073091,,0.59249
ENSG00000183709,IFNL2,GGE,60,0.8865486952266327,0.4023856573530047,0.3924553379167859,0.1791279093731171,0.0003614218000231,0.225592488041823,,0.94088
ENSG00000183715,OPCML,GGE,64,0.9944700268160216,0.7904218085181556,0.633134312483908,0.6463267899708153,0.2153969978294147,0.9836576018664744,0.92723,0.80185
ENSG00000183718,TRIM52,GGE,73,0.4639240938672847,0.6002477639784664,0.6373806866470437,0.0811913783866896,0.0891257181754916,0.9054924960039732,,0.87856
ENSG00000183722,LHFPL6,GGE,40,0.5108953740736273,0.7844982040615978,0.1647296013417417,0.7853334161549292,0.474325526505278,0.5470390397875204,,0.51839
ENSG00000183723,CMTM4,GGE,42,0.7144535811098716,0.1290454482750059,0.4499507122908176,0.1219507647818762,0.0848431185869763,0.5876779882625649,,0.42522
ENSG00000183726,TMEM50A,GGE,36,0.5718627562130427,0.2650730840972796,0.2491260700627488,0.9364925296438328,0.1557384692255777,0.4257936202962925,,0.92822
ENSG00000183733,FIGLA,GGE,47,0.4880526686179074,0.8211771925259631,0.1752462614918967,0.7497291192937723,0.3187669921442171,0.6351204512649851,,0.99776
ENSG00000183735,TBK1,GGE,79,0.8162104208376844,0.4341328764068386,0.7432216196438872,0.0019875943776833,0.1390647413421815,0.121185036080238,,0.088928
ENSG00000183741,CBX6,GGE,71,0.3321028106618776,0.3926629899004217,0.5560306394969203,0.5951011710171505,0.2906232814261165,0.7056809041369242,0.84478,0.83477
ENSG00000183742,MACC1,GGE,237,0.9596701279028492,0.0245486158421395,0.1895818736806325,4.1769878268109456e-05,3.483763975514177e-05,0.134367508328325,,0.16232
ENSG00000183747,ACSM2A,GGE,208,0.8793089215516949,0.0349144765006615,0.1690479142016251,0.0762864095592418,2.6496076768457736e-07,0.1436812203400423,0.15124,0.52711
ENSG00000183751,TBL3,GGE,264,0.9465459885842556,0.6883518231658086,0.566154168125661,0.228367419200305,0.0033501083668268,0.971383889358194,,0.45292
ENSG00000183760,ACP7,GGE,141,0.514084899115492,0.0276078193416562,0.8448555720790829,0.0016309240152108,0.0058337683667693,0.1150072845835055,,0.11084
ENSG00000183762,KREMEN1,GGE,117,0.8719970030566055,0.4685548836919773,0.7988945669021142,0.3978490883036477,0.0015478490878898,0.8925634177426562,,0.40029
ENSG00000183763,TRAIP,GGE,101,0.5528482220137464,0.9229713558465268,0.2624940828406543,0.0011534797108621,0.0822910173976153,0.4786982364200525,,0.16402
ENSG00000183765,CHEK2,GGE,142,0.8943669015484059,0.4533218519063766,0.0605817408445091,0.0106488034492476,0.0001823216780505,0.3799556742567611,,0.87312
ENSG00000183770,FOXL2,GGE,25,0.2312927581086036,0.1626474470416541,0.1035518516456147,,0.2591534810366614,0.1628660417411007,,
ENSG00000183773,AIFM3,GGE,173,0.0510847326195768,0.1304770471211468,0.2051323266325139,0.2876900552370473,9.796834041363056e-09,0.0387678192809299,,0.31464
ENSG00000183775,KCTD16,GGE,68,0.8912553445057696,0.1984188466653301,0.3577615779423512,,9.20502026307579e-06,0.5798444669116842,,
ENSG00000183778,B3GALT5,GGE,60,0.6936829670003739,0.0791791462555891,0.9533161494232528,0.1231783254434528,0.1721769931483741,0.4434721325081948,,
ENSG00000183779,ZNF703,GGE,61,0.0171919587351923,0.8572933861100331,0.4595476315826242,,8.47130988452376e-06,0.0865004387279936,,
ENSG00000183780,SLC35F3,GGE,94,0.7300530339108815,0.4414080974615836,0.9042553434240104,0.8223137881224762,0.0334300482317477,0.9050405998693368,0.51287,0.85807
ENSG00000183783,KCTD8,GGE,121,0.6587791763477919,0.2701311801542057,0.4230411527300334,0.0003321659723706,0.0893587121832827,0.3743520626644844,,0.23024
ENSG00000183785,TUBA8,GGE,104,0.8458891889472482,0.7670453147342289,0.9497983908473112,0.2738186637286162,0.103014202726884,0.9967790770801656,,0.84153
ENSG00000183798,EMILIN3,GGE,222,0.6496093753068019,0.5333657951521092,0.8342708842563873,0.5813451416660556,9.54119868041199e-05,0.821526403439178,,0.17317
ENSG00000183801,OLFML1,GGE,107,0.5472512194715189,0.0577532343282718,0.0274486215725284,0.0001438632210741,0.970991103711274,0.0062661182450199,,0.86033
ENSG00000183808,RBM12B,GGE,285,0.3603176187438226,0.1888429868904976,0.812384039159193,0.7826373000933938,4.1755713232834694e-07,0.2507319268926998,,0.32641
ENSG00000183813,CCR4,GGE,68,0.6884905876401046,0.2422295912501528,0.5025413774591353,,2.473948365375856e-12,0.4881625225230049,,
ENSG00000183814,LIN9,GGE,48,0.9020392448819728,0.0521813762685662,8.43583661960566e-10,,8.435836619605691e-10,0.1458875086075659,,0.62477
ENSG00000183826,BTBD9,GGE,148,0.6844369301709303,0.2805027760762223,0.167790648308519,0.0392769157364411,2.0625272550365343e-05,0.3953158501510976,,0.76384
ENSG00000183828,NUDT14,GGE,66,0.2899524297642598,0.4856454178948949,0.6197871782683642,0.7704046427667698,0.0050646988707373,0.5706331741142638,,0.68427
ENSG00000183840,GPR39,GGE,178,0.4018500341747552,0.1650883536608836,0.0580979572090835,5.42808811520551e-05,0.002519113644511,0.1110901342816927,,0.625
ENSG00000183844,FAM3B,GGE,55,0.8293100106953383,0.3707139245922198,0.3816990380101842,0.9156035188302832,0.0117637646952599,0.7128997419861816,,0.7895
ENSG00000183850,ZNF730,GGE,173,0.8126844248668181,0.5413030954129516,0.7286188416507575,0.0010965069185244,0.0015831484861457,0.8170225805914106,,0.68969
ENSG00000183853,KIRREL1,GGE,178,0.6293581491574176,0.2864789322601159,0.3211869124283033,0.6468525648956533,0.1124194483037523,0.7171364565156172,,0.62733
ENSG00000183856,IQGAP3,GGE,463,0.4228062963887368,0.4714113443116916,0.3159146562617836,0.00091711138469,9.64486853129078e-08,0.6708813462791907,,0.76497
ENSG00000183864,TOB2,GGE,83,0.6265381116968158,0.3238595388558254,0.955219990431492,,3.6731060999475946e-11,0.7341466932147327,,
ENSG00000183873,SCN5A,GGE,425,0.1834106514758618,0.0466240795162607,3.948074552108036e-05,5.324319206839722e-05,0.638806355501998,1.7277542050725537e-05,,0.4647
ENSG00000183876,ARSI,GGE,179,0.7618729811858476,0.1439051447079226,0.420884661458288,0.049772429987185,0.0010512621198679,0.6119153509589503,,0.85705
ENSG00000183888,SRARP,GGE,51,0.6848732052612312,0.419051056302312,0.4175723752165681,0.001779397402486,0.5199958844197687,0.3807394607793832,,0.62988
ENSG00000183891,TTC32,GGE,43,0.9602993219597618,0.8956897252525415,0.5215707828128625,0.0166113878856947,0.6489189927317696,0.5746223491834845,,0.43877
ENSG00000183914,DNAH2,GGE,1157,0.060485149825029,0.4766755992380634,0.2849482110199883,8.553788168246318e-09,4.702631046111965e-10,0.0818542306318398,0.75871,0.19777
ENSG00000183955,KMT5A,GGE,52,0.6454047859309462,0.1491158533195498,0.1399912015771499,0.6396469449642934,3.3416992699252925e-05,0.4986913107925804,0.68324,0.66137
ENSG00000183960,KCNH8,GGE,224,0.652666279194865,0.818449239005818,0.5919093266640392,0.0366875086612804,0.0002702939810396,0.96696323723567,0.4372,0.75859
ENSG00000183963,SMTN,GGE,299,0.7772977244855015,0.6516340524562767,0.6793740503294727,0.3727814990763216,0.8902611440463601,0.1377371047517455,0.51191,0.075488
ENSG00000183971,NPW,GGE,34,0.6649590487170164,0.2610246746711188,0.680259966518596,0.792833611192203,0.0310942381102669,0.5995751772788724,,0.97262
ENSG00000183977,PP2D1,GGE,149,0.9472557462540162,0.7959789725233767,0.1944909772065378,0.3006200813593107,1.7159846078764848e-06,0.4323401350610231,,0.51348
ENSG00000183978,COA3,GGE,35,0.9471134192806324,0.2790442390910988,0.8882746503612589,0.1228828924965034,0.1744524902964316,0.850133910365317,,0.82787
ENSG00000184005,ST6GALNAC3,GGE,77,0.5971815120178126,0.3107740043953269,0.9270233606899332,0.5022693891607684,0.0184541106929053,0.7664976848570398,,0.91106
ENSG00000184009,ACTG1,GGE,37,0.550176213016949,0.2372525122788045,0.6236946318926571,,4.1096704281788685e-05,0.6064463101798818,,
ENSG00000184012,TMPRSS2,GGE,150,0.9607589598773388,0.285980485160333,0.1476836898916832,0.0712885789794834,0.0038521932394372,0.4229467967988334,,0.75998
ENSG00000184014,DENND5A,GGE,255,0.4008004365129722,0.7183582614155326,0.9324172244150414,0.3424828069834411,0.0018314332714056,0.890257476647388,,0.29362
ENSG00000184022,OR2T10,GGE,45,0.6750439436817054,0.8731845995063807,0.8387238044866006,0.0179556738778357,0.304930250221372,0.840686809794848,,
ENSG00000184056,VPS33B,GGE,31,0.1245596968963972,0.6021929768423693,0.9919177033384824,,0.0013637696385944,0.4210650839187008,,
ENSG00000184058,TBX1,GGE,45,0.5734213658273877,0.8361829250254893,0.2850258399274707,,1.4374893631625578e-05,0.7358932829641597,,
ENSG00000184060,ADAP2,GGE,92,0.0130898134400231,0.6911172585673213,0.7113453420232163,0.4087670429252547,0.0030028175852599,0.1022626845303811,,0.46528
ENSG00000184108,TRIML1,GGE,111,0.9342184081373552,0.7948507498535892,0.3302554155374464,0.1757850860657415,0.0009529260960723,0.8571019698389605,,0.46744
ENSG00000184113,CLDN5,GGE,39,0.742503109567201,0.6828864445508476,0.4842792277773874,0.0579526262927428,0.6735955700687286,0.6852089998334114,0.92934,
ENSG00000184117,NIPSNAP1,GGE,42,0.0005699207771912,0.0810912934321611,0.0008804691908069,0.439384193850509,0.7220840189476957,0.0004757573360698,,0.73281
ENSG00000184140,OR4F6,GGE,88,0.391243229765898,0.3815718859961595,0.3894448949763412,0.0178768437751534,0.0650016410524707,0.6164271352200221,,0.42821
ENSG00000184144,CNTN2,GGE,240,0.922428070735339,0.9616799113170076,0.135799267032353,0.2694000468116411,0.0298460567889128,0.6806247803893991,,0.95055
ENSG00000184155,OR10J5,GGE,76,0.5583309156592134,0.5669716675123913,0.0837156277015177,0.8201548102015984,0.0012753248045629,0.2142197188939421,,0.30109
ENSG00000184156,KCNQ3,GGE,143,0.4629001294259612,0.5135998270206484,0.932046011840958,0.0573725978317853,0.5151918755719491,0.7156209721061547,0.61085,0.41916
ENSG00000184160,ADRA2C,GGE,70,0.9056383509641104,0.749698160207299,0.8805021785642191,0.8509891923931785,0.2131460673544851,0.994172802609278,,
ENSG00000184162,NR2C2AP,GGE,55,0.1191243664314217,0.4257771887618061,0.3671710105125371,0.1350531799918184,0.0749321173796872,0.2397743805537162,,0.98385
ENSG00000184163,C1QTNF12,GGE,77,0.1660236210607078,0.9587647250552848,0.3796302421078793,0.2884043456140358,0.0149952539601844,0.4659750767694508,,0.6926
ENSG00000184164,CRELD2,GGE,108,0.035797074741616,0.4331619233319834,0.5445252204644073,0.7758029740441055,0.0363987992497714,0.1436898847037177,,0.84475
ENSG00000184166,OR1D2,GGE,79,0.5136448668777625,0.9279884355782752,0.1864676307835332,0.0697780046091627,0.2378658378902124,0.4845072720646854,,
ENSG00000184178,SCFD2,GGE,187,0.55556214630106,0.9221327888706956,0.3382884286653809,0.0058145092968701,0.0017142290420014,0.7946381916381698,,0.61025
ENSG00000184203,PPP1R2,GGE,50,0.5084424929772511,0.1713561098199439,0.3653541410873882,0.4742606744259733,0.0216079666664596,0.3571788308371394,,0.94405
ENSG00000184207,PGP,GGE,25,0.9953223592368162,0.8382920920000543,0.5591969116561324,0.721850538300955,0.1808083752046177,0.97363396566341,,0.76413
ENSG00000184209,SNRNP35,GGE,72,0.9401370107930588,0.7636791007926218,0.856861847079823,0.1966470870015864,0.0022858602915692,0.951832637521238,,0.60449
ENSG00000184220,CMSS1,GGE,51,0.7794567039661182,0.9861277083222894,0.7260608115822875,0.0249172434147267,0.889635681667964,0.6115688864653521,,0.79858
ENSG00000184226,PCDH9,GGE,188,0.5879244750431918,0.8678945827975502,0.5317563279982876,0.3697858489955403,0.0260228957582725,0.9261893470507404,,0.82652
ENSG00000184227,ACOT1,GGE,32,0.7028321879151156,0.4271121810230363,0.2422556084159749,0.7865799337467019,0.2166196333983339,0.7354481528997843,,
ENSG00000184232,OAF,GGE,49,0.0992790812884857,0.9922082956687036,0.3903766832552651,0.0653828747432782,0.739971227934108,0.2304047092704853,,0.17071
ENSG00000184254,ALDH1A3,GGE,86,0.5985456819702706,0.6179594398637693,0.6456197163986999,0.8450467366666002,0.070801975793741,0.9309961973522228,0.82574,0.93134
ENSG00000184271,POU6F1,GGE,48,0.6254884688506097,0.5536898700550301,5.427115843802291e-06,,5.427115843802241e-06,0.7608124073563407,0.27202,
ENSG00000184277,TM2D3,GGE,67,0.3748380270315865,0.5807776058932518,0.9701845433442446,0.3418841803921773,0.0019220534410702,0.4861781359878731,,0.25022
ENSG00000184281,TSSC4,GGE,123,0.967412943796916,0.483165865717853,0.2283558323700098,0.9176883463154328,0.0007255469286565,0.5062820728928761,,0.52804
ENSG00000184292,TACSTD2,GGE,61,0.9878369957730267,0.5925816317259013,0.6450738657665714,0.8587753596360271,0.0030669571547495,0.6504305849946728,,0.87731
ENSG00000184302,SIX6,GGE,51,0.5108409572033907,0.7035484239380023,0.8626120298217448,0.8482907114662833,0.0954084140036377,0.8933059849146976,0.74142,0.98329
ENSG00000184304,PRKD1,GGE,193,0.5250886499295132,0.5920291645125566,0.3638150996619739,0.2470635526865428,3.1547279597149186e-05,0.7436761607106063,,0.57134
ENSG00000184305,CCSER1,GGE,172,0.2707293763596671,0.0833448424844485,0.472125011657054,0.0001684460411451,0.0820530059488454,0.040921898981134,,0.015755
ENSG00000184307,ZDHHC23,GGE,107,0.3433695417231387,0.1696846934653768,0.3606982667349361,0.6141056777649023,0.0004321135602299,0.5394263996936417,,0.60511
ENSG00000184313,MROH7,GGE,287,0.86643610263814,0.1255350381225468,0.4777898051045364,0.0559180292347191,8.55407265539604e-06,0.5488442475252466,,0.29431
ENSG00000184330,S100A7A,GGE,33,0.04548363638962,0.6991587263694785,0.8408434757773515,0.1065480278916375,0.931415859368635,0.2397183649639186,,
ENSG00000184344,GDF3,GGE,97,0.7509196976920581,0.9239658969480572,0.6391885685726317,0.0350786484936131,0.0307958643365853,0.9626850064009846,,0.38557
ENSG00000184345,IQCF2,GGE,39,0.9149187252111798,0.9413440522405226,0.3411861243363185,0.151571215596062,0.6358448688690695,0.8032764609869746,,0.721
ENSG00000184347,SLIT3,GGE,345,0.9745926083136868,0.0338976696739108,0.6716167129077223,0.1201921603122862,0.001024768908441,0.2952935612726571,,0.84026
ENSG00000184349,EFNA5,GGE,31,0.0889855207637424,0.2024335775137124,0.5898459526205152,,0.000268049371525,0.1763727114228899,,
ENSG00000184350,MRGPRE,GGE,99,0.0991362407521226,0.0005016615194992,0.0496113557380769,0.0432649530455238,0.1058068585038995,0.0013375996015089,,
ENSG00000184351,KRTAP19-1,GGE,33,0.664207169850879,0.349664822525817,0.0621172139483496,0.4006951720407377,0.2190686209788001,0.3788627651300282,,
ENSG00000184361,SPATA32,GGE,92,0.4891445352225434,0.1674570044032448,0.4401876633838203,0.3639690930733119,0.0003873326869205,0.4780603580278924,,0.79964
ENSG00000184363,PKP3,GGE,206,0.0039699691666999,0.5420584381818045,0.9262658298883354,1.821438231312477e-05,0.8293109276022032,0.0019739175568908,,0.034093
ENSG00000184371,CSF1,GGE,116,0.5796671007801332,0.805742943561753,0.5951988454727655,,1.0798146499292462e-12,0.9019746862057648,,
ENSG00000184374,COLEC10,GGE,79,0.0147121027178837,0.4796739193392495,0.094917499277398,0.0001141655485131,0.901910220400636,0.0028393698100257,,0.13568
ENSG00000184378,ACTRT3,GGE,106,0.0456783401270379,0.5310393975185136,0.6278610058923397,0.0188722198254436,0.1814365369564851,0.1459667031815657,,0.17447
ENSG00000184381,PLA2G6,GGE,199,0.9789473231245156,0.1899988485677569,0.4757932089941795,0.6395319640692649,3.1841186481446267e-06,0.3644437776190795,,0.50282
ENSG00000184384,MAML2,GGE,266,0.3819320893045024,0.0792264056798695,0.088174389899643,0.0759642582899107,0.0950109750960225,0.1494746139380534,,0.60903
ENSG00000184389,A3GALT2,GGE,39,0.2764825767390604,0.1631026084981412,0.9016045243681424,0.2521533829308255,0.0619967931461707,0.5292411241965269,0.67104,0.98294
ENSG00000184394,OR4N5,GGE,114,0.8316738988098571,0.0479928098894636,0.9128466788029568,0.0010199494197251,0.0121266853201884,0.2558376802803858,,
ENSG00000184402,SS18L1,GGE,101,0.5151979815730345,0.4057194864300556,0.0450051650188537,0.1240844760279901,0.6801453258465266,0.1243648147921844,,0.41732
ENSG00000184408,KCND2,GGE,81,0.3336453205971599,0.2797701150212192,0.2796997768064889,0.1381608441793882,0.2845261463647187,0.2628543911772015,0.38026,0.4391
ENSG00000184428,TOP1MT,GGE,201,0.5579515507269931,0.6549284821359165,0.8116330942555859,0.0011303621178657,0.0014213469878684,0.8088788911769329,,0.072512
ENSG00000184432,COPB2,GGE,119,0.4225455684021391,0.5579801476228423,0.961809620934482,0.8087679821125344,0.2983523184754739,0.91407574431639,0.77652,0.7033
ENSG00000184434,LRRC19,GGE,69,0.8137096950584851,0.5844962072809923,0.4212144852295822,0.0745980557087846,0.0193195221832311,0.9008630375100972,,0.77918
ENSG00000184436,THAP7,GGE,73,0.9908433748676,0.6245385829604799,0.9545236644961774,0.0483390683228211,0.979865912803601,0.7256064381950859,,0.14677
ENSG00000184445,KNTC1,GGE,323,0.008686698420704,0.4942306375149411,0.6345608355121595,0.0001287063448875,2.72625847604918e-06,0.1169308017589428,,0.48033
ENSG00000184451,CCR10,GGE,50,0.3085167477353738,0.0501342901595273,0.0453199793935394,0.2131534940529206,0.0845657454401676,0.0481671786606872,0.21428,0.88169
ENSG00000184459,BPIFC,GGE,117,0.7960129241458885,0.2138316210003719,0.2513762512311792,0.5295293873530564,0.0025878841436292,0.4087581731470046,,0.63678
ENSG00000184465,WDR27,GGE,235,0.1359891522555447,0.9007484729892016,3.829268472147515e-12,0.0102522370702701,6.997484348132285e-29,0.2624425141081365,,0.27631
ENSG00000184470,TXNRD2,GGE,141,0.8041597217631842,0.948324890236011,1.6991030764461572e-09,0.0012546792210049,2.5415610051358668e-14,0.9434493109322176,,0.91237
ENSG00000184471,C1QTNF8,GGE,62,0.0345760543196886,0.4636018572597131,0.9941143099863314,0.015581237537987,0.0672230397364104,0.1404190170281435,,0.89559
ENSG00000184478,OR56A3,GGE,79,0.6307408756989058,0.9211506180537846,0.7443612943387345,0.1004012795715331,0.0242877439418765,0.9872976758836352,,0.13754
ENSG00000184486,POU3F2,GGE,47,0.3419661975266336,0.9273777597032676,0.6039458051012686,,0.0027698798853062,0.7259105702194499,,
ENSG00000184489,PTP4A3,GGE,43,0.9360693148112136,0.6598356620533079,0.7916432996648068,0.6411389549815488,0.5049629363370778,0.9920752672259628,,0.4862
ENSG00000184492,FOXD4L1,GGE,79,0.3826723321333406,0.2045708320857707,0.1744311673269126,0.5544048443829983,0.0174583798863533,0.4730033333336649,,0.74535
ENSG00000184497,TMEM255B,GGE,116,0.7501123096226847,0.1862417875861712,0.8414438208907244,0.0081950573437901,0.0625127553029711,0.586498360019815,,0.83305
ENSG00000184500,PROS1,GGE,142,0.744844836452954,0.4844136667395174,0.0496072322536791,0.8363560021074469,0.23431278662169,0.3946532034326421,,0.82778
ENSG00000184502,GAST,GGE,38,0.4582486221404848,0.5956208040687684,0.2664534178523066,0.5905018178723106,0.0385316139263538,0.7579081586555061,,0.81286
ENSG00000184507,NUTM1,GGE,312,0.0096733238295359,0.2409909859412439,0.482768588456926,0.1332612145917165,1.3587935640917071e-05,0.0606307544925539,,0.1518
ENSG00000184508,HDDC3,GGE,34,0.9597386304018578,0.1187346498811359,0.82585337061302,0.0077418081000058,0.289330008738352,0.4898148725751167,,0.70594
ENSG00000184517,ZFP1,GGE,116,0.3571348575179252,0.7975125599703579,0.3445669733831255,0.0020851055623754,0.4376178558503059,0.3421001440495937,,0.078243
ENSG00000184524,CEND1,GGE,37,0.0045000684859398,0.7601814935282003,0.4091507932157382,0.4971411530292702,0.2917910061546965,0.0625037653513024,,0.94751
ENSG00000184530,C6orf58,GGE,59,0.2445301842732224,0.5567148560468206,0.470469895299723,0.0298158790107357,0.0593556321753815,0.6306083399466262,,0.46068
ENSG00000184544,DHRS7C,GGE,75,0.7882952818844197,0.8839881766307064,0.3323424393769998,0.0140223848666317,0.3328906128985868,0.6723150058767241,,0.13463
ENSG00000184545,DUSP8,GGE,44,0.5678781094007515,0.751637050148529,0.4181820669770704,,4.540746442500371e-08,0.798655869202311,0.31342,0.63375
ENSG00000184557,SOCS3,GGE,30,0.9589885646819288,0.3023635482039121,0.6797899186805592,0.8210680513313251,0.1383349511101707,0.7544847675752767,0.69561,0.73612
ENSG00000184560,SPEM2,GGE,153,0.6638763029079859,0.1316967678178823,0.0137683260669233,0.924073672541201,0.0046420692289642,0.0707702335073503,,
ENSG00000184564,SLITRK6,GGE,213,0.2682938448333681,0.0967228325297333,0.9955477548172224,1.686652543321363e-05,0.3008986209855623,0.0505904333023764,,0.040341
ENSG00000184571,PIWIL3,GGE,276,0.8311129966444708,0.392927463967164,0.4265380742912854,0.001981080712469,6.096400396166697e-08,0.8375339068760923,,0.99811
ENSG00000184574,LPAR5,GGE,81,0.0195513195553953,0.1018324355911801,0.4760324915886413,0.4502569705927027,0.0996395622959619,0.1026838776431453,0.26583,0.76486
ENSG00000184575,XPOT,GGE,147,0.9381280467301286,0.7102714706001225,0.5031178276112632,0.1070118151113858,0.2110279141714371,0.9148384517686144,,0.5544
