gene_id	gene_name	g4e	p_unified	epi25_min_p	meta_sig
ENSG00000017260	ATP2C1	False	0.007276441026414785	0.039418	False
ENSG00000017427	IGF1	False	0.14698341364118556	0.083638	False
ENSG00000017797	RALBP1	False	0.40554057645669556	0.2827	False
ENSG00000018189	RUFY3	False	0.024525643278420363	0.31114	False
ENSG00000018236	CNTN1	False	0.06095758858537773	0.55517	False
ENSG00000018280	SLC11A1	False	0.02739560631834023	0.0022794	False
ENSG00000018408	WWTR1	False	0.41147037759810073	0.22952	False
ENSG00000018510	AGPS	False	0.017700324646686274	0.14465	False
ENSG00000018625	ATP1A2	True	0.4054237139341349	0.046667	False
ENSG00000018699	TTC27	False	0.5037310767825564	0.16321	False
ENSG00000018869	ZNF582	False	0.24726482042919967		False
ENSG00000019102	VSIG2	False	0.3286514472162991	0.37937	False
ENSG00000019144	PHLDB1	False	0.010237187664571023	0.33689	False
ENSG00000019169	MARCO	False	0.018747301983789984	0.46458	False
ENSG00000019186	CYP24A1	False	0.028451579880948347	0.34284	False
ENSG00000019485	PRDM11	False	0.49640461043656137	0.20252	False
ENSG00000019505	SYT13	False	0.0003344840769095199	0.029211	False
ENSG00000019549	SNAI2	False	0.20640493162355272	0.26535	False
ENSG00000019582	CD74	False	0.6895672185219744	0.32181	False
ENSG00000019991	HGF	False	0.28319528544798006	0.48703	False
ENSG00000019995	ZRANB1	False	0.5077973980885488	0.20319	False
ENSG00000020129	NCDN	True	0.678160682224066	0.027744	False
ENSG00000020181	ADGRA2	False	0.49830758767742456	0.030961	False
ENSG00000020256	ZFP64	False	0.03603379108409154	0.16616	False
ENSG00000020426	MNAT1	False	0.10472333070889575	0.179	False
ENSG00000020577	SAMD4A	False	0.0033430847467996977	0.38655	False
ENSG00000020633	RUNX3	False	0.05362751454765249	0.11101	False
ENSG00000020922	MRE11	False	0.422909066940914	0.44594	False
ENSG00000021300	PLEKHB1	False	0.0982863607964822	0.075603	False
ENSG00000021355	SERPINB1	False	0.3716818819326198	0.122	False
ENSG00000021461	CYP3A43	False	0.20972865187554127	0.16274	False
ENSG00000021488	SLC7A9	False	0.16253504520679574	0.29998	False
ENSG00000021574	SPAST	False	0.7436212088918308	0.10451	False
ENSG00000021645	NRXN3	False	0.2832164291084461	0.25333	False
ENSG00000021762	OSBPL5	False	0.007144931643656291	0.0012318	False
ENSG00000021776	AQR	False	0.29979241486591696	0.51462	False
ENSG00000021826	CPS1	False	0.046086802673991185	0.15332	False
ENSG00000021852	C8B	False	0.18904077220841015	0.020282	False
ENSG00000022277	RTF2	False	0.0015088648067671329	0.0085475	False
ENSG00000022355	GABRA1	True	0.0001229195126356119	0.00051906	False
ENSG00000022556	NLRP2	False	0.3419796973000451	0.29817	False
ENSG00000022567	SLC45A4	False	0.011529422766296786	0.02683	False
ENSG00000022840	RNF10	False	0.4899706472501002	0.13636	False
ENSG00000022976	ZNF839	False	0.006547473501868653	0.1948	False
ENSG00000023041	ZDHHC6	False	0.11848387583083173	0.224	False
ENSG00000023171	GRAMD1B	False	0.011098562718316083	0.27839	False
ENSG00000023191	RNH1	False	0.00048733204675936574	0.7945	False
ENSG00000023228	NDUFS1	True	0.12955929061520258	0.16164	False
ENSG00000023287	RB1CC1	False	0.3795915423940662	0.28068	False
ENSG00000023318	ERP44	False	0.07021152976447226	0.17326	False
ENSG00000023330	ALAS1	False	0.09391271680832548	0.23714	False
ENSG00000023445	BIRC3	False	0.1686436277339003	0.28869	False
ENSG00000023516	AKAP11	False	0.029658533918856724	0.0087461	False
ENSG00000023572	GLRX2	False	0.05632491983128791	0.4172	False
ENSG00000023608	SNAPC1	False	0.20160816517206726	0.30313	False
ENSG00000023697	DERA	False	0.3331378937142897	0.20924	False
ENSG00000023734	STRAP	False	0.010325969468284138	0.070817	False
ENSG00000023839	ABCC2	False	0.0029827887516136273	0.26957	False
ENSG00000023892	DEF6	False	0.10920352325601725	0.030639	False
ENSG00000023902	PLEKHO1	False	0.34693242691371406	0.040939	False
ENSG00000024048	UBR2	False	0.17205587217087728	0.51548	False
ENSG00000024422	EHD2	False	0.24827930134170376	0.58823	False
ENSG00000024526	DEPDC1	False	0.01260950390037084	0.28069	False
ENSG00000025039	RRAGD	False	0.04567255006134642	0.18729	False
ENSG00000025156	HSF2	False	0.016375023841965992	0.21005	False
ENSG00000025293	PHF20	False	1.3175992009666107e-05	0.00010685	False
